episode,step,total_reward
1000, 49950, -313.317334
2000, 99950, -902.755510
3000, 149950, -281.492298
4000, 199950, -245.506123
5000, 249950, -211.967688
6000, 299950, -203.878978
7000, 349950, -192.850988
8000, 399950, -179.606006
9000, 449950, -165.920120
10000, 499950, -158.717090
11000, 549950, -164.743068
12000, 599950, -153.778087
13000, 649950, -149.841020
14000, 699950, -151.151545
15000, 749950, -140.440953
16000, 799950, -137.876916
17000, 849950, -145.718778
18000, 899950, -139.679424
19000, 949950, -138.142671
20000, 999950, -124.976098
21000, 1049950, -127.005299
22000, 1099950, -114.881314
23000, 1149950, -161.622579
24000, 1199950, -133.475396
25000, 1249950, -106.332020
26000, 1299950, -109.549533
27000, 1349950, -136.902297
28000, 1399950, -123.461528
29000, 1449950, -113.693702
30000, 1499950, -100.973200
31000, 1549950, -101.216034
32000, 1599950, -103.279997
33000, 1649950, -110.204948
34000, 1699950, -94.563686
35000, 1749950, -105.090044
36000, 1799950, -108.922654
37000, 1849950, -101.204288
38000, 1899950, -88.540519
39000, 1949950, -106.020075
40000, 1999950, -98.579050
