act0,act1,act2,act3,act4,act5,episode,step
0.036188576370477676,0.00395013066008687,0.00023031812452245504,0.04001074656844139,0.00032805418595671654,0.919292151927948,1,0
0.008947777561843395,0.035125281661748886,0.0001372940605506301,0.0031387927010655403,0.0012270630104467273,0.9514237642288208,1,1
0.0026173207443207502,0.0003488044021651149,7.468513649655506e-05,0.0006525522330775857,0.00034653913462534547,0.9959600567817688,1,2
0.0567847415804863,0.37017622590065,0.017543110996484756,0.09910034388303757,0.01361910905689001,0.4427764117717743,1,3
0.02969612181186676,0.06927827000617981,0.3183457851409912,0.22740969061851501,0.021923387423157692,0.33334672451019287,1,4
0.05226997286081314,0.05481988191604614,0.000493396888487041,0.5993752479553223,0.021287929266691208,0.2717535197734833,1,5
0.3622090816497803,0.06746038794517517,0.0005229514790698886,0.17726823687553406,0.22392380237579346,0.16861556470394135,1,6
0.20934779942035675,0.013886548578739166,0.0045705572701990604,0.16394264996051788,0.26510488986968994,0.34314754605293274,1,7
0.11166348308324814,0.2581534683704376,0.000901856052223593,0.39417290687561035,0.009290073066949844,0.2258181869983673,1,8
0.17465506494045258,0.2683839797973633,0.002313436707481742,0.01412963680922985,0.005296166054904461,0.5352216958999634,1,9
0.068822480738163,0.44926750659942627,0.0006739246309734881,0.20976771414279938,0.1328963339328766,0.1385720819234848,1,10
0.26379308104515076,0.041719671338796616,0.0012331086909398437,0.5738463401794434,0.024591466411948204,0.09481634944677353,1,11
0.20591987669467926,0.04078005254268646,0.0010261209681630135,0.3425518870353699,0.2329087257385254,0.17681334912776947,1,12
0.05910366773605347,0.1247355192899704,0.0009768601739779115,0.21924559772014618,0.019927410408854485,0.5760110020637512,1,13
0.26408568024635315,0.2096015065908432,0.033832892775535583,0.06761132925748825,0.31301578879356384,0.11185278743505478,1,14
0.037631478160619736,0.17995239794254303,0.00036600398016162217,0.569455087184906,0.1937538981437683,0.018841182813048363,1,15
0.054451894015073776,0.6541578769683838,0.005610242486000061,0.02429872378706932,0.05514658987522125,0.20633475482463837,1,16
0.07548755407333374,0.9019514918327332,0.0062416852451860905,0.0013320923317223787,0.011813411489129066,0.0031737261451780796,1,17
0.17366483807563782,0.7151577472686768,0.005426175892353058,0.005750993266701698,0.03847852349281311,0.06152158975601196,1,18
0.24155080318450928,0.027938898652791977,0.006267528980970383,0.027845099568367004,0.08605051785707474,0.6103471517562866,1,19
0.007965654134750366,0.0011810207506641746,3.6127050407230854e-05,9.813674842007458e-05,0.9866772890090942,0.004041793756186962,1,20
0.3429834544658661,0.20131726562976837,0.002751775085926056,0.00035612090141512454,0.3467811346054077,0.10581021755933762,1,21
0.3681841492652893,0.012038101442158222,0.0019537964835762978,0.00035559546086005867,0.024736488237977028,0.5927318334579468,1,22
0.2128644585609436,0.22583378851413727,0.005745504982769489,0.004740830976516008,0.04428578540682793,0.506529688835144,1,23
0.6487587690353394,0.11027270555496216,0.0033429251052439213,0.005808457266539335,0.06531324982643127,0.16650381684303284,1,24
0.0013683784054592252,0.004193725995719433,0.010551298968493938,0.0009052225505001843,0.9170809388160706,0.06590039283037186,2,0
0.0009859470883384347,0.00021536530402954668,0.0015955009730532765,0.0008282644557766616,0.9585129022598267,0.037861984223127365,2,1
0.2735770642757416,0.00020471573225222528,0.01640099473297596,0.0016691244672983885,0.6624563336372375,0.045691683888435364,2,2
0.0003144668007735163,6.362386193359271e-05,0.00854456890374422,0.0003596605092752725,0.9862738251686096,0.00444393465295434,2,3
0.00716517074033618,0.0013988303253427148,0.277390718460083,0.005575109738856554,0.5667241215705872,0.14174607396125793,2,4
