act0,act1,act2,act3,act4,act5,act6,episode,step
2.544206836319063e-05,0.00042075407691299915,0.007675121072679758,0.45237141847610474,0.539507269859314,5.196133133722469e-05,0.9999480247497559,1,0
0.00026636317488737404,0.0009711249149404466,0.0008185891783796251,0.3919537663459778,0.6059901118278503,2.359744939894881e-05,0.999976396560669,1,1
0.0005175599944777787,7.675061351619661e-05,0.005219846032559872,0.8235561847686768,0.17062966525554657,9.296508505940437e-05,0.9999070167541504,1,2
3.7736594094894826e-05,0.0007479656487703323,0.009128682315349579,0.00041271912050433457,0.9896728992462158,0.00027824362041428685,0.9997217059135437,1,3
2.74451707582557e-07,1.5573738210150623e-06,1.2331589459790848e-05,0.999864935874939,0.0001208977191708982,1.863537181634456e-05,0.9999814033508301,1,4
0.00048953911755234,6.754209607606754e-05,0.0001665557938395068,5.731884084525518e-05,0.9992190599441528,3.318361268611625e-05,0.9999668598175049,1,5
0.00010977919009746984,0.000387586624128744,0.0007456798339262605,0.9899128079414368,0.00884412880986929,3.6247034586267546e-05,0.9999637603759766,1,6
5.433915703179082e-06,3.365971861057915e-05,7.88762372394558e-06,2.74071135208942e-06,0.9999502897262573,9.825127563090064e-06,0.9999902248382568,1,7
9.40656173042953e-05,0.014565126039087772,0.0003512698458507657,0.9841470718383789,0.0008425111882388592,1.3045349760432146e-06,0.9999986886978149,1,8
7.410456419165712e-06,4.6030105295358226e-05,8.073932804109063e-06,9.24009600566933e-06,0.9999291896820068,2.6481753593543544e-05,0.9999735355377197,1,9
1.3861969819117803e-05,1.6702479115338065e-05,0.0004689428606070578,0.9984523057937622,0.0010481636272743344,1.2718284779111855e-05,0.9999872446060181,1,10
8.255312309302099e-07,1.0367702998337336e-06,2.4947887595772045e-06,1.7437356518712477e-06,0.9999939203262329,0.0003243857354391366,0.9996756315231323,1,11
7.955750334076583e-05,0.0002215862914454192,0.0006996811716817319,0.9964824914932251,0.002516730921342969,7.240289050969295e-06,0.9999927282333374,1,12
9.16488716029562e-06,1.364263971481705e-05,1.256675022887066e-05,1.1255816389166284e-05,0.9999533891677856,3.2055853807833046e-05,0.9999679327011108,1,13
2.459876486682333e-05,0.0008182883029803634,0.00033051997888833284,0.9976867437362671,0.0011398150818422437,3.630078936112113e-05,0.999963641166687,1,14
3.055491788472864e-06,4.167982297076378e-06,0.000532017438672483,9.609119842934888e-06,0.9994511008262634,2.0984458387829363e-05,0.9999790191650391,1,15
1.8112770703737624e-05,1.3034486073593143e-05,2.5159517463180237e-05,0.9992874264717102,0.0006562795606441796,7.398723937512841e-06,0.9999926090240479,1,16
0.00010545265104155988,0.0007984015392139554,7.790413656039163e-05,4.0127393731381744e-05,0.9989781379699707,8.796875044936314e-05,0.9999120235443115,1,17
4.518855348578654e-06,5.322370725480141e-06,3.518900484777987e-05,0.9977224469184875,0.0022324223536998034,1.0461000783834606e-05,0.9999895095825195,1,18
9.91324668575544e-07,3.600125637603924e-05,2.614239747344982e-06,1.6230155779339839e-06,0.9999587535858154,2.166743615816813e-05,0.9999783039093018,1,19
6.71813950248179e-06,9.286469867220148e-05,0.0003422363370191306,0.9988443851470947,0.0007137012435123324,1.4400140571524389e-05,0.9999855756759644,1,20
4.3834348616655916e-05,0.011655442416667938,7.217860547825694e-05,9.518393926555291e-05,0.9881333708763123,1.5569179367957986e-06,0.9999984502792358,1,21
7.210579497041181e-05,2.977906297019217e-05,0.0006487977807410061,0.9975342750549316,0.0017150393687188625,1.5063068531162571e-05,0.9999849796295166,1,22
1.4703570741403382e-05,3.084910349571146e-05,5.4180240113055333e-05,1.7337270037387498e-05,0.9998829364776611,7.727702177362517e-05,0.9999227523803711,1,23
1.509445041847357e-06,3.625109457061626e-06,4.6100845793262124e-05,0.9995023012161255,0.00044648186303675175,5.3328549256548285e-05,0.9999467134475708,1,24
2.1921221105003497e-06,2.0068131561856717e-05,2.214528649346903e-05,5.961909209872829e-06,0.99994957447052,8.55144826346077e-05,0.9999145269393921,1,25
1.443743531126529e-05,7.580535020679235e-05,6.131736154202372e-05,0.9993022680282593,0.0005461746477521956,5.5818454711697996e-05,0.9999442100524902,1,26
3.1451545510208234e-05,0.024399083107709885,0.00012086080823792145,0.0005287331878207624,0.974919855594635,0.00011639263539109379,0.9998836517333984,1,27
5.0280843424843624e-05,5.735493323300034e-05,0.010147561319172382,0.978383481502533,0.011361314915120602,4.905002788291313e-05,0.9999510049819946,1,28
2.355306423851289e-05,0.0012689807917922735,0.0001824799255700782,7.437920430675149e-05,0.9984506368637085,0.00030899164266884327,0.9996910095214844,1,29
0.0003296316717751324,4.854191138292663e-05,8.405266999034211e-05,0.9319865703582764,0.06755120307207108,2.1497777197510004e-05,0.9999785423278809,1,30
4.818273737328127e-06,2.0592365217453334e-06,9.09280697669601e-06,3.115238723694347e-05,0.9999529123306274,0.0001830975234042853,0.9998169541358948,1,31
3.210092245353735e-06,5.3437670430867e-06,2.3367878384306096e-05,0.999581515789032,0.00038652520743198693,0.0005148677155375481,0.9994851350784302,1,32
0.0001393232960253954,5.6390294048469514e-05,5.076482011645567e-06,5.932742351433262e-05,0.9997398257255554,8.789539424469694e-05,0.9999121427536011,1,33
6.391095212165965e-06,3.052948886761442e-05,6.748671876266599e-05,0.995481014251709,0.004414585418999195,7.83940231485758e-06,0.9999921321868896,1,34
3.8179750845301896e-05,6.957622827030718e-05,4.0452501707477495e-05,0.0024032399524003267,0.9974485039710999,2.2411679310607724e-05,0.9999775886535645,1,35
1.1010178241122048e-05,0.00010112130257766694,0.0002508728939574212,0.999402642250061,0.00023439050710294396,0.00010289743659086525,0.9998971223831177,1,36
1.343493181593658e-06,6.538680736412061e-06,3.8473467611765955e-06,7.4584866524674e-05,0.9999136924743652,0.0001326539204455912,0.99986732006073,1,37
2.8958922939636977e-06,4.013997568108607e-06,7.490275311283767e-05,0.9996997117996216,0.00021846320305485278,1.008899744192604e-05,0.9999898672103882,1,38
5.66101043659728e-05,5.4655942221870646e-05,2.1737707356805913e-05,1.2386138223519083e-05,0.999854564666748,4.094963878742419e-05,0.9999589920043945,1,39
9.704337571747601e-05,0.00013375647540669888,0.00021034420933574438,0.9915653467178345,0.007993586361408234,2.7054180463892408e-05,0.999972939491272,1,40
0.0024108614306896925,2.8089863917557523e-05,0.00015671721484977752,9.690065053291619e-05,0.9973074197769165,4.845222065341659e-06,0.9999951124191284,1,41
3.584023943403736e-05,1.8437278413330205e-05,0.00012112796684959903,0.9950868487358093,0.0047377003356814384,8.028369848034345e-06,0.9999920129776001,1,42
1.4511586414300837e-05,1.085458916350035e-05,4.886035094386898e-05,5.0534881665953435e-06,0.9999207258224487,4.540225745586213e-06,0.9999954700469971,1,43
1.5495130355702713e-05,2.8760794521076605e-05,0.00014827799168415368,0.9763039946556091,0.023503502830863,0.000159065006300807,0.9998408555984497,1,44
7.332679160754196e-06,0.00013982324162498116,5.112463441037107e-06,4.0415848161501344e-06,0.9998437166213989,8.390114999201614e-06,0.9999916553497314,1,45
2.6398551199235953e-05,0.00016993960889521986,0.0009342044941149652,0.9974308609962463,0.001438589533790946,8.775544119998813e-05,0.9999122619628906,1,46
0.00019014606368727982,4.375685421109665e-06,1.1234639714530203e-05,0.00035433791344985366,0.9994398951530457,0.0002643298066686839,0.9997356534004211,1,47
3.509074304020032e-05,7.539035141235217e-05,7.07325671100989e-05,0.997956395149231,0.0018624401418492198,0.00010540333460085094,0.9998946189880371,1,48
9.183570909954142e-06,7.087582343956456e-05,8.18031548988074e-06,7.722217560512945e-05,0.9998345375061035,7.498882769141346e-05,0.9999250173568726,1,49
3.080160968238488e-05,0.00043849681969732046,0.0004261144495103508,0.09383103251457214,0.9052735567092896,0.0007661781273782253,0.9992338418960571,2,0
4.656882538256468e-06,2.8061756893293932e-05,0.00015483988681808114,0.9995643496513367,0.0002481421397533268,1.4791871763009112e-05,0.9999852180480957,2,1
2.757615948212333e-05,3.5238670534454286e-05,8.310626435559243e-05,0.0004127355059608817,0.9994413256645203,0.0004660090780816972,0.999534010887146,2,2
1.3224225767771713e-06,6.592546242245589e-07,3.7537127354880795e-05,0.999777615070343,0.00018284533871337771,1.4484982784779277e-05,0.9999854564666748,2,3
1.4353297046909574e-05,0.00012126607180107385,0.0003302590048406273,5.635208071907982e-05,0.9994778037071228,1.2189990229671821e-05,0.9999878406524658,2,4
0.00032061018282547593,0.00017555443628225476,0.0002758079208433628,0.9910043478012085,0.008223583921790123,1.4605411706725135e-05,0.9999853372573853,2,5
0.0008216032292693853,5.580362267210148e-05,6.613131699850783e-05,0.00015934980183374137,0.9988970756530762,1.4484226085187402e-06,0.9999985694885254,2,6
0.001052539562806487,0.00019418825104366988,0.0007832517731003463,0.9777361154556274,0.020234016701579094,2.2597534552915022e-05,0.9999773502349854,2,7
4.211929081066046e-06,0.00012022420560242608,1.3398791452345904e-05,4.1096289351116866e-05,0.999821126461029,3.045020639547147e-05,0.9999696016311646,2,8
0.0007394381682388484,0.0013929154956713319,0.0001917357585625723,0.9943100214004517,0.003365927841514349,0.0010919829364866018,0.9989080429077148,2,9
5.0213211579830386e-06,1.8380003893980756e-05,0.0006727808504365385,0.00022177273058332503,0.999082088470459,0.0016375172417610884,0.9983624815940857,2,10
2.419650263618678e-05,2.2475271180155687e-05,0.000235635758144781,0.9891573190689087,0.010560382157564163,1.320612591371173e-05,0.9999867677688599,2,11
3.177828693878837e-05,6.2316285038832575e-06,1.9313643861096352e-05,8.101620551315136e-06,0.9999345541000366,1.7897529687616043e-05,0.9999821186065674,2,12
6.85394343236112e-06,5.3640786063624546e-05,0.00011957771494053304,0.9979913234710693,0.0018285447731614113,4.702865226136055e-06,0.9999953508377075,2,13
0.00011103539145551622,8.964836888480932e-05,0.00010861003829631954,3.32163690472953e-05,0.9996575117111206,7.153748447308317e-05,0.9999284744262695,2,14
0.00040985550731420517,0.00011065069702453911,0.005973098333925009,0.9917048215866089,0.0018015860114246607,1.733905082801357e-05,0.9999827146530151,2,15
1.1596375770750456e-05,1.7301501429756172e-05,6.683488754788414e-05,1.6190817405004054e-05,0.9998880624771118,5.310823689796962e-05,0.9999468326568604,2,16
0.0001737354468787089,0.0001099624641938135,0.004333688411861658,0.9936224818229675,0.001760162296704948,9.43885970627889e-05,0.9999055862426758,2,17
8.635541234980337e-06,0.00012675356992986053,0.025666192173957825,0.00016538861382286996,0.974032998085022,1.3828427654516418e-05,0.9999861717224121,2,18
1.879575938801281e-05,4.652895586332306e-05,0.00020161241991445422,0.9885461926460266,0.01118696853518486,3.9023116187308915e-06,0.9999960660934448,2,19
1.342262294201646e-06,1.5250181604642421e-05,4.9762775233830325e-06,1.4291204934124835e-05,0.9999641180038452,4.972122405888513e-05,0.9999502897262573,2,20
4.4056709157302976e-05,1.2010893442493398e-05,8.866744610713795e-05,0.9978775978088379,0.0019776667468249798,7.366681529674679e-06,0.9999926090240479,2,21
0.00024218404723796993,0.00012844328011851758,0.00011628754145931453,0.0009761273977346718,0.9985369443893433,5.178503488423303e-05,0.999948263168335,2,22
0.00043473034747876227,0.0009841213468462229,0.004561577923595905,0.9728991389274597,0.02112044207751751,1.3583226973423734e-05,0.9999864101409912,2,23
2.6127512683160603e-05,2.1609782834275393e-06,7.553850082331337e-06,1.0894434126385022e-05,0.9999532699584961,3.49720248777885e-05,0.9999650716781616,2,24
0.0006511490209959447,0.001220772392116487,0.0004924031090922654,0.9387722611427307,0.05886338651180267,1.956420783244539e-05,0.9999804496765137,2,25
2.795053887894028e-06,3.092527094850084e-06,3.244017307224567e-06,2.9512011678889394e-05,0.9999613761901855,9.554954885970801e-06,0.9999904632568359,2,26
6.384568678186042e-06,3.5591150663094595e-05,0.00010079019557451829,0.9993682503700256,0.0004890934797003865,9.222796506946906e-05,0.9999077320098877,2,27
8.60150066728238e-06,4.63652286271099e-05,0.00014393919263966382,2.7797563234344125e-05,0.9997733235359192,1.1427268873376306e-05,0.9999885559082031,2,28
2.5238978196284734e-05,1.220379454025533e-05,0.00046188049600459635,0.9970299005508423,0.0024707773700356483,2.882762373701553e-06,0.9999971389770508,2,29
1.51127924254979e-05,6.829405720054638e-06,0.00015717749192845076,1.837111631175503e-05,0.9998025298118591,8.67224734975025e-05,0.999913215637207,2,30
0.00011977193207712844,0.00010359675070503727,0.00013228900206740946,0.9968876242637634,0.0027566426433622837,3.236795237171464e-05,0.9999675750732422,2,31
