energy0,episode,step
0.0,1,0
0.0,1,1
-1.0,1,2
-2.0,1,3
-3.0,1,4
-4.0,1,5
-5.0,1,6
-5.0,1,7
-6.0,1,8
-7.0,1,9
-8.0,1,10
-9.0,1,11
-10.0,1,12
-11.0,1,13
-12.0,1,14
-13.0,1,15
-14.0,1,16
-14.0,1,17
-14.0,1,18
-14.0,1,19
-14.0,1,20
-14.0,1,21
-14.0,1,22
-14.0,1,23
-14.0,1,24
-15.0,1,25
-16.0,1,26
-16.0,1,27
-16.0,1,28
-16.0,1,29
-16.0,1,30
-16.0,1,31
-16.0,1,32
-16.0,1,33
-16.0,1,34
-16.0,1,35
-16.0,1,36
-16.0,1,37
-16.0,1,38
-16.0,1,39
-16.0,1,40
-16.0,1,41
-16.0,1,42
-16.0,1,43
-16.0,1,44
-16.0,1,45
-16.0,1,46
-16.0,1,47
-16.0,1,48
-16.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-6.0,2,6
-6.0,2,7
-6.0,2,8
-6.0,2,9
-6.0,2,10
-6.0,2,11
-6.0,2,12
-6.0,2,13
-6.0,2,14
-6.0,2,15
-6.0,2,16
-7.0,2,17
-8.0,2,18
-8.0,2,19
-8.0,2,20
-9.0,2,21
-9.0,2,22
-9.0,2,23
-10.0,2,24
-10.0,2,25
-10.0,2,26
-10.0,2,27
-10.0,2,28
-11.0,2,29
-12.0,2,30
-13.0,2,31
-13.0,2,32
-14.0,2,33
-15.0,2,34
-15.0,2,35
-15.0,2,36
-15.0,2,37
-15.0,2,38
-15.0,2,39
-16.0,2,40
-16.0,2,41
-16.0,2,42
-17.0,2,43
-17.0,2,44
-17.0,2,45
-18.0,2,46
-18.0,2,47
-18.0,2,48
-18.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-9.0,3,9
-9.0,3,10
-10.0,3,11
-11.0,3,12
-12.0,3,13
-13.0,3,14
-14.0,3,15
-14.0,3,16
-15.0,3,17
-16.0,3,18
-17.0,3,19
-18.0,3,20
-19.0,3,21
-19.0,3,22
-19.0,3,23
-19.0,3,24
-19.0,3,25
-19.0,3,26
-20.0,3,27
-20.0,3,28
-20.0,3,29
-20.0,3,30
-20.0,3,31
-21.0,3,32
-22.0,3,33
-22.0,3,34
-22.0,3,35
-22.0,3,36
-22.0,3,37
-22.0,3,38
-23.0,3,39
-23.0,3,40
-23.0,3,41
-23.0,3,42
-24.0,3,43
-24.0,3,44
-24.0,3,45
-24.0,3,46
-24.0,3,47
-25.0,3,48
-25.0,3,49
0.0,4,0
0.0,4,1
0.0,4,2
0.0,4,3
0.0,4,4
0.0,4,5
0.0,4,6
0.0,4,7
-1.0,4,8
-1.0,4,9
-1.0,4,10
-1.0,4,11
-1.0,4,12
-2.0,4,13
-2.0,4,14
-2.0,4,15
-2.0,4,16
-2.0,4,17
-2.0,4,18
-2.0,4,19
-2.0,4,20
-3.0,4,21
-3.0,4,22
-3.0,4,23
-3.0,4,24
-4.0,4,25
-4.0,4,26
-4.0,4,27
-4.0,4,28
-4.0,4,29
-4.0,4,30
-4.0,4,31
-4.0,4,32
-4.0,4,33
-4.0,4,34
-4.0,4,35
-4.0,4,36
-5.0,4,37
-5.0,4,38
-5.0,4,39
-5.0,4,40
-5.0,4,41
-5.0,4,42
-5.0,4,43
-5.0,4,44
-5.0,4,45
-5.0,4,46
-5.0,4,47
-6.0,4,48
-6.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-4.0,5,4
-4.0,5,5
-4.0,5,6
-4.0,5,7
-4.0,5,8
-4.0,5,9
-4.0,5,10
-4.0,5,11
-4.0,5,12
-4.0,5,13
-4.0,5,14
-4.0,5,15
-4.0,5,16
-4.0,5,17
-4.0,5,18
-4.0,5,19
-4.0,5,20
-4.0,5,21
-4.0,5,22
-5.0,5,23
-5.0,5,24
-5.0,5,25
-5.0,5,26
-5.0,5,27
-5.0,5,28
-5.0,5,29
-5.0,5,30
-6.0,5,31
-6.0,5,32
-6.0,5,33
-6.0,5,34
-6.0,5,35
-6.0,5,36
-6.0,5,37
-6.0,5,38
-7.0,5,39
-7.0,5,40
-7.0,5,41
-7.0,5,42
-7.0,5,43
-8.0,5,44
-8.0,5,45
-8.0,5,46
-8.0,5,47
-8.0,5,48
-8.0,5,49
