episode,step,total_reward
1000, 49950, -352.880234
2000, 99950, -1004.418009
3000, 149950, -342.875417
4000, 199950, -274.669317
5000, 249950, -239.069030
6000, 299950, -237.126128
7000, 349950, -228.527886
8000, 399950, -220.882328
9000, 449950, -216.580802
10000, 499950, -220.039327
11000, 549950, -214.246788
12000, 599950, -209.699837
13000, 649950, -208.059016
14000, 699950, -193.813752
15000, 749950, -187.495880
16000, 799950, -185.108606
17000, 849950, -178.833975
18000, 899950, -181.605480
19000, 949950, -177.639051
20000, 999950, -183.372353
21000, 1049950, -182.560220
22000, 1099950, -177.591956
23000, 1149950, -174.568810
24000, 1199950, -177.270801
25000, 1249950, -184.701416
26000, 1299950, -154.542721
27000, 1349950, -171.566481
28000, 1399950, -163.924221
29000, 1449950, -164.497282
30000, 1499950, -149.468615
31000, 1549950, -181.825253
32000, 1599950, -164.579956
33000, 1649950, -156.308519
34000, 1699950, -166.863551
35000, 1749950, -150.841581
36000, 1799950, -159.502090
37000, 1849950, -153.061193
38000, 1899950, -176.188988
39000, 1949950, -155.041644
40000, 1999950, -147.974009
