episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -84.53403829492957, -89.23282593241653, -89.79281320302177, -89.3205569690575
2000, 99950, -171.39759316838652, -221.5349678310236, -306.47096566095473, -305.01448252037517
3000, 149950, -89.08914329151439, -72.45757221974371, -91.9275601610192, -89.40114112830865
4000, 199950, -64.03701167229991, -72.21755323160481, -67.27742575764573, -71.13732585311469
5000, 249950, -46.312253749374094, -68.76506995417392, -62.17220778387057, -61.819498894676045
6000, 299950, -44.33411901237768, -65.04211578106046, -63.93616436090551, -63.81372834877833
7000, 349950, -40.60368533850224, -59.23169194797035, -65.29282376250303, -63.399684592216346
8000, 399950, -38.69859695420614, -59.385282728179185, -59.59864662082124, -63.199801521724204
9000, 449950, -36.81983817800067, -59.07171664325232, -59.497149841805665, -61.19209751070395
10000, 499950, -41.0824004725008, -58.15317721650755, -60.97278372468151, -59.83096598205443
11000, 549950, -45.11830620279495, -56.94195843770763, -54.75874973851195, -57.427773651640976
12000, 599950, -41.127241063550315, -59.00814053616748, -51.9575804005573, -57.60687524633895
13000, 649950, -47.783696715236815, -56.45443990839372, -45.688063875130126, -58.132815595444555
14000, 699950, -38.804804678606466, -56.40765116305863, -45.901891014896144, -52.69940500056609
15000, 749950, -38.44416438921213, -52.92728442068808, -43.507581453059245, -52.61684923778806
16000, 799950, -38.46300437806406, -52.11301429980171, -42.59008455364114, -51.9425029564237
17000, 849950, -37.04853277628404, -47.785176447971374, -44.48249192662931, -49.51777406547481
18000, 899950, -40.3685080710605, -49.168697754321826, -39.36841299410868, -52.699861520113785
19000, 949950, -39.95476621897267, -45.5336806163136, -38.52332298421377, -53.6272813355167
20000, 999950, -41.412526517882306, -48.037586816642886, -42.87146275616364, -51.05077667112046
21000, 1049950, -47.20504577417605, -45.44066493255612, -38.78886602492282, -51.12564345658197
22000, 1099950, -43.229074963088166, -46.1062203304311, -42.49176413325824, -45.764896120448725
23000, 1149950, -44.100159405413315, -45.172230551540636, -43.369150974394, -41.927269368567174
24000, 1199950, -50.120220110846084, -40.6395926713553, -45.16769515231029, -41.34329337000806
25000, 1249950, -48.36242543708342, -45.76059300900256, -36.520767273075556, -54.0576305883723
26000, 1299950, -37.486370251723955, -38.37669272851893, -36.23050029726915, -42.449157475677254
27000, 1349950, -46.58875332563599, -43.60505522341332, -39.13223562706519, -42.24043725568674
28000, 1399950, -46.48317294258015, -40.472354736839534, -37.860609274050674, -39.108083635167716
29000, 1449950, -47.711489970277, -40.54678365098598, -36.453477141285184, -39.78553087368291
30000, 1499950, -37.91764191548149, -38.29991262901746, -35.696133405985776, -37.5549269274014
31000, 1549950, -60.542490823622664, -41.86389001893507, -38.96210346121196, -40.456768885233
32000, 1599950, -50.8645607618935, -39.824761074130755, -35.46243251128818, -38.42820154459039
33000, 1649950, -45.27102370627493, -36.918254691951034, -35.73394018052482, -38.38530059757977
34000, 1699950, -37.8520279460336, -39.80938008050682, -46.176049050897234, -43.026093440604335
35000, 1749950, -41.10508398056229, -37.93543781625669, -35.273958356362314, -36.527101290516086
36000, 1799950, -40.21772247875326, -40.07394036464002, -38.25094130321125, -40.95948608809873
37000, 1849950, -42.88992354016116, -37.00930399452835, -34.77148661093832, -38.390479131809364
38000, 1899950, -48.34882105287986, -41.137794345443105, -43.807374882862085, -42.89499790954335
39000, 1949950, -43.248880994860436, -37.210835045649766, -37.138544284180654, -37.443383497365886
40000, 1999950, -35.44341946983797, -37.213334588593426, -35.823284153897255, -39.49397048487757
