episode,step,total_reward
200, 9950, -164.620289
400, 19950, -171.257550
600, 29950, -170.642589
800, 39950, -180.544494
1000, 49950, -173.101784
1200, 59950, -428.315706
1400, 69950, -224.039972
1600, 79950, -172.732195
1800, 89950, -143.651757
2000, 99950, -134.522652
2200, 109950, -102.880264
2400, 119950, -106.224035
2600, 129950, -110.152901
2800, 139950, -99.262043
3000, 149950, -104.536035
3200, 159950, -95.615604
3400, 169950, -100.731600
3600, 179950, -106.068365
3800, 189950, -102.321383
4000, 199950, -113.123462
4200, 209950, -98.402462
4400, 219950, -86.039302
4600, 229950, -87.219176
4800, 239950, -98.132141
5000, 249950, -74.574443
5200, 259950, -76.633939
5400, 269950, -69.431881
5600, 279950, -81.248574
5800, 289950, -75.142553
6000, 299950, -76.120909
6200, 309950, -78.737415
6400, 319950, -67.903524
6600, 329950, -65.339931
6800, 339950, -73.970089
7000, 349950, -65.091883
7200, 359950, -58.317145
7400, 369950, -66.401831
7600, 379950, -64.502805
7800, 389950, -60.615683
8000, 399950, -63.916146
8200, 409950, -58.698553
8400, 419950, -60.723445
8600, 429950, -62.210692
8800, 439950, -61.093437
9000, 449950, -58.507753
9200, 459950, -56.085854
9400, 469950, -53.886977
9600, 479950, -54.780081
9800, 489950, -57.563136
10000, 499950, -62.772618
10200, 509950, -54.845753
10400, 519950, -59.066580
10600, 529950, -59.316092
10800, 539950, -62.097549
11000, 549950, -65.523668
11200, 559950, -57.199789
11400, 569950, -59.604379
11600, 579950, -63.572397
11800, 589950, -56.177608
12000, 599950, -55.959281
12200, 609950, -56.703649
12400, 619950, -52.548888
12600, 629950, -54.388341
12800, 639950, -56.518001
13000, 649950, -53.878266
13200, 659950, -51.340306
13400, 669950, -49.854390
13600, 679950, -49.951136
13800, 689950, -51.263018
14000, 699950, -58.801894
14200, 709950, -56.442222
14400, 719950, -54.062550
14600, 729950, -51.287509
14800, 739950, -52.232979
15000, 749950, -51.420091
15200, 759950, -57.442842
15400, 769950, -53.614496
15600, 779950, -53.116297
15800, 789950, -61.627434
16000, 799950, -53.226365
16200, 809950, -50.792531
16400, 819950, -48.698514
16600, 829950, -52.747619
16800, 839950, -53.349922
17000, 849950, -53.255788
17200, 859950, -54.040033
17400, 869950, -53.429520
17600, 879950, -57.101446
17800, 889950, -53.715467
18000, 899950, -52.662581
18200, 909950, -50.092020
18400, 919950, -55.780689
18600, 929950, -56.478781
18800, 939950, -51.316395
19000, 949950, -46.279438
19200, 959950, -50.597104
19400, 969950, -49.781026
19600, 979950, -54.513360
19800, 989950, -53.779899
20000, 999950, -48.418429
