episode,step,total_reward
100, 4950, -171.414974
200, 9950, -162.715018
300, 14950, -197.842715
400, 19950, -152.469990
500, 24950, -172.514066
600, 29950, -184.396093
700, 34950, -181.632457
800, 39950, -183.197766
900, 44950, -157.756019
1000, 49950, -175.720656
1100, 54950, -720.665883
1200, 59950, -286.997275
1300, 64950, -169.113139
1400, 69950, -205.893649
1500, 74950, -175.726089
1600, 79950, -121.980071
1700, 84950, -109.561510
1800, 89950, -132.879008
1900, 94950, -122.102364
2000, 99950, -92.601683
2100, 104950, -91.774851
2200, 109950, -87.316190
2300, 114950, -100.227642
2400, 119950, -79.791898
2500, 124950, -91.483967
2600, 129950, -92.424998
2700, 134950, -91.642109
2800, 139950, -69.826189
2900, 144950, -87.409528
3000, 149950, -80.044194
3100, 154950, -80.617716
3200, 159950, -65.779911
3300, 164950, -77.485803
3400, 169950, -73.817637
3500, 174950, -69.783853
3600, 179950, -67.729723
3700, 184950, -67.948474
3800, 189950, -60.787807
3900, 194950, -67.231082
4000, 199950, -79.170418
4100, 204950, -72.122124
4200, 209950, -67.435067
4300, 214950, -58.577275
4400, 219950, -78.457173
4500, 224950, -69.226057
4600, 229950, -70.534943
4700, 234950, -69.454230
4800, 239950, -69.463645
4900, 244950, -74.928197
5000, 249950, -74.020876
5100, 254950, -62.828449
5200, 259950, -70.388439
5300, 264950, -87.589972
5400, 269950, -64.991618
5500, 274950, -70.016869
5600, 279950, -73.595707
5700, 284950, -70.571577
5800, 289950, -72.415188
5900, 294950, -74.384653
6000, 299950, -66.757152
6100, 304950, -60.748013
6200, 309950, -69.354597
6300, 314950, -61.288766
6400, 319950, -64.253545
6500, 324950, -71.986305
6600, 329950, -59.084957
6700, 334950, -69.795620
6800, 339950, -90.019405
6900, 344950, -66.853799
7000, 349950, -54.932544
7100, 354950, -64.085095
7200, 359950, -61.591798
7300, 364950, -82.623616
7400, 369950, -62.716112
7500, 374950, -71.466522
7600, 379950, -64.241974
7700, 384950, -58.502582
7800, 389950, -66.834255
7900, 394950, -57.125128
8000, 399950, -76.466477
8100, 404950, -85.279919
8200, 409950, -68.495260
8300, 414950, -72.468276
8400, 419950, -67.046158
8500, 424950, -70.494398
8600, 429950, -67.187520
8700, 434950, -55.722646
8800, 439950, -73.709614
8900, 444950, -76.316803
9000, 449950, -73.583100
9100, 454950, -67.853797
9200, 459950, -70.684221
9300, 464950, -64.308616
9400, 469950, -69.621699
9500, 474950, -57.256675
9600, 479950, -58.134728
9700, 484950, -70.699443
9800, 489950, -88.624733
9900, 494950, -69.078781
10000, 499950, -59.846956
