episode,step,agent0_rew,agent1_rew
1000, 49950, -74.77377888638316, -74.77377888638316
2000, 99950, -80.80570636339664, -80.80570636339664
3000, 149950, -16.04396403148912, -16.04396403148912
4000, 199950, -9.572105542215041, -9.572105542215041
5000, 249950, -9.306435191047502, -9.306435191047502
6000, 299950, -10.045688757555515, -10.045688757555515
7000, 349950, -10.174979331247345, -10.174979331247345
8000, 399950, -11.990218529300982, -11.990218529300982
9000, 449950, -11.126186729153028, -11.126186729153028
10000, 499950, -10.562967601172105, -10.562967601172105
