energy0,episode,step
-1.0,1,0
-2.0,1,1
-2.0,1,2
-2.0,1,3
-2.0,1,4
-2.0,1,5
-2.0,1,6
-2.0,1,7
-2.0,1,8
-2.0,1,9
-2.0,1,10
-2.0,1,11
-2.0,1,12
-2.0,1,13
-2.0,1,14
-2.0,1,15
-2.0,1,16
-2.0,1,17
-2.0,1,18
-2.0,1,19
-2.0,1,20
-2.0,1,21
-2.0,1,22
-2.0,1,23
-2.0,1,24
-2.0,1,25
-2.0,1,26
-2.0,1,27
-2.0,1,28
-2.0,1,29
-2.0,1,30
-2.0,1,31
-2.0,1,32
-2.0,1,33
-2.0,1,34
-2.0,1,35
-2.0,1,36
-2.0,1,37
-2.0,1,38
-2.0,1,39
-2.0,1,40
-2.0,1,41
-2.0,1,42
-2.0,1,43
-2.0,1,44
-2.0,1,45
-2.0,1,46
-2.0,1,47
-2.0,1,48
-2.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-14.0,2,13
-15.0,2,14
-16.0,2,15
-17.0,2,16
-17.0,2,17
-18.0,2,18
-19.0,2,19
-20.0,2,20
-21.0,2,21
-22.0,2,22
-23.0,2,23
-24.0,2,24
-25.0,2,25
-26.0,2,26
-27.0,2,27
-28.0,2,28
-29.0,2,29
-30.0,2,30
-31.0,2,31
-31.0,2,32
-31.0,2,33
-31.0,2,34
-31.0,2,35
-31.0,2,36
-31.0,2,37
-31.0,2,38
-31.0,2,39
-31.0,2,40
-31.0,2,41
-31.0,2,42
-31.0,2,43
-31.0,2,44
-31.0,2,45
-31.0,2,46
-31.0,2,47
-31.0,2,48
-31.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-10.0,3,10
-11.0,3,11
-11.0,3,12
-11.0,3,13
-11.0,3,14
-11.0,3,15
-11.0,3,16
-11.0,3,17
-11.0,3,18
-12.0,3,19
-12.0,3,20
-12.0,3,21
-13.0,3,22
-13.0,3,23
-13.0,3,24
-13.0,3,25
-13.0,3,26
-13.0,3,27
-13.0,3,28
-13.0,3,29
-13.0,3,30
-13.0,3,31
-13.0,3,32
-13.0,3,33
-13.0,3,34
-13.0,3,35
-13.0,3,36
-13.0,3,37
-13.0,3,38
-13.0,3,39
-13.0,3,40
-13.0,3,41
-13.0,3,42
-13.0,3,43
-13.0,3,44
-13.0,3,45
-13.0,3,46
-13.0,3,47
-13.0,3,48
-13.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-6.0,4,6
-7.0,4,7
-8.0,4,8
-8.0,4,9
-8.0,4,10
-8.0,4,11
-8.0,4,12
-8.0,4,13
-8.0,4,14
-8.0,4,15
-9.0,4,16
-9.0,4,17
-9.0,4,18
-9.0,4,19
-9.0,4,20
-9.0,4,21
-9.0,4,22
-9.0,4,23
-9.0,4,24
-9.0,4,25
-9.0,4,26
-9.0,4,27
-9.0,4,28
-9.0,4,29
-9.0,4,30
-9.0,4,31
-9.0,4,32
-9.0,4,33
-9.0,4,34
-9.0,4,35
-9.0,4,36
-9.0,4,37
-9.0,4,38
-9.0,4,39
-9.0,4,40
-9.0,4,41
-9.0,4,42
-9.0,4,43
-9.0,4,44
-9.0,4,45
-9.0,4,46
-9.0,4,47
-9.0,4,48
-9.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-7.0,5,7
-7.0,5,8
-8.0,5,9
-9.0,5,10
-10.0,5,11
-11.0,5,12
-12.0,5,13
-13.0,5,14
-14.0,5,15
-15.0,5,16
-16.0,5,17
-17.0,5,18
-18.0,5,19
-19.0,5,20
-20.0,5,21
-21.0,5,22
-22.0,5,23
-23.0,5,24
-24.0,5,25
-25.0,5,26
-26.0,5,27
-27.0,5,28
-28.0,5,29
-29.0,5,30
-30.0,5,31
-31.0,5,32
-32.0,5,33
-33.0,5,34
-34.0,5,35
-34.0,5,36
-34.0,5,37
-34.0,5,38
-34.0,5,39
-34.0,5,40
-34.0,5,41
-34.0,5,42
-34.0,5,43
-34.0,5,44
-34.0,5,45
-34.0,5,46
-34.0,5,47
-34.0,5,48
-34.0,5,49
