energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-10.0,0.0,1,9
-11.0,0.0,1,10
-12.0,0.0,1,11
-13.0,0.0,1,12
-14.0,0.0,1,13
-14.0,-1.0,1,14
-14.0,-2.0,1,15
-14.0,-3.0,1,16
-14.0,-4.0,1,17
-15.0,-4.0,1,18
-16.0,-4.0,1,19
-17.0,-4.0,1,20
-18.0,-4.0,1,21
-19.0,-4.0,1,22
-20.0,-4.0,1,23
-20.0,-5.0,1,24
-21.0,-5.0,1,25
-22.0,-5.0,1,26
-23.0,-5.0,1,27
-24.0,-5.0,1,28
-25.0,-5.0,1,29
-26.0,-5.0,1,30
-27.0,-5.0,1,31
-28.0,-5.0,1,32
-29.0,-5.0,1,33
-30.0,-5.0,1,34
-31.0,-5.0,1,35
-31.0,-6.0,1,36
-32.0,-6.0,1,37
-33.0,-6.0,1,38
-34.0,-6.0,1,39
-35.0,-6.0,1,40
-36.0,-6.0,1,41
-37.0,-6.0,1,42
-38.0,-6.0,1,43
-39.0,-6.0,1,44
-40.0,-6.0,1,45
-41.0,-6.0,1,46
-42.0,-6.0,1,47
-43.0,-6.0,1,48
-44.0,-6.0,1,49
-1.0,0.0,2,0
-1.0,0.0,2,1
-2.0,0.0,2,2
-2.0,0.0,2,3
-2.0,0.0,2,4
-2.0,0.0,2,5
-2.0,0.0,2,6
-2.0,0.0,2,7
-2.0,0.0,2,8
-2.0,0.0,2,9
-2.0,0.0,2,10
-2.0,0.0,2,11
-2.0,0.0,2,12
-2.0,0.0,2,13
-2.0,0.0,2,14
-2.0,0.0,2,15
-2.0,0.0,2,16
-2.0,0.0,2,17
-2.0,0.0,2,18
-2.0,0.0,2,19
-2.0,0.0,2,20
-3.0,0.0,2,21
-3.0,0.0,2,22
-3.0,0.0,2,23
-3.0,0.0,2,24
-3.0,0.0,2,25
-3.0,0.0,2,26
-3.0,0.0,2,27
-3.0,0.0,2,28
-3.0,0.0,2,29
-3.0,0.0,2,30
-3.0,0.0,2,31
-3.0,0.0,2,32
-3.0,0.0,2,33
-3.0,0.0,2,34
-3.0,0.0,2,35
-3.0,0.0,2,36
-3.0,0.0,2,37
-3.0,0.0,2,38
