energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-2.0,-3.0,1,4
-3.0,-3.0,1,5
-3.0,-4.0,1,6
-4.0,-4.0,1,7
-5.0,-4.0,1,8
-6.0,-4.0,1,9
-7.0,-4.0,1,10
-8.0,-4.0,1,11
-9.0,-4.0,1,12
-10.0,-4.0,1,13
-11.0,-4.0,1,14
-12.0,-4.0,1,15
-13.0,-4.0,1,16
-14.0,-4.0,1,17
-15.0,-4.0,1,18
-16.0,-4.0,1,19
-17.0,-4.0,1,20
-18.0,-4.0,1,21
-19.0,-4.0,1,22
-20.0,-4.0,1,23
-21.0,-4.0,1,24
-22.0,-4.0,1,25
-23.0,-4.0,1,26
-23.0,-4.0,1,27
-23.0,-4.0,1,28
-24.0,-4.0,1,29
-25.0,-4.0,1,30
-26.0,-4.0,1,31
-27.0,-4.0,1,32
-28.0,-4.0,1,33
-29.0,-4.0,1,34
-30.0,-4.0,1,35
-31.0,-4.0,1,36
-32.0,-4.0,1,37
-33.0,-4.0,1,38
-34.0,-4.0,1,39
-35.0,-4.0,1,40
-36.0,-4.0,1,41
-37.0,-4.0,1,42
-38.0,-4.0,1,43
-39.0,-4.0,1,44
-40.0,-4.0,1,45
-41.0,-4.0,1,46
-41.0,-4.0,1,47
-42.0,-4.0,1,48
-43.0,-4.0,1,49
0.0,-1.0,2,0
-1.0,-1.0,2,1
-1.0,-2.0,2,2
-2.0,-2.0,2,3
-2.0,-3.0,2,4
-3.0,-3.0,2,5
-3.0,-4.0,2,6
-4.0,-4.0,2,7
-5.0,-4.0,2,8
-5.0,-4.0,2,9
-5.0,-4.0,2,10
-5.0,-4.0,2,11
-6.0,-4.0,2,12
-6.0,-4.0,2,13
-6.0,-4.0,2,14
-7.0,-4.0,2,15
-8.0,-4.0,2,16
-9.0,-4.0,2,17
-9.0,-4.0,2,18
-10.0,-4.0,2,19
-11.0,-4.0,2,20
-12.0,-4.0,2,21
-13.0,-4.0,2,22
-14.0,-4.0,2,23
-15.0,-4.0,2,24
-16.0,-4.0,2,25
-17.0,-4.0,2,26
-18.0,-4.0,2,27
-19.0,-4.0,2,28
-20.0,-4.0,2,29
-21.0,-4.0,2,30
-22.0,-4.0,2,31
-23.0,-4.0,2,32
-24.0,-4.0,2,33
-25.0,-4.0,2,34
-26.0,-4.0,2,35
-27.0,-4.0,2,36
-28.0,-4.0,2,37
-29.0,-4.0,2,38
-30.0,-4.0,2,39
-31.0,-4.0,2,40
-32.0,-4.0,2,41
-33.0,-4.0,2,42
-34.0,-4.0,2,43
-35.0,-4.0,2,44
-36.0,-4.0,2,45
-37.0,-4.0,2,46
-38.0,-4.0,2,47
-39.0,-4.0,2,48
-40.0,-4.0,2,49
0.0,-1.0,3,0
-1.0,-1.0,3,1
-2.0,-1.0,3,2
-2.0,-2.0,3,3
-3.0,-2.0,3,4
-3.0,-3.0,3,5
-4.0,-3.0,3,6
-4.0,-4.0,3,7
-5.0,-4.0,3,8
-6.0,-4.0,3,9
-6.0,-5.0,3,10
-7.0,-5.0,3,11
-7.0,-5.0,3,12
-8.0,-5.0,3,13
-9.0,-5.0,3,14
-10.0,-5.0,3,15
-11.0,-5.0,3,16
-12.0,-5.0,3,17
-13.0,-5.0,3,18
-13.0,-6.0,3,19
-14.0,-6.0,3,20
-14.0,-7.0,3,21
-15.0,-7.0,3,22
-15.0,-8.0,3,23
-16.0,-8.0,3,24
-17.0,-8.0,3,25
-18.0,-8.0,3,26
-19.0,-8.0,3,27
-20.0,-8.0,3,28
-21.0,-8.0,3,29
-22.0,-8.0,3,30
-23.0,-8.0,3,31
-24.0,-8.0,3,32
-25.0,-8.0,3,33
-26.0,-8.0,3,34
-27.0,-8.0,3,35
-28.0,-8.0,3,36
-29.0,-8.0,3,37
-30.0,-8.0,3,38
-31.0,-8.0,3,39
-32.0,-8.0,3,40
-33.0,-8.0,3,41
-34.0,-8.0,3,42
-35.0,-8.0,3,43
-36.0,-8.0,3,44
-37.0,-8.0,3,45
-38.0,-8.0,3,46
-39.0,-8.0,3,47
-40.0,-8.0,3,48
-41.0,-8.0,3,49
0.0,-1.0,4,0
-1.0,-1.0,4,1
-1.0,-2.0,4,2
-2.0,-2.0,4,3
-2.0,-3.0,4,4
-3.0,-3.0,4,5
-3.0,-4.0,4,6
-4.0,-4.0,4,7
-4.0,-5.0,4,8
-4.0,-5.0,4,9
-5.0,-5.0,4,10
-5.0,-5.0,4,11
-6.0,-5.0,4,12
-7.0,-5.0,4,13
-8.0,-5.0,4,14
-8.0,-6.0,4,15
-9.0,-6.0,4,16
-9.0,-7.0,4,17
-10.0,-7.0,4,18
-11.0,-7.0,4,19
-12.0,-7.0,4,20
-12.0,-8.0,4,21
-13.0,-8.0,4,22
-14.0,-8.0,4,23
-15.0,-8.0,4,24
-16.0,-8.0,4,25
-16.0,-9.0,4,26
-17.0,-9.0,4,27
-18.0,-9.0,4,28
-19.0,-9.0,4,29
-20.0,-9.0,4,30
-21.0,-9.0,4,31
-22.0,-9.0,4,32
-23.0,-9.0,4,33
-24.0,-9.0,4,34
-25.0,-9.0,4,35
-26.0,-9.0,4,36
-27.0,-9.0,4,37
-28.0,-9.0,4,38
-29.0,-9.0,4,39
-30.0,-9.0,4,40
-31.0,-9.0,4,41
-32.0,-9.0,4,42
-33.0,-9.0,4,43
-34.0,-9.0,4,44
-35.0,-9.0,4,45
-36.0,-9.0,4,46
-36.0,-9.0,4,47
-36.0,-9.0,4,48
-37.0,-9.0,4,49
0.0,-1.0,5,0
-1.0,-1.0,5,1
-1.0,-2.0,5,2
-2.0,-2.0,5,3
-3.0,-2.0,5,4
-3.0,-3.0,5,5
-4.0,-3.0,5,6
-5.0,-3.0,5,7
-6.0,-3.0,5,8
-7.0,-3.0,5,9
-8.0,-3.0,5,10
-9.0,-3.0,5,11
-10.0,-3.0,5,12
-11.0,-3.0,5,13
-12.0,-3.0,5,14
-13.0,-3.0,5,15
-14.0,-3.0,5,16
-15.0,-3.0,5,17
-16.0,-3.0,5,18
-17.0,-3.0,5,19
-18.0,-3.0,5,20
-18.0,-4.0,5,21
-18.0,-5.0,5,22
-18.0,-5.0,5,23
-18.0,-6.0,5,24
-19.0,-6.0,5,25
-20.0,-6.0,5,26
-21.0,-6.0,5,27
-21.0,-6.0,5,28
-22.0,-6.0,5,29
-23.0,-6.0,5,30
-23.0,-7.0,5,31
-23.0,-8.0,5,32
-24.0,-8.0,5,33
-25.0,-8.0,5,34
-26.0,-8.0,5,35
-26.0,-9.0,5,36
-27.0,-9.0,5,37
-28.0,-9.0,5,38
-28.0,-10.0,5,39
-28.0,-11.0,5,40
-28.0,-12.0,5,41
-28.0,-13.0,5,42
-28.0,-14.0,5,43
-29.0,-14.0,5,44
-29.0,-15.0,5,45
-30.0,-15.0,5,46
-30.0,-16.0,5,47
-31.0,-16.0,5,48
-31.0,-17.0,5,49
