episode,step,total_reward
100, 4950, -136.740278
200, 9950, -151.071975
300, 14950, -144.867378
400, 19950, -148.475302
500, 24950, -155.463278
600, 29950, -177.926084
700, 34950, -141.914357
800, 39950, -150.249856
900, 44950, -149.710736
1000, 49950, -154.753919
1100, 54950, -590.865139
1200, 59950, -683.233307
1300, 64950, -590.564949
1400, 69950, -258.555013
1500, 74950, -248.650218
1600, 79950, -235.153100
1700, 84950, -189.707295
1800, 89950, -248.776502
1900, 94950, -129.628130
2000, 99950, -130.236087
2100, 104950, -126.921966
2200, 109950, -119.383980
2300, 114950, -118.041165
2400, 119950, -118.963767
2500, 124950, -109.696445
2600, 129950, -110.676626
2700, 134950, -127.174295
2800, 139950, -113.442536
2900, 144950, -126.651567
3000, 149950, -110.314555
3100, 154950, -136.743371
3200, 159950, -125.962498
3300, 164950, -131.117144
3400, 169950, -111.320109
3500, 174950, -105.941813
3600, 179950, -121.865666
3700, 184950, -113.228260
3800, 189950, -104.926485
3900, 194950, -103.400546
4000, 199950, -94.748176
4100, 204950, -101.402246
4200, 209950, -109.290662
4300, 214950, -103.283011
4400, 219950, -105.668286
4500, 224950, -94.503155
4600, 229950, -107.633701
4700, 234950, -97.821891
4800, 239950, -104.122633
4900, 244950, -100.615770
5000, 249950, -95.502923
5100, 254950, -81.275393
5200, 259950, -95.562773
5300, 264950, -98.543830
5400, 269950, -90.571682
5500, 274950, -91.093930
5600, 279950, -92.598154
5700, 284950, -86.265966
5800, 289950, -79.501860
5900, 294950, -69.007265
6000, 299950, -77.437750
6100, 304950, -74.877334
6200, 309950, -63.947276
6300, 314950, -66.957564
6400, 319950, -75.200044
6500, 324950, -58.985796
6600, 329950, -65.460083
6700, 334950, -67.444392
6800, 339950, -71.128968
6900, 344950, -73.981188
7000, 349950, -58.604664
7100, 354950, -53.996414
7200, 359950, -56.665196
7300, 364950, -62.292809
7400, 369950, -52.116224
7500, 374950, -52.388040
7600, 379950, -54.035854
7700, 384950, -60.573066
7800, 389950, -66.409185
7900, 394950, -53.736318
8000, 399950, -53.182173
8100, 404950, -51.278490
8200, 409950, -56.899826
8300, 414950, -52.024817
8400, 419950, -55.456125
8500, 424950, -65.597398
8600, 429950, -50.876710
8700, 434950, -59.891087
8800, 439950, -56.141428
8900, 444950, -54.791243
9000, 449950, -57.737434
9100, 454950, -60.862750
9200, 459950, -69.644094
9300, 464950, -43.213199
9400, 469950, -48.933255
9500, 474950, -56.252745
9600, 479950, -53.837115
9700, 484950, -52.529474
9800, 489950, -48.713777
9900, 494950, -46.407355
10000, 499950, -49.607336
10100, 504950, -74.616365
10200, 509950, -57.728289
10300, 514950, -59.881545
10400, 519950, -57.692553
10500, 524950, -49.201765
10600, 529950, -44.793747
10700, 534950, -46.344513
10800, 539950, -47.298732
10900, 544950, -49.374074
11000, 549950, -44.409182
11100, 554950, -55.253668
11200, 559950, -68.471942
11300, 564950, -60.179544
11400, 569950, -48.076848
11500, 574950, -49.266948
11600, 579950, -57.559137
11700, 584950, -65.807060
11800, 589950, -70.681356
11900, 594950, -53.745725
12000, 599950, -47.941998
12100, 604950, -61.155105
12200, 609950, -47.403903
12300, 614950, -46.954368
12400, 619950, -50.392461
12500, 624950, -60.826563
12600, 629950, -53.179990
12700, 634950, -44.500839
12800, 639950, -54.289153
12900, 644950, -53.585532
13000, 649950, -63.171936
13100, 654950, -56.883090
13200, 659950, -43.819591
13300, 664950, -60.866278
13400, 669950, -46.456341
13500, 674950, -56.877242
13600, 679950, -50.182420
13700, 684950, -51.387724
13800, 689950, -57.652591
13900, 694950, -39.955898
14000, 699950, -44.343945
14100, 704950, -49.905332
14200, 709950, -50.931328
14300, 714950, -61.157212
14400, 719950, -51.245808
14500, 724950, -44.344918
14600, 729950, -53.505700
14700, 734950, -50.775511
14800, 739950, -66.890451
14900, 744950, -54.563915
15000, 749950, -39.609438
15100, 754950, -55.067827
15200, 759950, -51.708758
15300, 764950, -48.318584
15400, 769950, -53.371322
15500, 774950, -49.969674
15600, 779950, -53.822613
15700, 784950, -60.745348
15800, 789950, -43.000731
15900, 794950, -81.868837
16000, 799950, -48.059605
16100, 804950, -50.827246
16200, 809950, -51.166104
16300, 814950, -49.953993
16400, 819950, -44.127561
16500, 824950, -51.944734
16600, 829950, -50.323801
16700, 834950, -56.433352
16800, 839950, -52.710664
16900, 844950, -43.637091
17000, 849950, -54.998959
17100, 854950, -57.175540
17200, 859950, -43.759460
17300, 864950, -58.221768
17400, 869950, -54.267372
17500, 874950, -47.427433
17600, 879950, -37.065524
17700, 884950, -47.538120
17800, 889950, -46.909627
17900, 894950, -51.864841
18000, 899950, -70.206005
18100, 904950, -42.910013
18200, 909950, -48.506969
18300, 914950, -44.082299
18400, 919950, -56.324459
18500, 924950, -54.621195
18600, 929950, -128.780399
18700, 934950, -52.451556
18800, 939950, -58.624506
18900, 944950, -50.487864
19000, 949950, -51.457987
19100, 954950, -47.754273
19200, 959950, -56.159930
19300, 964950, -74.430687
19400, 969950, -60.756624
19500, 974950, -49.570951
19600, 979950, -64.173462
19700, 984950, -87.197327
19800, 989950, -67.207647
19900, 994950, -51.345873
20000, 999950, -47.871211
20100, 1004950, -47.223355
20200, 1009950, -46.303312
20300, 1014950, -62.100120
20400, 1019950, -53.486132
20500, 1024950, -48.855527
20600, 1029950, -48.035478
20700, 1034950, -39.117810
20800, 1039950, -46.379116
20900, 1044950, -49.894423
21000, 1049950, -52.327806
21100, 1054950, -48.064545
21200, 1059950, -47.945752
21300, 1064950, -42.977876
21400, 1069950, -48.650758
21500, 1074950, -45.254242
21600, 1079950, -48.304205
21700, 1084950, -44.294187
21800, 1089950, -59.177064
21900, 1094950, -59.322306
22000, 1099950, -44.584961
22100, 1104950, -63.149612
22200, 1109950, -101.107009
22300, 1114950, -65.749408
22400, 1119950, -75.560099
22500, 1124950, -83.268061
22600, 1129950, -93.128887
22700, 1134950, -234.725829
22800, 1139950, -47.221265
22900, 1144950, -53.640712
23000, 1149950, -46.334058
23100, 1154950, -47.623710
23200, 1159950, -48.295716
23300, 1164950, -43.937451
23400, 1169950, -43.508777
23500, 1174950, -88.735644
23600, 1179950, -106.243905
23700, 1184950, -93.236401
23800, 1189950, -152.120913
23900, 1194950, -88.314197
24000, 1199950, -78.755171
24100, 1204950, -52.370150
24200, 1209950, -61.342174
24300, 1214950, -103.915385
24400, 1219950, -59.909537
24500, 1224950, -61.850048
24600, 1229950, -69.055057
24700, 1234950, -53.317455
24800, 1239950, -38.861771
24900, 1244950, -46.455057
25000, 1249950, -40.831480
25100, 1254950, -41.493950
25200, 1259950, -40.838957
25300, 1264950, -47.227734
25400, 1269950, -42.130156
25500, 1274950, -41.370416
25600, 1279950, -41.904437
25700, 1284950, -54.098749
25800, 1289950, -39.492527
25900, 1294950, -43.827410
26000, 1299950, -42.365201
