episode,step,agent0_rew,agent1_rew
100, 4950, -72.1423497645642, -64.59792814321933
200, 9950, -75.02827822561893, -76.0436964750241
300, 14950, -81.36119871024285, -63.506179555661305
400, 19950, -70.21704288539199, -78.25825924107335
500, 24950, -79.13056944516751, -76.33270831882182
600, 29950, -95.98538351842258, -81.94070075777648
700, 34950, -70.71813566251173, -71.19622126413458
800, 39950, -73.23269504537772, -77.01716057235303
900, 44950, -72.56023775293703, -77.15049864718297
1000, 49950, -80.53088197988158, -74.22303748463818
1100, 54950, -298.5846826769205, -292.2804567929221
1200, 59950, -354.9499531731887, -328.28335347035295
1300, 64950, -167.00996755705015, -423.5549818317264
1400, 69950, -73.2297271104772, -185.32528546339267
1500, 74950, -126.34197094722224, -122.30824694779552
1600, 79950, -105.18748868541033, -129.96561134395193
1700, 84950, -112.26762120746136, -77.43967402713382
1800, 89950, -183.4765504878118, -65.29995199861452
1900, 94950, -67.24646772718462, -62.381662223176264
2000, 99950, -60.13323276222649, -70.102854410983
2100, 104950, -55.38886775718862, -71.53309814708165
2200, 109950, -57.42227055830588, -61.96170992239069
2300, 114950, -54.32358808425619, -63.71757691171704
2400, 119950, -51.733232977972136, -67.23053434097704
2500, 124950, -51.0441100217462, -58.652335015640766
2600, 129950, -54.82726472458032, -55.84936174617213
2700, 134950, -65.97518203238141, -61.199112877702255
2800, 139950, -58.429230738365284, -55.01330480940828
2900, 144950, -54.71759687752927, -71.93397010561714
3000, 149950, -51.26506381936967, -59.04949094497364
3100, 154950, -65.14288255954551, -71.60048799264304
3200, 159950, -58.239198091627685, -67.72329941728577
3300, 164950, -67.0108788704109, -64.10626488055853
3400, 169950, -58.06644170120135, -53.2536671808611
3500, 174950, -56.58011116253068, -49.36170138610509
3600, 179950, -60.09457069845929, -61.77109507205491
3700, 184950, -61.51523586018028, -51.71302446381663
3800, 189950, -55.050776438390265, -49.8757081630411
3900, 194950, -54.75257160127877, -48.64797432562987
4000, 199950, -48.380091487781854, -46.368084061072906
4100, 204950, -56.65169823716143, -44.750547314978064
4200, 209950, -55.43822391455814, -53.852438163378935
4300, 214950, -48.25969902344148, -55.023312323404696
4400, 219950, -50.374949651248265, -55.293336630403665
4500, 224950, -45.83569760828248, -48.66745713943722
4600, 229950, -55.58136802862467, -52.05233267537972
4700, 234950, -49.82002308422725, -48.001868059089595
4800, 239950, -50.897340894600966, -53.22529174868815
4900, 244950, -52.05451094753988, -48.56125922505745
5000, 249950, -46.353937123575825, -49.14898570484348
5100, 254950, -39.97367352259753, -41.30171925478696
5200, 259950, -46.53781633192843, -49.02495654026133
5300, 264950, -55.37076420415945, -43.17306571910541
5400, 269950, -51.01217459406845, -39.559506946595164
5500, 274950, -50.23350520677985, -40.86042475403304
5600, 279950, -45.17805368873639, -47.42010008795401
5700, 284950, -44.96653614773156, -41.29943006757045
5800, 289950, -34.871437936101664, -44.63042232060634
5900, 294950, -37.86667701214744, -31.140588175599856
6000, 299950, -39.271812865097715, -38.165937002989565
6100, 304950, -37.849303585176884, -37.02803014423717
6200, 309950, -28.67777543046784, -35.26950035004233
6300, 314950, -35.72002454201235, -31.23753982009133
6400, 319950, -37.93024325801402, -37.26980100787877
6500, 324950, -29.229488304160814, -29.756307569915453
6600, 329950, -31.732480718618017, -33.72760228009203
6700, 334950, -28.77099385870308, -38.673397958782274
6800, 339950, -34.117446271621866, -37.01152126845684
6900, 344950, -36.42721597151643, -37.55397207111718
7000, 349950, -30.907311671075, -27.697352065105296
7100, 354950, -24.97481020768911, -29.021603533870284
7200, 359950, -25.653366482012185, -31.011829735128348
7300, 364950, -31.375076249362028, -30.917733222996876
7400, 369950, -23.18708983348211, -28.92913439474329
7500, 374950, -20.93365074693146, -31.45438922494696
7600, 379950, -22.267525410150967, -31.768328242172164
7700, 384950, -30.9790603932573, -29.594005821757946
7800, 389950, -28.52797786326411, -37.88120733431557
7900, 394950, -32.54176146610902, -21.194556271480284
8000, 399950, -22.915829246277845, -30.26634343194753
8100, 404950, -23.67828700495553, -27.600202526982716
8200, 409950, -28.314256138960314, -28.585570074504602
8300, 414950, -26.664754891586348, -25.360062443372108
8400, 419950, -27.86671743373362, -27.58940771204709
8500, 424950, -29.381680988181774, -36.21571685836027
8600, 429950, -25.22834940166534, -25.648360779358935
8700, 434950, -25.05422673557015, -34.83686021880247
8800, 439950, -28.540798134965026, -27.600629558642172
8900, 444950, -21.588309979588736, -33.202932800615685
9000, 449950, -33.843307097420684, -23.894126891763317
9100, 454950, -33.24941379083885, -27.613335764469
9200, 459950, -28.43686343024211, -41.20723016588827
9300, 464950, -19.66609189638507, -23.547106930353433
9400, 469950, -23.82442240468143, -25.108832954742514
9500, 474950, -28.514202917325346, -27.738542033702227
