episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -16.996996996996998, -15.836836836836836, -18.525525525525527, -16.65065065065065, -17.117117117117118, -15.971971971971971, -15.48048048048048, -19.22022022022022
2000, 99950, -8.614, -22.719, -11.547, -32.203, -11.55, -23.052, -10.293, -13.828
3000, 149950, -2.406, -42.077, -3.771, -42.852, -10.31, -36.003, -12.577, -23.861
4000, 199950, -3.891, -42.69, -4.023, -42.511, -5.879, -42.841, -6.958, -38.715
5000, 249950, -2.933, -44.505, -1.858, -46.481, -3.746, -45.022, -11.548, -36.537
6000, 299950, -2.729, -45.441, -1.632, -46.966, -4.246, -45.0, -10.197, -38.475
7000, 349950, -2.745, -45.653, -1.478, -47.033, -3.918, -45.338, -12.93, -36.514
8000, 399950, -2.617, -46.807, -1.409, -46.467, -4.43, -44.93, -11.306, -38.57
9000, 449950, -2.356, -46.864, -1.573, -46.829, -5.549, -44.102, -14.549, -35.32
10000, 499950, -2.635, -46.747, -1.805, -46.446, -10.047, -39.507, -14.826, -35.036
11000, 549950, -2.158, -47.393, -2.054, -46.703, -13.454, -36.2, -19.002, -30.913
12000, 599950, -3.817, -45.522, -2.413, -46.38, -16.997, -32.604, -25.23, -24.637
13000, 649950, -4.762, -44.916, -1.98, -46.08, -21.285, -28.388, -28.173, -21.803
14000, 699950, -4.66, -45.047, -3.925, -44.847, -22.642, -26.763, -34.001, -15.867
15000, 749950, -4.556, -45.156, -3.525, -45.218, -29.158, -20.71, -38.764, -11.051
16000, 799950, -4.011, -45.653, -3.693, -44.562, -32.119, -17.739, -43.944, -5.886
17000, 849950, -5.005, -44.576, -5.143, -43.899, -28.768, -20.942, -48.159, -1.678
18000, 899950, -4.249, -45.441, -3.98, -45.468, -22.032, -27.864, -45.529, -4.3
19000, 949950, -4.712, -45.043, -3.499, -45.979, -18.323, -31.464, -47.423, -2.014
20000, 999950, -5.331, -44.532, -4.542, -45.037, -22.329, -27.574, -47.37, -2.441
21000, 1049950, -4.058, -45.724, -5.052, -44.326, -18.643, -31.124, -44.212, -5.704
22000, 1099950, -4.407, -45.454, -5.298, -44.457, -18.289, -31.634, -45.686, -4.288
23000, 1149950, -4.295, -45.282, -6.308, -43.642, -21.412, -28.508, -48.844, -0.978
24000, 1199950, -4.074, -45.854, -9.157, -40.742, -23.426, -26.502, -38.345, -0.234
25000, 1249950, -4.411, -45.566, -6.663, -43.321, -21.962, -27.759, -38.199, -0.291
26000, 1299950, -5.32, -44.641, -3.967, -45.192, -21.142, -23.783, -43.801, -0.16
27000, 1349950, -5.63, -44.33, -3.5, -45.882, -25.01, -21.987, -40.626, -2.779
28000, 1399950, -4.455, -45.538, -3.026, -46.683, -17.376, -24.679, -42.944, -4.867
29000, 1449950, -5.912, -42.027, -3.043, -46.84, -18.565, -24.713, -42.311, -5.309
30000, 1499950, -4.224, -45.563, -2.646, -47.259, -18.924, -16.112, -41.587, -6.654
31000, 1549950, -3.702, -46.203, -3.215, -46.712, -19.21, -9.696, -40.729, -6.307
32000, 1599950, -3.115, -46.864, -2.048, -47.847, -15.477, -18.005, -41.683, -5.509
33000, 1649950, -3.112, -46.865, -2.581, -47.253, -14.589, -20.049, -40.251, -6.146
34000, 1699950, -2.705, -47.286, -2.4, -47.525, -14.009, -12.396, -34.067, -5.785
35000, 1749950, -2.446, -47.548, -2.26, -47.504, -12.435, -14.052, -38.647, -4.883
36000, 1799950, -2.159, -47.835, -1.538, -48.35, -4.834, -34.364, -34.301, -6.864
37000, 1849950, -3.031, -46.949, -2.076, -47.727, -7.063, -32.289, -31.752, -5.003
38000, 1899950, -2.302, -47.683, -2.017, -47.731, -8.54, -30.732, -25.568, -4.174
39000, 1949950, -3.658, -46.326, -5.037, -44.782, -9.296, -28.374, -23.407, -3.937
40000, 1999950, -2.836, -47.153, -2.418, -47.379, -9.7, -31.618, -17.342, -3.995
