episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
200, 9950, -74.93861116250905, -94.47317690286376, -90.02954283712364, -91.46546991966046
400, 19950, -76.49798395541457, -99.8611741543857, -92.63695055209244, -87.1160966155472
600, 29950, -81.27470618052551, -102.16425491235746, -98.11251784951506, -88.3560729253718
800, 39950, -74.90506458508914, -97.48930834121995, -79.87227635804261, -83.68724040689405
1000, 49950, -87.20107754931472, -105.88076916862391, -90.9731671253191, -92.83453457748335
1200, 59950, -689.8384814755092, -448.79816697190194, -159.81966540412566, -258.6127616201342
1400, 69950, -182.64575296976156, -89.05615836742989, -90.57142312567814, -78.1967228607679
1600, 79950, -88.77475436162833, -107.47148440726497, -85.6333508976004, -89.55834484788073
1800, 89950, -84.01010150518452, -105.37342467323899, -78.80959231391053, -78.15028151294078
2000, 99950, -77.65106671362169, -72.04527800980897, -61.45059163050986, -54.27833563237104
2200, 109950, -75.74979536298692, -61.181784385667676, -54.53930661596194, -48.59469953569371
2400, 119950, -73.81708386173459, -59.781049073141055, -51.776461804365255, -44.34678499521588
2600, 129950, -64.53790151709445, -62.10880655742709, -53.21728021921357, -48.45726110061725
2800, 139950, -59.083000167842066, -54.64538500187775, -56.24884939729535, -52.7956565438106
3000, 149950, -51.8932526709411, -45.51997279854765, -40.91620228718258, -45.40096162716705
3200, 159950, -41.98230869934175, -41.39582999340956, -39.87155365909143, -46.20508873063002
3400, 169950, -37.86040665183622, -41.91481196324112, -35.32852590255265, -41.637714905570384
3600, 179950, -47.30696616870451, -46.74782298307323, -39.29817193193353, -51.68728775365911
3800, 189950, -55.22936150674966, -45.247055479649845, -38.93620913934612, -50.373316652670034
4000, 199950, -59.47978526756563, -46.22902671017778, -38.18456069036255, -49.06280838464349
4200, 209950, -46.34894988800112, -41.67804219004845, -34.214156374218376, -43.33132187219729
4400, 219950, -51.95430947549873, -44.86720225718015, -37.40707141256592, -45.26056846510563
4600, 229950, -49.023138424754464, -42.42435928210215, -29.690237012707335, -39.100165738613825
4800, 239950, -56.37458281036801, -43.972470023976854, -32.241613181632935, -39.62840897544683
5000, 249950, -50.38240892816291, -37.30962617608822, -30.50903633751206, -37.2515251672861
5200, 259950, -52.83829522572828, -37.802849218980825, -29.078920027118283, -36.40713540015943
5400, 269950, -47.64265969818218, -35.636575052754154, -30.529166951173238, -36.35306453280934
5600, 279950, -39.03331764730536, -34.32659524962028, -29.685691564775436, -34.70825653787279
5800, 289950, -36.08175145059474, -33.20435922060006, -28.80984912027717, -31.668187395321446
6000, 299950, -38.932998102449105, -33.48702711290726, -30.087637749581535, -36.72416123060456
6200, 309950, -36.67206375878318, -37.50317397595732, -30.476990801410306, -35.28702028318703
6400, 319950, -36.86254729552938, -28.016812033777374, -29.895060093505364, -30.406401956483602
6600, 329950, -35.27351293695357, -34.39001118773418, -27.760586254907967, -31.235430845492193
6800, 339950, -32.31121112240965, -30.79225344443416, -25.736938859119938, -30.999931499027316
