episode,step,agent0_rew,agent1_rew
1000, 49950, -81.05205678885622, -81.05205678885622
2000, 99950, -122.20400034733879, -122.20400034733879
3000, 149950, -46.430627708391114, -46.430627708391114
4000, 199950, -17.362648266220873, -17.362648266220873
5000, 249950, -12.674713104788992, -12.674713104788992
6000, 299950, -14.226155088016451, -14.226155088016451
7000, 349950, -13.361091962814124, -13.361091962814124
8000, 399950, -13.894603891289428, -13.894603891289428
9000, 449950, -13.19580665528742, -13.19580665528742
10000, 499950, -13.229617209577071, -13.229617209577071
11000, 549950, -11.911975959407494, -11.911975959407494
12000, 599950, -12.259977579368753, -12.259977579368753
13000, 649950, -15.975944206776735, -15.975944206776735
14000, 699950, -14.361968750542085, -14.361968750542085
15000, 749950, -13.67182070914892, -13.67182070914892
16000, 799950, -12.751164415958073, -12.751164415958073
17000, 849950, -13.767941684668859, -13.767941684668859
18000, 899950, -13.289127053982774, -13.289127053982774
19000, 949950, -13.032455915979968, -13.032455915979968
20000, 999950, -14.54702237541328, -14.54702237541328
21000, 1049950, -16.370575286358186, -16.370575286358186
22000, 1099950, -15.918546915771989, -15.918546915771989
23000, 1149950, -14.306649833405912, -14.306649833405912
24000, 1199950, -13.212194788556936, -13.212194788556936
25000, 1249950, -11.81733491965542, -11.81733491965542
26000, 1299950, -13.350640273251338, -13.350640273251338
27000, 1349950, -11.550734573985498, -11.550734573985498
28000, 1399950, -11.147035066606447, -11.147035066606447
29000, 1449950, -11.523022417212658, -11.523022417212658
30000, 1499950, -11.750506926721307, -11.750506926721307
31000, 1549950, -11.68709027021726, -11.68709027021726
32000, 1599950, -11.053467824836567, -11.053467824836567
33000, 1649950, -10.765989098597595, -10.765989098597595
34000, 1699950, -10.38464308710072, -10.38464308710072
35000, 1749950, -10.60159757692242, -10.60159757692242
36000, 1799950, -10.408465788049803, -10.408465788049803
37000, 1849950, -10.789025499068748, -10.789025499068748
38000, 1899950, -10.451374764115643, -10.451374764115643
39000, 1949950, -11.353868337933822, -11.353868337933822
40000, 1999950, -11.647813139834831, -11.647813139834831
41000, 2049950, -11.068203617149237, -11.068203617149237
42000, 2099950, -11.921476939892822, -11.921476939892822
43000, 2149950, -12.759630000597642, -12.759630000597642
44000, 2199950, -12.553355372622077, -12.553355372622077
45000, 2249950, -12.714878233575723, -12.714878233575723
46000, 2299950, -12.729756436004157, -12.729756436004157
47000, 2349950, -12.45092595030459, -12.45092595030459
48000, 2399950, -11.770236720612106, -11.770236720612106
49000, 2449950, -11.817112894839521, -11.817112894839521
50000, 2499950, -11.217888152843045, -11.217888152843045
