energy0,episode,step
-1.0,1,0
-2.0,1,1
-2.0,1,2
-2.0,1,3
-3.0,1,4
-3.0,1,5
-4.0,1,6
-5.0,1,7
-5.0,1,8
-5.0,1,9
-6.0,1,10
-6.0,1,11
-6.0,1,12
-6.0,1,13
-6.0,1,14
-7.0,1,15
-8.0,1,16
-9.0,1,17
-9.0,1,18
-9.0,1,19
-9.0,1,20
-9.0,1,21
-10.0,1,22
-11.0,1,23
-12.0,1,24
-13.0,1,25
-14.0,1,26
-15.0,1,27
-16.0,1,28
-17.0,1,29
-18.0,1,30
-19.0,1,31
-19.0,1,32
-20.0,1,33
-21.0,1,34
-21.0,1,35
-21.0,1,36
-21.0,1,37
-22.0,1,38
-23.0,1,39
-24.0,1,40
-25.0,1,41
-26.0,1,42
-27.0,1,43
-28.0,1,44
-29.0,1,45
-30.0,1,46
-31.0,1,47
-32.0,1,48
-33.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-14.0,2,13
-15.0,2,14
-16.0,2,15
-17.0,2,16
-18.0,2,17
-19.0,2,18
-20.0,2,19
-21.0,2,20
-22.0,2,21
-23.0,2,22
-24.0,2,23
-25.0,2,24
-26.0,2,25
-27.0,2,26
-28.0,2,27
-29.0,2,28
-30.0,2,29
-31.0,2,30
-32.0,2,31
-33.0,2,32
-34.0,2,33
-35.0,2,34
-36.0,2,35
-37.0,2,36
-38.0,2,37
-39.0,2,38
-40.0,2,39
-41.0,2,40
-42.0,2,41
-43.0,2,42
-44.0,2,43
-45.0,2,44
-46.0,2,45
-47.0,2,46
-48.0,2,47
-49.0,2,48
-50.0,2,49
-1.0,3,0
-2.0,3,1
-2.0,3,2
-3.0,3,3
-4.0,3,4
-5.0,3,5
-6.0,3,6
-7.0,3,7
-8.0,3,8
-9.0,3,9
-10.0,3,10
-11.0,3,11
-12.0,3,12
-13.0,3,13
-14.0,3,14
-15.0,3,15
-16.0,3,16
-17.0,3,17
-18.0,3,18
-19.0,3,19
-20.0,3,20
-21.0,3,21
-22.0,3,22
-23.0,3,23
-24.0,3,24
-25.0,3,25
-26.0,3,26
-27.0,3,27
-28.0,3,28
-29.0,3,29
-30.0,3,30
-31.0,3,31
-32.0,3,32
-33.0,3,33
-34.0,3,34
-35.0,3,35
-36.0,3,36
-37.0,3,37
-38.0,3,38
-39.0,3,39
-40.0,3,40
-41.0,3,41
-42.0,3,42
-43.0,3,43
-44.0,3,44
-45.0,3,45
-46.0,3,46
-47.0,3,47
-48.0,3,48
-49.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-11.0,4,10
-12.0,4,11
-13.0,4,12
-14.0,4,13
-15.0,4,14
-16.0,4,15
-17.0,4,16
-18.0,4,17
-19.0,4,18
-19.0,4,19
-20.0,4,20
-21.0,4,21
-22.0,4,22
-23.0,4,23
-24.0,4,24
-25.0,4,25
-26.0,4,26
-27.0,4,27
-28.0,4,28
-29.0,4,29
-30.0,4,30
-30.0,4,31
-31.0,4,32
-32.0,4,33
-33.0,4,34
-34.0,4,35
-35.0,4,36
-36.0,4,37
-36.0,4,38
-36.0,4,39
-37.0,4,40
-37.0,4,41
-37.0,4,42
-38.0,4,43
-39.0,4,44
-40.0,4,45
-41.0,4,46
-42.0,4,47
-43.0,4,48
-44.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-3.0,5,3
-4.0,5,4
-5.0,5,5
-6.0,5,6
-7.0,5,7
-8.0,5,8
-9.0,5,9
-10.0,5,10
-10.0,5,11
-10.0,5,12
-11.0,5,13
-12.0,5,14
-12.0,5,15
-12.0,5,16
-12.0,5,17
-13.0,5,18
-13.0,5,19
-14.0,5,20
-14.0,5,21
-15.0,5,22
-15.0,5,23
-16.0,5,24
-16.0,5,25
-17.0,5,26
-17.0,5,27
-18.0,5,28
-19.0,5,29
-19.0,5,30
-19.0,5,31
-19.0,5,32
-20.0,5,33
-21.0,5,34
-22.0,5,35
-23.0,5,36
-24.0,5,37
-25.0,5,38
-26.0,5,39
-27.0,5,40
-28.0,5,41
-29.0,5,42
-30.0,5,43
-31.0,5,44
-32.0,5,45
-33.0,5,46
-34.0,5,47
-35.0,5,48
-36.0,5,49
