energy0,episode,step
-1.0,1,0
-2.0,1,1
-2.0,1,2
-2.0,1,3
-2.0,1,4
-2.0,1,5
-2.0,1,6
-2.0,1,7
-2.0,1,8
-2.0,1,9
-2.0,1,10
-2.0,1,11
-2.0,1,12
-2.0,1,13
-2.0,1,14
-2.0,1,15
-2.0,1,16
-2.0,1,17
-2.0,1,18
-2.0,1,19
-2.0,1,20
-2.0,1,21
-2.0,1,22
-2.0,1,23
-2.0,1,24
-2.0,1,25
-2.0,1,26
-2.0,1,27
-2.0,1,28
-2.0,1,29
-2.0,1,30
-2.0,1,31
-2.0,1,32
-2.0,1,33
-2.0,1,34
-2.0,1,35
-2.0,1,36
-2.0,1,37
-2.0,1,38
-2.0,1,39
-2.0,1,40
-2.0,1,41
-2.0,1,42
-2.0,1,43
-2.0,1,44
-2.0,1,45
-2.0,1,46
-2.0,1,47
-2.0,1,48
-2.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-13.0,2,13
-13.0,2,14
-13.0,2,15
-13.0,2,16
-13.0,2,17
-13.0,2,18
-13.0,2,19
-13.0,2,20
-13.0,2,21
-13.0,2,22
-13.0,2,23
-13.0,2,24
-13.0,2,25
-13.0,2,26
-13.0,2,27
-13.0,2,28
-13.0,2,29
-13.0,2,30
-13.0,2,31
-13.0,2,32
-13.0,2,33
-13.0,2,34
-13.0,2,35
-13.0,2,36
-13.0,2,37
-13.0,2,38
-13.0,2,39
-13.0,2,40
-13.0,2,41
-13.0,2,42
-13.0,2,43
-13.0,2,44
-13.0,2,45
-13.0,2,46
-13.0,2,47
-13.0,2,48
-13.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-6.0,3,6
-6.0,3,7
-7.0,3,8
-8.0,3,9
-9.0,3,10
-10.0,3,11
-10.0,3,12
-10.0,3,13
-10.0,3,14
-10.0,3,15
-10.0,3,16
-10.0,3,17
-10.0,3,18
-10.0,3,19
-10.0,3,20
-10.0,3,21
-10.0,3,22
-10.0,3,23
-10.0,3,24
-10.0,3,25
-10.0,3,26
-10.0,3,27
-10.0,3,28
-10.0,3,29
-10.0,3,30
-10.0,3,31
-10.0,3,32
-10.0,3,33
-10.0,3,34
-10.0,3,35
-10.0,3,36
-10.0,3,37
-10.0,3,38
-10.0,3,39
-10.0,3,40
-10.0,3,41
-10.0,3,42
-10.0,3,43
-10.0,3,44
-10.0,3,45
-10.0,3,46
-10.0,3,47
-10.0,3,48
-10.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-3.0,4,3
-4.0,4,4
-4.0,4,5
-4.0,4,6
-4.0,4,7
-4.0,4,8
-4.0,4,9
-4.0,4,10
-4.0,4,11
-4.0,4,12
-4.0,4,13
-4.0,4,14
-4.0,4,15
-4.0,4,16
-4.0,4,17
-4.0,4,18
-4.0,4,19
-5.0,4,20
-5.0,4,21
-5.0,4,22
-5.0,4,23
-5.0,4,24
-5.0,4,25
-5.0,4,26
-5.0,4,27
-5.0,4,28
-5.0,4,29
-5.0,4,30
-5.0,4,31
-5.0,4,32
-5.0,4,33
-5.0,4,34
-5.0,4,35
-5.0,4,36
-5.0,4,37
-5.0,4,38
-5.0,4,39
-5.0,4,40
-5.0,4,41
-5.0,4,42
-5.0,4,43
-5.0,4,44
-5.0,4,45
-5.0,4,46
-5.0,4,47
-5.0,4,48
-5.0,4,49
-1.0,5,0
-2.0,5,1
-2.0,5,2
-3.0,5,3
-3.0,5,4
-3.0,5,5
-3.0,5,6
-3.0,5,7
-3.0,5,8
-3.0,5,9
-3.0,5,10
-3.0,5,11
-3.0,5,12
-3.0,5,13
-4.0,5,14
-5.0,5,15
-5.0,5,16
-5.0,5,17
-5.0,5,18
-5.0,5,19
-5.0,5,20
-5.0,5,21
-5.0,5,22
-5.0,5,23
-5.0,5,24
-5.0,5,25
-5.0,5,26
-5.0,5,27
-5.0,5,28
-5.0,5,29
-5.0,5,30
-5.0,5,31
-5.0,5,32
-5.0,5,33
-5.0,5,34
-5.0,5,35
-5.0,5,36
-5.0,5,37
-5.0,5,38
-5.0,5,39
-5.0,5,40
-5.0,5,41
-5.0,5,42
-5.0,5,43
-5.0,5,44
-5.0,5,45
-5.0,5,46
-5.0,5,47
-5.0,5,48
-5.0,5,49
