energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-3.0,1,3
-4.0,1,4
-5.0,1,5
-5.0,1,6
-6.0,1,7
-7.0,1,8
-7.0,1,9
-7.0,1,10
-7.0,1,11
-8.0,1,12
-9.0,1,13
-10.0,1,14
-10.0,1,15
-11.0,1,16
-11.0,1,17
-12.0,1,18
-13.0,1,19
-14.0,1,20
-15.0,1,21
-16.0,1,22
-16.0,1,23
-17.0,1,24
-18.0,1,25
-19.0,1,26
-19.0,1,27
-20.0,1,28
-21.0,1,29
-22.0,1,30
-22.0,1,31
-23.0,1,32
-24.0,1,33
-25.0,1,34
-26.0,1,35
-27.0,1,36
-28.0,1,37
-29.0,1,38
-30.0,1,39
-31.0,1,40
-32.0,1,41
-33.0,1,42
-34.0,1,43
-35.0,1,44
-36.0,1,45
-37.0,1,46
-38.0,1,47
-39.0,1,48
-40.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-14.0,2,13
-15.0,2,14
-16.0,2,15
-17.0,2,16
-18.0,2,17
-19.0,2,18
-20.0,2,19
-21.0,2,20
-22.0,2,21
-23.0,2,22
-24.0,2,23
-25.0,2,24
-26.0,2,25
-27.0,2,26
-28.0,2,27
-29.0,2,28
-30.0,2,29
-31.0,2,30
-32.0,2,31
-33.0,2,32
-33.0,2,33
-34.0,2,34
-35.0,2,35
-36.0,2,36
-36.0,2,37
-36.0,2,38
-36.0,2,39
-37.0,2,40
-38.0,2,41
-39.0,2,42
-40.0,2,43
-41.0,2,44
-41.0,2,45
-42.0,2,46
-42.0,2,47
-42.0,2,48
-43.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-14.0,3,13
-15.0,3,14
-16.0,3,15
-17.0,3,16
-18.0,3,17
-19.0,3,18
-20.0,3,19
-21.0,3,20
-22.0,3,21
-23.0,3,22
-24.0,3,23
-25.0,3,24
-26.0,3,25
-27.0,3,26
-28.0,3,27
-29.0,3,28
-30.0,3,29
-31.0,3,30
-32.0,3,31
-33.0,3,32
-34.0,3,33
-34.0,3,34
-35.0,3,35
-35.0,3,36
-36.0,3,37
-36.0,3,38
-36.0,3,39
-37.0,3,40
-38.0,3,41
-38.0,3,42
-38.0,3,43
-38.0,3,44
-38.0,3,45
-39.0,3,46
-40.0,3,47
-40.0,3,48
-41.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-9.0,4,9
-10.0,4,10
-10.0,4,11
-11.0,4,12
-12.0,4,13
-12.0,4,14
-13.0,4,15
-14.0,4,16
-15.0,4,17
-16.0,4,18
-17.0,4,19
-17.0,4,20
-18.0,4,21
-19.0,4,22
-20.0,4,23
-21.0,4,24
-22.0,4,25
-23.0,4,26
-24.0,4,27
-24.0,4,28
-25.0,4,29
-26.0,4,30
-26.0,4,31
-27.0,4,32
-28.0,4,33
-28.0,4,34
-28.0,4,35
-28.0,4,36
-28.0,4,37
-28.0,4,38
-28.0,4,39
-28.0,4,40
-28.0,4,41
-28.0,4,42
-28.0,4,43
-28.0,4,44
-28.0,4,45
-28.0,4,46
-28.0,4,47
-28.0,4,48
-28.0,4,49
0.0,5,0
-1.0,5,1
-2.0,5,2
-2.0,5,3
-2.0,5,4
-2.0,5,5
-3.0,5,6
-3.0,5,7
-3.0,5,8
-3.0,5,9
-3.0,5,10
-4.0,5,11
-4.0,5,12
-4.0,5,13
-4.0,5,14
-4.0,5,15
-4.0,5,16
-5.0,5,17
-6.0,5,18
-7.0,5,19
-8.0,5,20
-9.0,5,21
-10.0,5,22
-11.0,5,23
-12.0,5,24
-13.0,5,25
-14.0,5,26
-14.0,5,27
-15.0,5,28
-16.0,5,29
-17.0,5,30
-18.0,5,31
-19.0,5,32
-20.0,5,33
-21.0,5,34
-22.0,5,35
-23.0,5,36
-23.0,5,37
-23.0,5,38
-24.0,5,39
-25.0,5,40
-26.0,5,41
-27.0,5,42
-27.0,5,43
-28.0,5,44
-29.0,5,45
-30.0,5,46
-31.0,5,47
-31.0,5,48
-32.0,5,49
