energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-11.0,1,10
-12.0,1,11
-13.0,1,12
-14.0,1,13
-15.0,1,14
-16.0,1,15
-17.0,1,16
-18.0,1,17
-19.0,1,18
-20.0,1,19
-21.0,1,20
-22.0,1,21
-23.0,1,22
-24.0,1,23
-25.0,1,24
-26.0,1,25
-27.0,1,26
-27.0,1,27
-28.0,1,28
-29.0,1,29
-30.0,1,30
-31.0,1,31
-31.0,1,32
-32.0,1,33
-33.0,1,34
-33.0,1,35
-34.0,1,36
-34.0,1,37
-35.0,1,38
-36.0,1,39
-37.0,1,40
-38.0,1,41
-39.0,1,42
-40.0,1,43
-40.0,1,44
-40.0,1,45
-41.0,1,46
-42.0,1,47
-43.0,1,48
-44.0,1,49
0.0,2,0
0.0,2,1
0.0,2,2
0.0,2,3
0.0,2,4
0.0,2,5
0.0,2,6
0.0,2,7
0.0,2,8
0.0,2,9
0.0,2,10
0.0,2,11
0.0,2,12
0.0,2,13
0.0,2,14
0.0,2,15
0.0,2,16
0.0,2,17
0.0,2,18
0.0,2,19
0.0,2,20
-1.0,2,21
-2.0,2,22
-3.0,2,23
-4.0,2,24
-5.0,2,25
-6.0,2,26
-7.0,2,27
-8.0,2,28
-9.0,2,29
-10.0,2,30
-11.0,2,31
-12.0,2,32
-13.0,2,33
-14.0,2,34
-15.0,2,35
-16.0,2,36
-17.0,2,37
-18.0,2,38
-19.0,2,39
-20.0,2,40
-21.0,2,41
-22.0,2,42
-23.0,2,43
-24.0,2,44
-25.0,2,45
-26.0,2,46
-27.0,2,47
-28.0,2,48
-29.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-14.0,3,13
-15.0,3,14
-16.0,3,15
-17.0,3,16
-18.0,3,17
-19.0,3,18
-20.0,3,19
-21.0,3,20
-22.0,3,21
-23.0,3,22
-24.0,3,23
-25.0,3,24
-26.0,3,25
-27.0,3,26
-28.0,3,27
-29.0,3,28
-30.0,3,29
-31.0,3,30
-32.0,3,31
-33.0,3,32
-34.0,3,33
-35.0,3,34
-36.0,3,35
-37.0,3,36
-38.0,3,37
-39.0,3,38
-40.0,3,39
-41.0,3,40
-42.0,3,41
-43.0,3,42
-44.0,3,43
-45.0,3,44
-46.0,3,45
-47.0,3,46
-48.0,3,47
-49.0,3,48
-50.0,3,49
0.0,4,0
0.0,4,1
0.0,4,2
-1.0,4,3
-2.0,4,4
-3.0,4,5
-4.0,4,6
-5.0,4,7
-6.0,4,8
-7.0,4,9
-8.0,4,10
-9.0,4,11
-9.0,4,12
-10.0,4,13
-10.0,4,14
-11.0,4,15
-12.0,4,16
-13.0,4,17
-13.0,4,18
-14.0,4,19
-15.0,4,20
-16.0,4,21
-16.0,4,22
-16.0,4,23
-17.0,4,24
-17.0,4,25
-17.0,4,26
-18.0,4,27
-18.0,4,28
-18.0,4,29
-19.0,4,30
-20.0,4,31
-20.0,4,32
-21.0,4,33
-21.0,4,34
-21.0,4,35
-22.0,4,36
-22.0,4,37
-23.0,4,38
-24.0,4,39
-24.0,4,40
-24.0,4,41
-24.0,4,42
-24.0,4,43
-24.0,4,44
-25.0,4,45
-25.0,4,46
-25.0,4,47
-25.0,4,48
-25.0,4,49
0.0,5,0
0.0,5,1
-1.0,5,2
-1.0,5,3
-2.0,5,4
-3.0,5,5
-4.0,5,6
-5.0,5,7
-5.0,5,8
-6.0,5,9
-7.0,5,10
-7.0,5,11
-8.0,5,12
-9.0,5,13
-10.0,5,14
-11.0,5,15
-12.0,5,16
-13.0,5,17
-14.0,5,18
-15.0,5,19
-16.0,5,20
-17.0,5,21
-18.0,5,22
-19.0,5,23
-20.0,5,24
-21.0,5,25
-22.0,5,26
-23.0,5,27
-24.0,5,28
-25.0,5,29
-26.0,5,30
-27.0,5,31
-28.0,5,32
-29.0,5,33
-30.0,5,34
-31.0,5,35
-32.0,5,36
-33.0,5,37
-34.0,5,38
-35.0,5,39
-36.0,5,40
-37.0,5,41
-38.0,5,42
-39.0,5,43
-40.0,5,44
-41.0,5,45
-41.0,5,46
-42.0,5,47
-43.0,5,48
-44.0,5,49
