episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew,agent4_rew,agent5_rew
1000, 25408, 0.877149812027371, 1.111504777783337, 0.9163363803079988, 0.9893995072066379, -8.336497599891514, -13.19551836703205
2000, 52660, 2.313384771831523, 2.038667456865314, 2.4672970876627867, 2.4585908398516354, -29.760082012619, -7.5757673362977815
3000, 81885, 2.697867899210743, 2.3541145547099602, 2.640202686976104, 2.956430991935339, -2.564985109163953, -1.44415537936685
4000, 113217, 5.129060239115872, 4.579293801663716, 4.018238486286471, 4.611855220895303, -2.771708797862418, -2.7550076263655403
5000, 146916, 7.788061281427056, 7.554061243934947, 6.816954755346418, 7.606464622820273, -4.0553883787442215, -3.416452169472744
6000, 182997, 9.365111212008966, 8.884729539153586, 8.471769305329254, 9.13430378779133, -5.679129968282512, -3.5336785950306697
7000, 221756, 10.213630003117721, 9.699489563022892, 9.58307988686307, 9.968148749488265, -6.386157764572079, -4.0608718854085195
8000, 263306, 9.618265230098979, 9.12704758758485, 9.141035897779876, 9.244253668051845, -5.797944422040392, -4.129009551814871
9000, 307869, 8.277502984346713, 7.709488197021466, 7.835524953077693, 7.8450596457978845, -5.00393322363782, -3.743877550485532
10000, 355637, 11.254010457722352, 10.573194297317771, 10.743060561447432, 10.640205131396804, -5.258798282721159, -6.199104148168711
11000, 406940, 12.682438243835001, 11.904227676043105, 11.990790486354483, 11.967057837241523, -5.5893834459376865, -7.848666319928251
12000, 461923, 11.659558471277466, 10.755379693449083, 10.825485919899963, 10.891720627382332, -5.663782557244531, -6.038226415238425
13000, 520889, 12.366545349968085, 11.707752492254862, 11.672015495539481, 11.663733600398787, -5.978347988114294, -5.794828451746546
14000, 584098, 13.313680414469754, 12.510252149517425, 12.758661328458242, 12.793022058096431, -7.54379756342191, -6.991604963757822
15000, 651925, 13.885091013145608, 12.904026135986944, 13.126162045149922, 13.166410363573444, -9.400193578452033, -5.111735099618411
16000, 724634, 16.777533950562187, 15.722552985226613, 15.575972478738844, 15.964282270612868, -10.113838974533188, -7.500070638109955
17000, 802600, 17.890718191437454, 16.797293042413546, 16.562581030108383, 17.04775079421591, -8.978073461329455, -8.688340399155692
18000, 886188, 17.65739683035771, 16.351171425325376, 16.02359989077888, 16.74219578295757, -8.327202227833896, -9.332310666662167
19000, 975835, 17.592249846717483, 16.340552929330173, 16.678021405517118, 16.656158525523566, -8.399969756902697, -8.448137448518658
20000, 1071923, 18.115386465725287, 16.702617024892746, 17.01589636412351, 16.842529811459784, -8.765311214872916, -8.965045291010371
21000, 1174970, 17.70436726650328, 16.307120689680303, 16.394122859355004, 16.364949521021188, -8.195347074300596, -9.261195523917293
22000, 1285436, 24.997818104936876, 23.120033712132084, 22.60716692256785, 22.591844451946248, -11.612088257558279, -13.053453880582092
23000, 1403866, 34.29343020311651, 30.749420926271704, 29.981191778001772, 29.60513219748828, -11.710293656657507, -21.69457008517896
24000, 1530832, 41.42532121554759, 37.68697984675041, 36.98633049586916, 35.72053536502743, -9.050752210693783, -31.519216128278398
25000, 1666959, 59.46602369297424, 53.209346416258036, 53.41842476659847, 50.83750811667327, -7.568050294703913, -52.54145695299083
26000, 1812882, 115.89426887817224, 104.78177438918937, 105.82229373460125, 102.55271342941985, -5.766075244519432, -109.49644396977074
27000, 1969314, 164.6682207794402, 154.15808517509723, 145.51110351016862, 153.45078496245594, -2.4551610711058127, -166.21516725185404
28000, 2137004, 107.74781773432554, 98.22689796754636, 89.54711542365723, 96.90208042633652, -2.602189599875261, -108.39220097660039
29000, 2316778, 75.34801105183337, 66.220305139779, 60.848714221744856, 64.58989637611262, -4.00794438880422, -83.91716857828287
30000, 2509476, 57.90628649394404, 50.50645069815106, 42.10239051802966, 49.63422574077518, -2.7824529160795155, -53.26483108776905
31000, 2709475, 59.62915685187555, 52.49947571668564, 47.1235308558382, 50.32190179046689, -8.125343259653716, -50.47778817541737
32000, 2909475, 47.842775857794116, 38.38823112876725, 32.6763709068376, 37.91847967023281, -4.68315331077206, -42.36429893819684
33000, 3109475, 47.03333776438021, 40.37572664887096, 25.096488773267826, 40.31972139029396, -6.201208096026123, -42.10750846514678
34000, 3309475, 60.28969642370503, 52.666167264782025, 48.92865774445193, 55.29363523400333, -5.646865209088592, -51.90693206384191
35000, 3509475, 76.72059781989597, 70.45055274802897, 58.30034229609869, 71.40286661583706, -4.592061713448502, -76.1684173033818
36000, 3709475, 78.22931307711048, 72.56247586704202, 69.85891471258402, 73.18152984361829, -5.378844557915772, -75.02750205607437
37000, 3909475, 90.42754217510533, 84.0065030753004, 83.84629991520659, 86.02150047459779, -8.102476225490383, -99.14819159851986
38000, 4109475, 112.91187422995402, 107.24926483303666, 105.40315801723, 107.8430695310177, -5.4079654285558405, -109.8995972599995
39000, 4309475, 132.20793733074655, 127.15302272031475, 124.28891129708272, 127.29140803237192, -4.904333227393349, -133.19387105148704
40000, 4509475, 145.74692296529088, 141.85356400513223, 135.17864127115772, 141.23225587390922, 0.39630871232340215, -154.63575024678872
41000, 4709475, 148.8914262630577, 146.02610575615455, 136.20710068059432, 144.74939247783652, -1.2385165668861362, -158.81465875227462
42000, 4909475, 145.2732951706363, 143.03959034466138, 131.3286749890852, 140.55362790126756, -4.04017502096038, -158.14567966446978
43000, 5109475, 140.32255481666581, 137.51879011998145, 122.09751385153122, 136.74182274922921, -5.077849181585816, -151.6018748239582
44000, 5309475, 120.38929260956589, 116.50502691483078, 101.73606262746615, 116.18797659789706, -7.182544785577282, -133.54642798865223
45000, 5509475, 111.18590232005408, 107.61105777776078, 98.88383308393615, 108.5929327827064, -6.509452427621227, -125.55542133780322
46000, 5709475, 122.69142309022992, 118.55700649433848, 105.70997872880173, 117.44484338651426, -7.096729717638116, -134.62559856119282
47000, 5909475, 132.95877454036452, 129.5211590139622, 116.12964317413693, 127.21715623684447, -6.985930116971333, -147.81136450784408
48000, 6109475, 119.33859129413747, 115.59008966059369, 102.889676308752, 107.58432805155759, -3.0262110264947215, -134.3052684596269
49000, 6309475, 121.4796162938515, 117.47509379816343, 104.98548182719294, 114.97308532474963, -7.954549267049823, -135.64806696049035
50000, 6509475, 107.05482259446417, 101.00924875921395, 86.96455211826502, 101.25924202972327, -6.877695982222611, -118.87101610639785
