a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,A,A,A,A,A,A,A,A,A,1,0
C,C,C,A,A,A,A,A,A,A,A,A,1,1
A,A,A,A,A,A,A,A,A,A,A,A,1,2
A,A,A,A,A,A,A,A,A,A,A,A,1,3
A,A,A,A,A,A,A,A,A,A,A,A,1,4
C,C,C,A,A,A,A,A,A,A,A,A,1,5
B,B,B,A,A,A,A,A,A,A,A,A,1,6
A,A,A,A,A,A,A,A,A,A,A,A,1,7
C,C,C,A,A,A,A,A,A,A,A,A,1,8
A,A,A,A,A,A,A,A,A,A,A,A,1,9
A,A,A,A,A,A,A,A,A,A,A,A,1,10
A,A,A,A,A,A,A,A,A,A,A,A,1,11
A,A,A,A,A,A,A,A,A,A,A,A,1,12
A,A,A,A,A,A,A,A,A,A,A,A,1,13
A,A,A,A,A,A,A,A,A,A,A,A,1,14
A,A,A,A,A,A,A,A,A,C,C,C,1,15
C,C,C,C,C,C,A,A,A,A,A,A,1,16
A,A,A,C,C,C,A,A,A,A,A,A,1,17
A,A,A,A,A,A,A,A,A,A,A,A,1,18
C,C,C,C,C,C,C,C,C,C,C,C,1,19
A,A,A,C,C,C,C,C,C,A,A,A,1,20
B,B,B,C,C,C,A,A,A,A,A,A,1,21
A,A,A,C,C,C,A,A,A,A,A,A,1,22
A,A,A,C,C,C,A,A,A,A,A,A,1,23
A,A,A,C,C,C,A,A,A,A,A,A,1,24
A,A,A,C,C,C,A,A,A,A,A,A,1,25
A,A,A,C,C,C,A,A,A,A,A,A,1,26
A,A,A,C,C,C,A,A,A,A,A,A,1,27
A,A,A,C,C,C,A,A,A,A,A,A,1,28
A,A,A,C,C,C,A,A,A,A,A,A,1,29
A,A,A,C,C,C,A,A,A,C,C,C,1,30
A,A,A,C,C,C,A,A,A,A,A,A,1,31
A,A,A,C,C,C,A,A,A,A,A,A,1,32
A,A,A,C,C,C,A,A,A,A,A,A,1,33
A,A,A,C,C,C,A,A,A,A,A,A,1,34
A,A,A,C,C,C,C,C,C,A,A,A,1,35
A,A,A,C,C,C,C,C,C,A,A,A,1,36
A,A,A,C,C,C,C,C,C,A,A,A,1,37
A,A,A,C,C,C,C,C,C,A,A,A,1,38
A,A,A,C,C,C,C,C,C,A,A,A,1,39
A,A,A,C,C,C,C,C,C,A,A,A,1,40
A,A,A,C,C,C,C,C,C,A,A,A,1,41
A,A,A,C,C,C,C,C,C,A,A,A,1,42
A,A,A,C,C,C,C,C,C,A,A,A,1,43
A,A,A,C,C,C,C,C,C,A,A,A,1,44
A,A,A,C,C,C,C,C,C,A,A,A,1,45
A,A,A,C,C,C,C,C,C,A,A,A,1,46
A,A,A,C,C,C,C,C,C,A,A,A,1,47
A,A,A,C,C,C,C,C,C,A,A,A,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
A,A,A,A,A,A,A,A,A,A,A,A,2,1
C,C,C,A,A,A,A,A,A,A,A,A,2,2
A,A,A,A,A,A,A,A,A,A,A,A,2,3
A,A,A,A,A,A,B,B,B,A,A,A,2,4
A,A,A,A,A,A,A,A,A,A,A,A,2,5
A,A,A,A,A,A,A,A,A,A,A,A,2,6
A,A,A,A,A,A,A,A,A,A,A,A,2,7
A,A,A,C,C,C,A,A,A,C,C,C,2,8
A,A,A,C,C,C,A,A,A,C,C,C,2,9
A,A,A,A,A,A,B,B,B,A,A,A,2,10
A,A,A,A,A,A,A,A,A,A,A,A,2,11
A,A,A,C,C,C,B,B,B,C,C,C,2,12
A,A,A,A,A,A,A,A,A,C,C,C,2,13
A,A,A,A,A,A,A,A,A,A,A,A,2,14
A,A,A,A,A,A,B,B,B,A,A,A,2,15
A,A,A,C,C,C,A,A,A,A,A,A,2,16
A,A,A,A,A,A,A,A,A,A,A,A,2,17
A,A,A,A,A,A,A,A,A,A,A,A,2,18
A,A,A,A,A,A,A,A,A,A,A,A,2,19
A,A,A,A,A,A,A,A,A,A,A,A,2,20
A,A,A,A,A,A,A,A,A,A,A,A,2,21
A,A,A,A,A,A,A,A,A,A,A,A,2,22
A,A,A,A,A,A,A,A,A,A,A,A,2,23
A,A,A,A,A,A,A,A,A,A,A,A,2,24
A,A,A,A,A,A,A,A,A,A,A,A,2,25
B,B,B,C,C,C,A,A,A,A,A,A,2,26
B,B,B,C,C,C,A,A,A,A,A,A,2,27
A,A,A,C,C,C,C,C,C,A,A,A,2,28
A,A,A,C,C,C,C,C,C,A,A,A,2,29
B,B,B,C,C,C,C,C,C,A,A,A,2,30
B,B,B,C,C,C,C,C,C,A,A,A,2,31
A,A,A,C,C,C,A,A,A,A,A,A,2,32
A,A,A,C,C,C,C,C,C,A,A,A,2,33
B,B,B,C,C,C,C,C,C,A,A,A,2,34
A,A,A,C,C,C,C,C,C,A,A,A,2,35
A,A,A,C,C,C,C,C,C,A,A,A,2,36
B,B,B,A,A,A,A,A,A,A,A,A,2,37
B,B,B,A,A,A,A,A,A,A,A,A,2,38
B,B,B,A,A,A,A,A,A,A,A,A,2,39
B,B,B,C,C,C,A,A,A,A,A,A,2,40
A,A,A,C,C,C,A,A,A,A,A,A,2,41
A,A,A,C,C,C,A,A,A,A,A,A,2,42
A,A,A,C,C,C,A,A,A,A,A,A,2,43
A,A,A,C,C,C,A,A,A,A,A,A,2,44
A,A,A,C,C,C,A,A,A,A,A,A,2,45
A,A,A,C,C,C,A,A,A,A,A,A,2,46
A,A,A,C,C,C,A,A,A,A,A,A,2,47
A,A,A,C,C,C,A,A,A,A,A,A,2,48
B,B,B,C,C,C,A,A,A,A,A,A,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,A,A,A,A,A,A,A,A,A,3,1
C,C,C,A,A,A,A,A,A,A,A,A,3,2
A,A,A,A,A,A,A,A,A,A,A,A,3,3
A,A,A,A,A,A,A,A,A,A,A,A,3,4
A,A,A,A,A,A,A,A,A,A,A,A,3,5
A,A,A,A,A,A,A,A,A,A,A,A,3,6
A,A,A,A,A,A,A,A,A,A,A,A,3,7
A,A,A,A,A,A,B,B,B,A,A,A,3,8
A,A,A,A,A,A,C,C,C,A,A,A,3,9
A,A,A,A,A,A,A,A,A,A,A,A,3,10
A,A,A,A,A,A,A,A,A,A,A,A,3,11
A,A,A,A,A,A,A,A,A,A,A,A,3,12
A,A,A,B,B,B,C,C,C,A,A,A,3,13
A,A,A,A,A,A,A,A,A,A,A,A,3,14
A,A,A,A,A,A,A,A,A,A,A,A,3,15
A,A,A,A,A,A,A,A,A,A,A,A,3,16
A,A,A,A,A,A,A,A,A,A,A,A,3,17
A,A,A,A,A,A,C,C,C,A,A,A,3,18
A,A,A,A,A,A,A,A,A,A,A,A,3,19
A,A,A,B,B,B,A,A,A,A,A,A,3,20
A,A,A,B,B,B,A,A,A,A,A,A,3,21
A,A,A,B,B,B,B,B,B,A,A,A,3,22
A,A,A,A,A,A,C,C,C,A,A,A,3,23
A,A,A,A,A,A,A,A,A,A,A,A,3,24
A,A,A,A,A,A,A,A,A,A,A,A,3,25
A,A,A,A,A,A,A,A,A,A,A,A,3,26
A,A,A,A,A,A,A,A,A,A,A,A,3,27
A,A,A,A,A,A,A,A,A,A,A,A,3,28
A,A,A,A,A,A,A,A,A,A,A,A,3,29
A,A,A,C,C,C,A,A,A,A,A,A,3,30
A,A,A,C,C,C,C,C,C,A,A,A,3,31
B,B,B,C,C,C,A,A,A,A,A,A,3,32
A,A,A,C,C,C,C,C,C,A,A,A,3,33
B,B,B,C,C,C,C,C,C,A,A,A,3,34
B,B,B,C,C,C,C,C,C,A,A,A,3,35
A,A,A,C,C,C,C,C,C,A,A,A,3,36
A,A,A,C,C,C,C,C,C,A,A,A,3,37
A,A,A,C,C,C,C,C,C,A,A,A,3,38
A,A,A,C,C,C,C,C,C,A,A,A,3,39
A,A,A,C,C,C,C,C,C,A,A,A,3,40
B,B,B,C,C,C,C,C,C,A,A,A,3,41
A,A,A,C,C,C,C,C,C,A,A,A,3,42
B,B,B,C,C,C,C,C,C,A,A,A,3,43
A,A,A,C,C,C,C,C,C,A,A,A,3,44
