energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-10.0,0.0,1,9
-11.0,0.0,1,10
-12.0,0.0,1,11
-13.0,0.0,1,12
-14.0,0.0,1,13
-15.0,0.0,1,14
-16.0,0.0,1,15
-17.0,0.0,1,16
-18.0,0.0,1,17
-19.0,0.0,1,18
-19.0,0.0,1,19
-19.0,0.0,1,20
-20.0,0.0,1,21
-21.0,0.0,1,22
-22.0,0.0,1,23
-23.0,0.0,1,24
-24.0,0.0,1,25
-25.0,0.0,1,26
-26.0,0.0,1,27
-27.0,0.0,1,28
-28.0,0.0,1,29
-29.0,0.0,1,30
-30.0,0.0,1,31
-31.0,0.0,1,32
-32.0,0.0,1,33
-33.0,0.0,1,34
-33.0,0.0,1,35
-33.0,0.0,1,36
-33.0,0.0,1,37
-33.0,0.0,1,38
-33.0,0.0,1,39
-33.0,0.0,1,40
-33.0,0.0,1,41
-33.0,0.0,1,42
-33.0,0.0,1,43
-33.0,0.0,1,44
-33.0,0.0,1,45
-33.0,0.0,1,46
-33.0,0.0,1,47
-33.0,0.0,1,48
-33.0,0.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-3.0,-1.0,2,3
-4.0,-1.0,2,4
-5.0,-1.0,2,5
-6.0,-1.0,2,6
-7.0,-1.0,2,7
-8.0,-1.0,2,8
-8.0,-2.0,2,9
-9.0,-2.0,2,10
-9.0,-3.0,2,11
-10.0,-3.0,2,12
-11.0,-3.0,2,13
-11.0,-4.0,2,14
-12.0,-4.0,2,15
-13.0,-4.0,2,16
-14.0,-4.0,2,17
-15.0,-4.0,2,18
-16.0,-4.0,2,19
-17.0,-4.0,2,20
-18.0,-4.0,2,21
-19.0,-4.0,2,22
-20.0,-4.0,2,23
-21.0,-4.0,2,24
-22.0,-4.0,2,25
-23.0,-4.0,2,26
-23.0,-4.0,2,27
-23.0,-4.0,2,28
-23.0,-4.0,2,29
-23.0,-4.0,2,30
-24.0,-4.0,2,31
-24.0,-4.0,2,32
-24.0,-4.0,2,33
-24.0,-4.0,2,34
-24.0,-4.0,2,35
-25.0,-4.0,2,36
-26.0,-4.0,2,37
-27.0,-4.0,2,38
