episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -19.036036036036037, -15.471471471471471, -16.27027027027027, -16.02802802802803
2000, 99950, -12.689, -10.266, -15.661, -19.217
3000, 149950, -13.281, -6.469, -40.635, -2.823
4000, 199950, -38.759, -4.704, -46.889, -0.905
5000, 249950, -45.491, -2.963, -47.357, -0.72
6000, 299950, -47.813, -0.846, -46.591, -1.208
7000, 349950, -46.321, -0.922, -46.26, -1.947
8000, 399950, -47.883, -1.059, -47.32, -1.244
9000, 449950, -46.551, -1.424, -45.5, -1.711
10000, 499950, -46.55, -1.562, -45.892, -1.38
11000, 549950, -46.369, -1.723, -46.044, -1.485
12000, 599950, -45.461, -1.981, -46.922, -0.33
13000, 649950, -43.714, -3.455, -47.637, -0.393
14000, 699950, -46.604, -1.734, -48.689, -0.03
15000, 749950, -47.255, -0.525, -48.263, -0.032
16000, 799950, -46.859, -0.508, -44.949, -0.024
17000, 849950, -46.815, -0.62, -48.596, -0.012
18000, 899950, -44.987, -1.2, -48.719, -0.012
19000, 949950, -45.539, -1.361, -48.928, -0.021
20000, 999950, -45.143, -1.286, -46.694, -0.096
21000, 1049950, -46.592, -0.628, -49.251, -0.046
22000, 1099950, -42.503, -1.578, -48.964, -0.014
23000, 1149950, -39.565, -0.538, -48.825, -0.453
24000, 1199950, -46.974, -0.567, -44.204, -3.765
25000, 1249950, -45.519, -1.037, -46.265, -0.19
26000, 1299950, -34.529, -11.957, -46.339, -0.033
27000, 1349950, -39.746, -5.672, -41.323, -0.768
28000, 1399950, -32.465, -13.757, -42.466, -3.257
29000, 1449950, -32.814, -13.421, -46.103, -2.466
30000, 1499950, -31.58, -15.939, -41.927, -1.215
31000, 1549950, -28.151, -18.035, -43.785, -0.924
32000, 1599950, -30.254, -9.873, -48.388, -0.51
33000, 1649950, -33.451, -8.922, -39.147, -4.672
34000, 1699950, -24.473, -12.018, -40.417, -3.906
35000, 1749950, -30.075, -13.019, -44.314, -1.892
36000, 1799950, -33.121, -10.528, -44.84, -0.178
37000, 1849950, -32.495, -10.736, -44.45, -2.801
38000, 1899950, -32.393, -10.881, -41.829, -6.453
39000, 1949950, -27.785, -15.13, -42.691, -3.617
40000, 1999950, -34.804, -8.905, -46.508, -1.529
