episode,step,total_reward
1000, 49950, -158.503019
2000, 99950, -365.231375
3000, 149950, -117.726569
4000, 199950, -104.244953
5000, 249950, -94.936102
6000, 299950, -84.726961
7000, 349950, -85.245584
8000, 399950, -71.851261
9000, 449950, -79.076818
10000, 499950, -69.369225
11000, 549950, -70.060186
12000, 599950, -72.810028
13000, 649950, -63.562096
14000, 699950, -61.837538
15000, 749950, -66.947104
16000, 799950, -59.115151
17000, 849950, -64.684209
18000, 899950, -51.803762
19000, 949950, -65.090100
20000, 999950, -73.138224
21000, 1049950, -60.826789
22000, 1099950, -49.029950
23000, 1149950, -56.199387
24000, 1199950, -64.893689
25000, 1249950, -58.275772
26000, 1299950, -65.577285
27000, 1349950, -75.950719
28000, 1399950, -56.282874
29000, 1449950, -53.630084
30000, 1499950, -51.509072
31000, 1549950, -52.722721
32000, 1599950, -49.170220
33000, 1649950, -48.655248
34000, 1699950, -80.773192
35000, 1749950, -56.909407
36000, 1799950, -52.727934
37000, 1849950, -59.453657
38000, 1899950, -46.788394
39000, 1949950, -55.245035
40000, 1999950, -47.350095
