act0,act1,act2,act3,act4,episode,step
0.005447876174002886,3.574189395294525e-05,0.9858946800231934,0.008543944917619228,7.774947152938694e-05,1,0
4.528130315151202e-09,2.9843869924661703e-05,2.779036334388252e-09,0.9999701976776123,5.028710737750575e-13,1,1
2.6961648913470526e-08,0.1981823742389679,5.908088951400714e-07,0.8018123507499695,4.643032298190519e-06,1,2
1.0353634934290312e-05,0.7088690996170044,4.4633088691625744e-05,0.291022926568985,5.2993596909800544e-05,1,3
0.007552226539701223,5.9624973800964653e-05,0.06327825039625168,0.9284756779670715,0.0006342150736600161,1,4
0.02314215525984764,0.056095611304044724,0.003621457377448678,0.9158802628517151,0.0012604473158717155,1,5
0.002701702294871211,0.016526639461517334,0.00012993151904083788,0.9784858226776123,0.002155902562662959,1,6
0.019039351493120193,0.03505175560712814,0.00018203019862994552,0.9433755874633789,0.0023512535262852907,1,7
0.048987437039613724,0.005167290568351746,1.859238363977056e-05,0.9455978274345398,0.00022877519950270653,1,8
0.001558031770400703,0.010930538177490234,1.546509338368196e-05,0.984248697757721,0.0032472277525812387,1,9
0.0011151691433042288,0.08889323472976685,0.00012077609426341951,0.9092606902122498,0.000610089860856533,1,10
0.0005554838571697474,0.019288869574666023,0.00011951268970733508,0.9797648787498474,0.0002711628039833158,1,11
3.828733383670624e-07,0.9711083769798279,1.331585463049123e-05,0.028878016397356987,5.6117945845812756e-09,1,12
7.036634386281548e-09,1.5912981154997397e-07,0.9999150037765503,8.485204307362437e-05,2.251933395314154e-08,1,13
1.5703602684880025e-06,0.0004645074368454516,0.00029367164825089276,3.451111479080282e-05,0.9992057681083679,1,14
8.066767236414307e-07,1.150193656940246e-05,3.7848999454581644e-06,2.3678738216403872e-05,0.99996018409729,1,15
0.00017664747429080307,0.00013253709767013788,7.476386963389814e-05,0.00020905450219288468,0.9994070529937744,1,16
0.8613155484199524,0.00016384285117965192,0.026286531239748,0.05893024057149887,0.05330383777618408,1,17
0.05428369715809822,0.00010076267790282145,0.014325650408864021,0.026772886514663696,0.9045169949531555,1,18
0.6723531484603882,0.0002995081595145166,0.22298814356327057,0.023420300334692,0.0809389278292656,1,19
0.0009413632797077298,4.966855613020016e-06,1.1388769053155556e-05,7.920555799501017e-05,0.9989631175994873,1,20
0.9997832179069519,3.6041221846971894e-06,6.773423956474289e-05,2.87198554360657e-06,0.00014262093463912606,1,21
0.09202475845813751,2.9120368708390743e-05,0.0018922133604064584,0.00016168566071428359,0.9058921933174133,1,22
0.5040393471717834,0.0011150796199217439,0.13960100710391998,0.00288191344588995,0.35236260294914246,1,23
0.8264157772064209,0.0013945578830316663,0.0024247528053820133,0.05792784318327904,0.11183691769838333,1,24
0.7152655124664307,5.9249312471365556e-05,0.002095457399263978,0.00467929570004344,0.27790048718452454,1,25
0.9198556542396545,0.00011366143735358492,0.0001578732772031799,0.00119794683996588,0.07867469638586044,1,26
0.00019489468832034618,3.1446910725208e-05,1.969375716726063e-06,0.9997716546058655,2.4902799822257293e-09,1,27
0.00016772309027146548,1.777380020939745e-05,0.0002987658663187176,0.9995100498199463,5.768355094915023e-06,1,28
0.00010892916179727763,0.03634876012802124,3.46208325936459e-05,0.963302731513977,0.00020503217820078135,1,29
0.0007986155105754733,0.41363802552223206,0.00013709132326766849,0.5841531753540039,0.0012730653397738934,1,30
