episode,step,agent0_rew,agent1_rew
200, 9950, -94.98768605754599, -89.00023246166
400, 19950, -98.92694583380151, -95.8067051941462
600, 29950, -96.38643608657439, -94.81263126155227
800, 39950, -99.98434889015346, -86.93768400535254
1000, 49950, -94.72027862528611, -89.34643310661278
1200, 59950, -285.12418640932606, -131.92723283615211
1400, 69950, -115.91990257637809, -180.58809283997144
1600, 79950, -72.36977199066273, -79.35549394697807
1800, 89950, -71.51242066703604, -65.15723951321971
2000, 99950, -60.228393264636225, -64.86664925417189
2200, 109950, -59.47467266914, -65.75738743412978
2400, 119950, -60.749558735810176, -60.858186242032644
2600, 129950, -68.73122599446799, -70.66274216955428
2800, 139950, -61.23264790006422, -63.02490305348972
3000, 149950, -63.99426302720533, -68.02716108181795
3200, 159950, -66.43528647955758, -70.37575836935501
3400, 169950, -63.63362918501529, -62.91784919333528
3600, 179950, -53.68612837782873, -55.54613103815717
3800, 189950, -60.94683591770663, -65.99985371051658
4000, 199950, -55.460690492564254, -58.349470072483854
4200, 209950, -58.04319686891684, -60.72704854090949
4400, 219950, -59.42328368901881, -55.45379086718967
4600, 229950, -61.82810387480722, -60.41618759966981
4800, 239950, -52.25210273364331, -49.54788140655461
5000, 249950, -62.02979145651395, -60.30079340185748
5200, 259950, -57.65344364474729, -52.94087377780946
5400, 269950, -63.550686753599265, -59.952616085101056
5600, 279950, -55.61256659286009, -47.32357167840961
5800, 289950, -51.955090020684466, -45.08725093439222
6000, 299950, -47.52765906625365, -44.68648903262036
6200, 309950, -45.2720873106256, -41.13663854359325
6400, 319950, -50.98214598846971, -45.96279852894872
6600, 329950, -47.79706241689093, -40.51306871081597
6800, 339950, -45.00482594344092, -44.24585155776858
7000, 349950, -41.33335610258089, -40.2060879202912
7200, 359950, -45.08045968846936, -41.56903160568599
7400, 369950, -44.46124702962206, -40.67299871689391
7600, 379950, -39.14336281096604, -38.58730731416531
7800, 389950, -36.7907410252696, -36.301110582707416
8000, 399950, -40.10396129101734, -35.51149706955347
8200, 409950, -44.352129598322946, -39.62483263923113
8400, 419950, -38.210415319070385, -35.846532577183204
8600, 429950, -48.2810955338573, -39.45233082218649
8800, 439950, -45.86464743533768, -39.921181352861495
9000, 449950, -42.443880311716576, -38.47968426224504
9200, 459950, -37.43077954145332, -35.38605446953936
9400, 469950, -44.7926683648265, -39.32075915583756
9600, 479950, -45.64616269514691, -40.08004097505267
9800, 489950, -42.070937966651876, -37.66312739684879
10000, 499950, -47.00756241501813, -41.50911429769052
10200, 509950, -43.838875071079066, -44.310371980049474
10400, 519950, -48.24934011182066, -43.01905317494591
10600, 529950, -41.87020157166917, -37.41692965355406
10800, 539950, -43.90216540954214, -38.010438661551404
11000, 549950, -42.10873409621854, -37.15919436138766
11200, 559950, -43.48345286850056, -37.312169342298304
11400, 569950, -42.527503401632366, -36.595736464221645
11600, 579950, -44.66739512527096, -38.83272383063432
11800, 589950, -46.40850591158287, -41.12153525826707
12000, 599950, -41.74409313886743, -36.84093703720245
12200, 609950, -40.992978582262616, -39.67169788546489
12400, 619950, -33.591320121094384, -33.66445538513721
12600, 629950, -39.717903968894824, -39.83342782440186
12800, 639950, -30.574703267348244, -34.154615990643606
13000, 649950, -35.802773593015715, -37.22366217714954
13200, 659950, -39.02512260901132, -37.110889538053236
13400, 669950, -35.79677256724164, -38.463671185484124
13600, 679950, -35.184052091582274, -33.71059697144918
13800, 689950, -32.42898974164005, -34.23299517364498
14000, 699950, -36.47210142430558, -36.5148960999687
14200, 709950, -42.21337655413131, -36.548199994406964
14400, 719950, -37.0733304458935, -33.23441386182486
14600, 729950, -37.12458759782025, -34.51203019552264
14800, 739950, -36.59436791672347, -35.66602147613542
15000, 749950, -34.14568396209312, -35.552566219400276
15200, 759950, -30.951040453902152, -31.419462634519277
15400, 769950, -34.52516701326721, -33.911049597131324
15600, 779950, -41.3885728767018, -42.24230423175283
15800, 789950, -35.515893940415175, -32.89928443384787
16000, 799950, -33.36292698573408, -32.37718873400083
16200, 809950, -36.29220556379566, -33.25707076537884
16400, 819950, -34.7980171015847, -31.405069060590975
16600, 829950, -34.7134032421318, -30.151363673459308
16800, 839950, -35.15219567739586, -31.670906105252914
17000, 849950, -38.42541338739458, -35.726229585843654
17200, 859950, -34.51264329402809, -32.400554219434035
17400, 869950, -41.934368572836426, -43.83338300791928
17600, 879950, -34.841274943255414, -29.869170392906017
17800, 889950, -32.007190419505406, -29.208883317342725
18000, 899950, -35.75155611769342, -32.149653602596864
18200, 909950, -37.89124717017581, -31.99286705654898
18400, 919950, -35.95799659133904, -29.250020200342746
18600, 929950, -30.842764897309884, -26.59444815496522
18800, 939950, -32.191947937416174, -27.38035278425151
19000, 949950, -34.512655376108896, -29.03951112885015
19200, 959950, -33.284982739459075, -26.810663803060187
19400, 969950, -33.31597498422197, -28.656292879796123
19600, 979950, -34.75313329978466, -28.357636460878776
19800, 989950, -35.71009639379884, -29.473483073533817
20000, 999950, -42.52680487916146, -34.14237258749475
