episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
200, 9950, -98.80690976791742, -81.87687350247043, -107.54815740541906, -83.1086525653338
400, 19950, -80.26310658890418, -91.09393268644595, -106.87940941367306, -89.585648167197
600, 29950, -90.33310473876573, -94.31583846237552, -117.82673494770556, -85.69083183605363
800, 39950, -80.44838735958068, -79.39832340202743, -99.92998293625774, -80.7234460260932
1000, 49950, -86.2481908898218, -92.67875547237695, -94.72076450677513, -83.78679421225102
1200, 59950, -216.88502728795282, -426.7352477983892, -142.43995966984346, -421.46971423004646
1400, 69950, -205.17644754261835, -160.38021519203647, -74.74591758332056, -101.94022125793506
1600, 79950, -160.4653144250706, -97.8885501980997, -80.10106187926046, -76.88188925761528
1800, 89950, -62.175417524115254, -72.79813153690212, -57.67628237351257, -75.93259837982194
2000, 99950, -45.43837092313492, -51.25548999615388, -49.774565900596244, -54.48975996665189
2200, 109950, -55.03597914886424, -59.42685244401878, -56.4384460065633, -65.00159924409587
2400, 119950, -53.18955963174651, -58.56175598842739, -54.87706913565314, -57.662537859661185
2600, 129950, -50.34466140957207, -55.41740513611263, -52.775307418120356, -57.55312072711015
2800, 139950, -49.420267319060656, -59.95482502462281, -53.07101438784823, -55.54075614536759
3000, 149950, -49.23441984127274, -58.05693975520031, -55.27636916859442, -57.57512890926574
3200, 159950, -48.854855130354665, -57.238823999612436, -52.56493145928418, -61.229673287660624
3400, 169950, -46.005459734752186, -55.749974678711624, -50.57711702286147, -54.20329011996742
3600, 179950, -41.0963045695581, -50.56173878174323, -42.66609417101177, -48.76491552346735
3800, 189950, -40.33429873929494, -53.12754972631671, -45.5483713969157, -49.39731737272977
4000, 199950, -46.36864049300925, -51.601106648583375, -45.08907269436912, -49.73587316659401
4200, 209950, -37.6724190117867, -50.25983322935972, -40.82367178337297, -44.8257909012999
4400, 219950, -39.056506581697086, -51.502321975428096, -40.757694561412684, -44.317356949356665
4600, 229950, -41.545487087524954, -52.494752289884126, -48.763999368802104, -44.49134803926588
4800, 239950, -38.8331979563254, -51.30852860545158, -42.9767507639572, -41.97043158291957
5000, 249950, -38.587901806211704, -54.308244780117235, -44.73467225236314, -40.9884724826979
5200, 259950, -39.21171097932681, -53.71592636683925, -43.45792614999966, -43.01914954482027
5400, 269950, -39.099214447383766, -52.6316167311406, -44.35758719696425, -43.01529304973919
5600, 279950, -35.74474874536958, -44.88025407246887, -39.87514061910074, -36.99048218930328
5800, 289950, -39.33570003008436, -49.240748557936186, -42.3291691930124, -43.66565568488897
