episode,step,total_reward
1000, 49950, -332.978197
2000, 99950, -781.083300
3000, 149950, -263.887801
4000, 199950, -231.914035
5000, 249950, -218.676847
6000, 299950, -217.094096
7000, 349950, -203.459682
8000, 399950, -195.510263
9000, 449950, -187.797571
10000, 499950, -186.884101
11000, 549950, -169.967770
12000, 599950, -154.997142
13000, 649950, -143.429678
14000, 699950, -141.575992
15000, 749950, -143.792043
16000, 799950, -138.801208
17000, 849950, -140.633691
18000, 899950, -132.151082
19000, 949950, -134.682408
20000, 999950, -141.349167
21000, 1049950, -127.665815
22000, 1099950, -143.508999
23000, 1149950, -154.064154
24000, 1199950, -140.921080
25000, 1249950, -123.939409
26000, 1299950, -126.413717
27000, 1349950, -124.920620
28000, 1399950, -133.220220
29000, 1449950, -116.940194
30000, 1499950, -120.813438
31000, 1549950, -114.779337
32000, 1599950, -125.048079
33000, 1649950, -110.426132
34000, 1699950, -119.746270
35000, 1749950, -122.221788
36000, 1799950, -109.712594
37000, 1849950, -105.989730
38000, 1899950, -111.346495
39000, 1949950, -119.614886
40000, 1999950, -117.645698
