episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -14.226226226226226, -18.403403403403402, -15.857857857857859, -17.08008008008008, -16.73073073073073, -16.43943943943944, -15.418418418418419, -19.526526526526528
2000, 99950, -12.356, -25.738, -8.955, -28.521, -16.466, -19.591, -12.942, -25.538
3000, 149950, -8.958, -39.255, -5.45, -43.204, -5.25, -41.805, -7.942, -39.945
4000, 199950, -11.118, -37.406, -3.148, -45.258, -2.566, -46.623, -6.61, -42.489
5000, 249950, -12.973, -35.719, -2.32, -46.554, -3.127, -46.116, -6.372, -43.048
6000, 299950, -14.09, -34.534, -1.666, -46.337, -3.843, -44.264, -6.431, -42.525
7000, 349950, -19.844, -28.137, -1.222, -47.462, -7.485, -39.272, -6.995, -42.414
8000, 399950, -22.771, -24.415, -0.83, -48.335, -9.877, -35.828, -6.451, -42.917
9000, 449950, -27.768, -18.669, -1.112, -48.619, -13.658, -32.292, -7.215, -42.398
10000, 499950, -26.006, -19.107, -0.835, -48.864, -14.826, -31.312, -7.28, -42.171
11000, 549950, -28.699, -15.956, -0.686, -49.147, -21.748, -25.297, -6.526, -42.766
12000, 599950, -28.196, -14.265, -0.494, -49.195, -34.448, -12.762, -6.485, -43.14
13000, 649950, -30.237, -10.208, -0.694, -49.114, -33.238, -14.519, -7.909, -41.885
14000, 699950, -32.683, -7.788, -1.111, -48.737, -31.679, -16.764, -6.132, -43.783
15000, 749950, -31.041, -9.557, -1.289, -48.666, -32.29, -16.607, -6.179, -43.69
16000, 799950, -30.166, -9.278, -1.023, -48.885, -28.834, -20.205, -6.31, -43.518
17000, 849950, -33.451, -8.271, -1.474, -48.369, -32.566, -16.933, -8.563, -41.192
18000, 899950, -36.567, -6.124, -1.176, -48.786, -30.481, -17.784, -7.561, -42.241
19000, 949950, -34.725, -5.137, -1.176, -48.794, -33.962, -12.733, -4.879, -44.63
20000, 999950, -35.079, -3.663, -1.188, -48.753, -31.685, -14.842, -5.813, -43.683
21000, 1049950, -36.625, -2.666, -0.859, -49.039, -26.33, -17.914, -9.97, -39.225
22000, 1099950, -33.204, -4.783, -0.822, -48.708, -24.716, -17.644, -13.115, -36.087
23000, 1149950, -33.924, -4.971, -1.489, -48.013, -19.535, -21.558, -15.142, -34.767
24000, 1199950, -25.394, -6.161, -2.756, -46.919, -22.102, -18.138, -16.196, -33.718
25000, 1249950, -25.935, -3.23, -2.19, -47.774, -14.766, -21.402, -17.994, -31.913
26000, 1299950, -24.992, -6.292, -2.773, -47.211, -13.469, -22.954, -18.276, -30.62
27000, 1349950, -24.553, -8.842, -3.082, -46.889, -14.546, -26.159, -15.828, -34.102
28000, 1399950, -22.632, -7.318, -3.091, -46.898, -15.408, -27.062, -15.222, -34.726
29000, 1449950, -20.283, -9.675, -1.78, -48.201, -12.853, -28.023, -13.288, -36.684
30000, 1499950, -19.41, -11.951, -1.89, -48.103, -16.024, -24.712, -12.075, -37.903
31000, 1549950, -19.01, -14.91, -1.399, -48.598, -14.341, -27.723, -10.951, -39.027
32000, 1599950, -22.392, -12.669, -2.294, -47.689, -18.208, -21.071, -14.615, -35.331
33000, 1649950, -18.977, -11.809, -2.318, -47.594, -18.48, -19.419, -12.741, -37.239
34000, 1699950, -18.232, -11.008, -2.584, -47.409, -20.298, -18.921, -11.947, -37.942
35000, 1749950, -15.919, -13.61, -2.419, -47.568, -19.114, -19.192, -12.103, -37.757
36000, 1799950, -16.637, -12.855, -2.157, -47.811, -19.394, -21.854, -15.487, -34.235
37000, 1849950, -12.644, -17.141, -1.49, -48.501, -17.242, -21.118, -10.119, -39.791
38000, 1899950, -13.844, -15.7, -1.845, -47.968, -19.955, -17.897, -8.797, -41.042
39000, 1949950, -13.63, -20.096, -1.9, -48.058, -17.542, -20.553, -10.786, -38.622
40000, 1999950, -12.713, -18.585, -2.203, -47.726, -15.472, -23.367, -10.159, -38.824
