episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -81.39750399059183, -83.48915843121961, -80.626224867549, -80.22378290682344
2000, 99950, -187.76336771448982, -144.01960687511067, -95.94721921460606, -164.7464916471057
3000, 149950, -75.16734031066152, -64.28287475614569, -63.73192147799489, -62.44982459691504
4000, 199950, -66.2900310573229, -52.18869936778539, -60.31677780949506, -62.43365191660514
5000, 249950, -59.77544270265142, -54.86067878054434, -58.3220672146835, -60.5004960656256
6000, 299950, -60.470359347604216, -49.95592869718944, -51.637349062563565, -55.47269158100702
7000, 349950, -54.13891417700278, -45.54367342794151, -47.74259735717197, -55.65135387721884
8000, 399950, -54.90823645877009, -39.64666927889691, -38.27355124015883, -51.701233055301195
9000, 449950, -46.85071214714361, -35.95084443607356, -36.18079558810982, -48.47846990996887
10000, 499950, -39.72853782979029, -39.167495779241435, -73.1881089359964, -53.55242474160689
11000, 549950, -36.44469497850374, -35.21738290990858, -41.60637348079946, -50.12883197381376
12000, 599950, -35.234939187836886, -35.36753262919517, -44.132170062261316, -44.97024035861535
13000, 649950, -37.43322287257613, -33.18097014442483, -44.21135404185527, -42.78412501111682
14000, 699950, -40.9491908226542, -34.64057116640426, -41.62728853224639, -70.3770676200258
15000, 749950, -34.03209328486334, -28.85725094938423, -33.84298139328345, -38.95613640836785
16000, 799950, -35.23334796900822, -28.081185689353674, -37.07576975366671, -42.04173448829024
17000, 849950, -37.60678817897624, -28.522443715363046, -35.6849844669144, -43.17684344890018
18000, 899950, -34.814805303018176, -27.465628869262027, -32.695429824443714, -40.293995942706175
19000, 949950, -34.15202013390118, -27.62869591612376, -37.51566350900716, -37.658248308316004
20000, 999950, -32.8629127105004, -27.48945356400157, -31.614155716926565, -39.85552543858555
21000, 1049950, -36.582491717192326, -28.355932072705137, -31.749493306519025, -39.820982060161164
22000, 1099950, -32.79681178326337, -28.147932324016452, -32.13906534797724, -47.431511451881946
23000, 1149950, -33.415758200969094, -26.454403476194653, -33.515185019780766, -42.46409560409875
24000, 1199950, -35.893568546888666, -27.443123842589873, -32.71003611520952, -41.561737668887986
25000, 1249950, -41.73983040042025, -29.10870051019869, -33.4251112089338, -40.815715351091185
26000, 1299950, -38.067959179972874, -26.296075137873622, -30.633906407402385, -38.679813256851475
27000, 1349950, -38.31517485820774, -26.003865865069077, -31.93672807878597, -44.99305796919552
28000, 1399950, -54.55137008357274, -25.335196536921192, -31.896946326509422, -41.63617249488013
29000, 1449950, -46.70998210273053, -27.49059145186199, -34.69334912239142, -45.96157555199033
30000, 1499950, -37.953870914392056, -24.973008503526327, -33.46819720758595, -41.24814323915991
31000, 1549950, -47.4860106814639, -32.26341074168845, -35.187376238424626, -39.1952142212147
32000, 1599950, -41.72218811643034, -24.208248666614594, -29.195005661611397, -33.27276627196105
33000, 1649950, -35.36258029722223, -23.19188624616713, -27.583507390860426, -37.134108948262714
34000, 1699950, -35.61011223586034, -25.178486820212594, -28.103287619426833, -52.27568147598608
35000, 1749950, -32.342380173172664, -24.95491930960551, -42.268081795167916, -41.339238134270836
36000, 1799950, -31.149762974009906, -27.319847713502654, -31.303113118185202, -61.6643306341624
37000, 1849950, -47.96788272451008, -26.11498019613717, -27.68643873232447, -47.32905715827611
38000, 1899950, -44.55653095122545, -24.63534958933549, -28.387650949288496, -40.45414533123427
39000, 1949950, -33.30053876637433, -24.03314084649994, -30.51406925318034, -36.85780728063253
40000, 1999950, -30.473694541244285, -27.44356134098612, -47.75911626493556, -38.17044421039591
