episode,step,total_reward
200, 9950, -158.032572
400, 19950, -155.195904
600, 29950, -157.681392
800, 39950, -154.921141
1000, 49950, -181.277682
1200, 59950, -412.354699
1400, 69950, -133.291360
1600, 79950, -148.667286
1800, 89950, -108.940566
2000, 99950, -108.414768
2200, 109950, -106.066375
2400, 119950, -106.837372
2600, 129950, -93.132700
2800, 139950, -90.791868
3000, 149950, -80.956820
3200, 159950, -76.365234
3400, 169950, -80.621536
3600, 179950, -69.415358
3800, 189950, -66.669881
4000, 199950, -63.575894
4200, 209950, -62.745473
4400, 219950, -59.179008
4600, 229950, -60.249412
4800, 239950, -53.813240
5000, 249950, -52.627190
5200, 259950, -54.871494
5400, 269950, -55.318290
5600, 279950, -56.813489
5800, 289950, -55.128292
6000, 299950, -54.535185
6200, 309950, -56.409040
6400, 319950, -52.845207
6600, 329950, -51.843114
6800, 339950, -56.568148
7000, 349950, -53.966267
7200, 359950, -52.508483
7400, 369950, -53.602855
7600, 379950, -53.708903
7800, 389950, -50.677894
8000, 399950, -50.561097
8200, 409950, -48.485384
8400, 419950, -52.671387
8600, 429950, -56.526745
8800, 439950, -66.093852
9000, 449950, -53.657983
9200, 459950, -53.879184
9400, 469950, -53.146278
9600, 479950, -41.199329
9800, 489950, -47.515429
10000, 499950, -56.654502
10200, 509950, -53.519894
10400, 519950, -52.988836
10600, 529950, -47.407242
10800, 539950, -54.529133
11000, 549950, -53.913703
11200, 559950, -51.913651
11400, 569950, -43.631945
11600, 579950, -48.272247
11800, 589950, -53.612358
12000, 599950, -49.353657
12200, 609950, -46.000329
12400, 619950, -43.738957
12600, 629950, -49.013713
12800, 639950, -44.924229
13000, 649950, -50.527502
13200, 659950, -41.117570
13400, 669950, -46.601301
13600, 679950, -48.880841
13800, 689950, -41.742357
14000, 699950, -45.565333
14200, 709950, -42.715630
14400, 719950, -47.980104
14600, 729950, -47.455369
14800, 739950, -48.976048
15000, 749950, -52.285899
15200, 759950, -48.312806
15400, 769950, -59.376540
15600, 779950, -62.723660
15800, 789950, -47.876361
16000, 799950, -51.077221
16200, 809950, -44.978492
16400, 819950, -46.134145
16600, 829950, -43.265350
16800, 839950, -44.372649
17000, 849950, -42.898942
17200, 859950, -40.244296
17400, 869950, -42.491606
17600, 879950, -48.058192
17800, 889950, -44.410216
18000, 899950, -43.400632
18200, 909950, -46.427741
18400, 919950, -48.218547
18600, 929950, -41.545172
18800, 939950, -43.652267
19000, 949950, -44.413006
19200, 959950, -43.461181
19400, 969950, -37.849079
19600, 979950, -46.187689
19800, 989950, -44.753599
20000, 999950, -46.164544
