act0,act1,act2,episode,step
0.9385779500007629,0.061074163764715195,0.0003478303551673889,1,0
7.800628372933716e-05,0.9999179840087891,4.037408416479593e-06,1,1
0.934673011302948,0.035537898540496826,0.029789090156555176,1,2
0.11317482590675354,0.8800357580184937,0.006789443548768759,1,3
0.996887743473053,0.0005670820246450603,0.002545179333537817,1,4
0.9243626594543457,0.06747967004776001,0.008157630451023579,1,5
0.9728800058364868,0.012125348672270775,0.014994706027209759,1,6
0.37426048517227173,0.5926371812820435,0.033102359622716904,1,7
0.9998433589935303,1.7516502339276485e-05,0.00013913481961935759,1,8
0.9849908947944641,0.009762910194694996,0.005246262531727552,1,9
0.8286122679710388,0.1608077436685562,0.010579909197986126,1,10
0.12068090587854385,0.11682575941085815,0.7624933123588562,1,11
0.017109785228967667,0.9738709926605225,0.009019305929541588,1,12
0.6152676939964294,0.15656693279743195,0.2281654179096222,1,13
0.6819138526916504,0.3060482144355774,0.01203799806535244,1,14
0.00046636367915198207,0.9994639754295349,6.967281660763547e-05,1,15
0.688745379447937,0.2903784513473511,0.020876221358776093,1,16
0.5686289668083191,0.3973129689693451,0.03405802696943283,1,17
0.0016503642546012998,0.99676513671875,0.001584566431120038,1,18
0.0341874398291111,0.9646405577659607,0.0011720600305125117,1,19
0.8925771713256836,0.08393969386816025,0.02348312921822071,1,20
0.9101440906524658,0.08498930186033249,0.00486650038510561,1,21
0.06326811015605927,0.9350103735923767,0.0017215447733178735,1,22
0.9399097561836243,0.046313438564538956,0.013776891864836216,1,23
0.9552145004272461,0.04429587349295616,0.0004896019818261266,1,24
0.24781392514705658,0.7486322522163391,0.0035537532530725002,1,25
0.991929292678833,0.0023875064216554165,0.00568315340206027,1,26
0.029209254309535027,0.9689548015594482,0.001835874980315566,1,27
0.9465272426605225,0.045734576880931854,0.007738178130239248,1,28
0.0015560293104499578,0.9980436563491821,0.0004002209461759776,1,29
0.9787800312042236,0.02027050592005253,0.0009493895922787488,1,30
0.021565288305282593,0.9747933745384216,0.003641277551651001,1,31
0.013456132262945175,0.9831647276878357,0.00337916798889637,1,32
0.8492649793624878,0.14758484065532684,0.003150147618725896,1,33
0.2470531165599823,0.68330317735672,0.06964372843503952,1,34
0.9994320273399353,0.0001477902987971902,0.000420252385083586,1,35
0.9931111335754395,0.0012255883775651455,0.005663316231220961,1,36
0.9972631931304932,0.00209233770146966,0.0006444653263315558,1,37
0.8531061410903931,0.10076187551021576,0.04613205045461655,1,38
0.08836085349321365,0.004689210560172796,0.9069498777389526,1,39
0.504339337348938,0.14698171615600586,0.348678857088089,1,40
0.6829084157943726,0.027862468734383583,0.2892291247844696,1,41
0.0013694455847144127,0.9982159733772278,0.00041454442543908954,1,42
0.4621634781360626,0.4235054552555084,0.11433115601539612,1,43
0.18112868070602417,0.781110405921936,0.03776088356971741,1,44
0.0017574330559000373,0.9967643022537231,0.001478274934925139,1,45
0.22468562424182892,0.7610149383544922,0.01429949700832367,1,46
0.9964434504508972,0.0027842423878610134,0.0007723227026872337,1,47
0.5031885504722595,0.48357561230659485,0.01323582325130701,1,48
0.011584365740418434,0.9749885201454163,0.01342708244919777,1,49
0.9725155830383301,0.02553185634315014,0.0019525245297700167,2,0
0.9997434020042419,0.00016806667554192245,8.856474596541375e-05,2,1
0.9843316078186035,0.01536326389759779,0.0003050481900572777,2,2
0.998239278793335,0.001664615934714675,9.617254545446485e-05,2,3
0.9991408586502075,0.0006293126498349011,0.0002297643368365243,2,4
0.9998477697372437,9.9824697826989e-05,5.232423063716851e-05,2,5
0.17907443642616272,0.8198122978210449,0.0011132509680464864,2,6
0.9535179734230042,0.010068271309137344,0.0364137664437294,2,7
0.9650216698646545,4.80399357911665e-05,0.034930240362882614,2,8
0.00517306150868535,0.0002522057911846787,0.9945747256278992,2,9
0.9002708196640015,0.006879003252834082,0.09285017102956772,2,10
0.16518838703632355,8.511663327226415e-05,0.8347265124320984,2,11
0.3450866937637329,0.5971524715423584,0.05776085704565048,2,12
0.00949461292475462,0.9751245975494385,0.015380818396806717,2,13
0.9167356491088867,0.07074958831071854,0.012514693662524223,2,14
0.9872439503669739,0.011766021139919758,0.0009900119621306658,2,15
0.0031265635043382645,0.9964895844459534,0.00038380318437702954,2,16
0.9065571427345276,0.04772033914923668,0.04572250694036484,2,17
0.00747750885784626,0.9915627241134644,0.0009597141179256141,2,18
0.36373239755630493,0.6345166563987732,0.001750956755131483,2,19
0.9815483689308167,0.0017338745528832078,0.016717778518795967,2,20
0.9652085304260254,0.03391003981232643,0.0008814805187284946,2,21
0.08601535856723785,0.9038836359977722,0.010100936517119408,2,22
0.9813399910926819,0.017226025462150574,0.0014339593471959233,2,23
0.49964019656181335,0.4960479736328125,0.004311833996325731,2,24
0.86402428150177,0.13547693192958832,0.0004987459979020059,2,25
0.9887174367904663,0.008001797832548618,0.0032808054238557816,2,26
0.7254282236099243,0.25755155086517334,0.017020219936966896,2,27
0.003797098295763135,0.9932751655578613,0.002927731489762664,2,28
0.20512177050113678,0.7878218293190002,0.0070563810877501965,2,29
0.9773099422454834,0.01666521467268467,0.006024764850735664,2,30
0.4884497821331024,0.4864506721496582,0.025099564343690872,2,31
0.19323815405368805,0.8056588768959045,0.0011029454180970788,2,32
0.9597272276878357,0.0001821971673052758,0.04009053111076355,2,33
0.9979998469352722,0.0007585737621411681,0.0012415824458003044,2,34
0.9354642033576965,0.0591660812497139,0.005369752179831266,2,35
7.792792894179001e-05,0.9998352527618408,8.671388786751777e-05,2,36
0.019502485170960426,0.9662004113197327,0.014297066256403923,2,37
0.16987286508083344,0.8269436359405518,0.0031835485715419054,2,38
0.9950135350227356,0.0018468855414539576,0.0031396348495036364,2,39
0.9988114833831787,0.00014835086767561734,0.001040180097334087,2,40
0.9973905682563782,0.0015597727615386248,0.0010496580507606268,2,41
0.9502589702606201,0.048631370067596436,0.0011095331283286214,2,42
0.7194007635116577,0.27683860063552856,0.0037606130354106426,2,43
0.0013411996187642217,0.9955649971961975,0.0030938140116631985,2,44
0.38619378209114075,0.6023087501525879,0.011497480794787407,2,45
0.9967171549797058,0.001968728844076395,0.0013141141971573234,2,46
0.2104397863149643,0.7561846971511841,0.03337554633617401,2,47
0.9982989430427551,0.0002476375666446984,0.0014534424990415573,2,48
0.7607367634773254,0.23748692870140076,0.0017762653296813369,2,49
0.9664092063903809,0.033546995371580124,4.3767340685008094e-05,3,0
0.4397971034049988,0.5505526661872864,0.009650223888456821,3,1
0.9985185265541077,1.6058091205195524e-05,0.0014654668048024178,3,2
0.9821470379829407,0.017140492796897888,0.0007124051917344332,3,3
0.7300398349761963,0.26254019141197205,0.007419999223202467,3,4
0.0165287796407938,0.9822891354560852,0.0011820942163467407,3,5
0.9981903433799744,0.0004218177346047014,0.001387857017107308,3,6
0.021216347813606262,0.976129412651062,0.00265426910482347,3,7
0.9999173879623413,1.8743703549262136e-05,6.38886631350033e-05,3,8
0.03578777238726616,0.9640378355979919,0.00017433956963941455,3,9
0.9935480952262878,0.00013478453911375254,0.006317158695310354,3,10
0.7611658573150635,0.23721076548099518,0.001623382791876793,3,11
0.9808711409568787,0.00021739877411164343,0.018911464139819145,3,12
0.9745867252349854,0.011776636354625225,0.01363664586097002,3,13
0.9853463172912598,0.01426655799150467,0.0003871548397000879,3,14
0.5847151875495911,0.3569049835205078,0.05837982892990112,3,15
0.0015224639791995287,0.9979827404022217,0.0004947329289279878,3,16
0.99130779504776,0.00831089448183775,0.0003813166986219585,3,17
0.0003754766075871885,0.9996142387390137,1.02199437606032e-05,3,18
0.9834475517272949,0.0005744103109464049,0.015977982431650162,3,19
0.3523203432559967,0.6120814681053162,0.035598281770944595,3,20
0.8560556769371033,0.1427830010652542,0.0011613683309406042,3,21
0.07340137660503387,0.9236207604408264,0.0029778864700347185,3,22
0.12647022306919098,0.8710618019104004,0.0024680739734321833,3,23
0.008669352158904076,0.9912426471710205,8.807134145172313e-05,3,24
0.38252684473991394,0.016173841431736946,0.6012993454933167,3,25
0.9390444755554199,0.06027171015739441,0.0006838123663328588,3,26
0.9925106763839722,0.00039425838622264564,0.007095061708241701,3,27
0.9945195317268372,0.0001780248712748289,0.005302439909428358,3,28
0.9936012625694275,0.005574575625360012,0.0008241097093559802,3,29
0.8885021209716797,0.10462098568677902,0.006876879837363958,3,30
0.66280198097229,0.31702739000320435,0.020170623436570168,3,31
0.034130800515413284,0.9521364569664001,0.013732650317251682,3,32
0.1097743958234787,0.8832746744155884,0.006950882729142904,3,33
0.7438181042671204,0.12925103306770325,0.1269308626651764,3,34
0.6419822573661804,0.3519628047943115,0.0060549709014594555,3,35
0.01006412599235773,0.9879742860794067,0.001961556961759925,3,36
0.9060638546943665,0.04827598109841347,0.04566022753715515,3,37
0.31025758385658264,0.6818270087242126,0.007915372028946877,3,38
0.9766080379486084,0.006922371219843626,0.016469528898596764,3,39
0.6844733953475952,0.16721110045909882,0.14831559360027313,3,40
0.015847720205783844,0.9838211536407471,0.00033125808113254607,3,41
0.009928697720170021,0.9897769689559937,0.00029440392972901464,3,42
0.9767479300498962,0.020703187212347984,0.00254889577627182,3,43
0.9901984930038452,0.007138300221413374,0.002663267543539405,3,44
0.9915462136268616,0.007928701117634773,0.0005250979447737336,3,45
0.380828857421875,0.602592945098877,0.01657823659479618,3,46
0.8338163495063782,0.15594324469566345,0.010240394622087479,3,47
0.9651229977607727,0.030992915853857994,0.003884068690240383,3,48
0.22365263104438782,0.7744784951210022,0.0018689545104280114,3,49
0.0009417780092917383,0.00017762024071998894,0.9988805651664734,4,0
0.002832843689247966,0.0005660243914462626,0.9966011047363281,4,1
0.15725161135196686,0.0006509021040983498,0.8420974612236023,4,2
0.9224163889884949,0.0020699899177998304,0.0755135640501976,4,3
0.9907061457633972,0.0009349268511869013,0.008358987048268318,4,4
0.9634422659873962,0.00010372821270721033,0.036453984677791595,4,5
0.07266976684331894,0.08583879470825195,0.8414914608001709,4,6
0.2384328991174698,0.03319821506738663,0.7283688187599182,4,7
0.8816549181938171,0.08988557755947113,0.02845950424671173,4,8
0.01280959416180849,0.8767333030700684,0.11045701801776886,4,9
0.09257114678621292,0.0013365790946409106,0.9060922861099243,4,10
0.03522105887532234,0.9621726274490356,0.0026063229888677597,4,11
0.9575930237770081,0.04019518196582794,0.002211777726188302,4,12
0.9727338552474976,0.0228030476719141,0.00446303840726614,4,13
0.8389652371406555,0.15266548097133636,0.008369210176169872,4,14
0.9738808870315552,0.02252143621444702,0.003597664413973689,4,15
0.9894563555717468,0.00900230836123228,0.0015413271030411124,4,16
0.009457424283027649,0.9892654418945312,0.0012771692126989365,4,17
