episode,step,agent0_rew,agent1_rew
1000, 49950, -80.25127182763671, -80.25127182763671
2000, 99950, -192.97821019587695, -192.97821019587695
3000, 149950, -97.92641234493361, -97.92641234493361
4000, 199950, -74.896722495317, -74.896722495317
5000, 249950, -68.94773223563624, -68.94773223563624
6000, 299950, -68.54060718924472, -68.54060718924472
7000, 349950, -66.54672961908524, -66.54672961908524
8000, 399950, -75.6549948371489, -75.6549948371489
9000, 449950, -68.02298214957065, -68.02298214957065
10000, 499950, -70.03926556438377, -70.03926556438377
11000, 549950, -63.699530093940915, -63.699530093940915
12000, 599950, -64.96317728715341, -64.96317728715341
13000, 649950, -63.69826127643585, -63.69826127643585
14000, 699950, -60.34687872076823, -60.34687872076823
15000, 749950, -62.09225657032292, -62.09225657032292
16000, 799950, -98.66462664687721, -98.66462664687721
17000, 849950, -60.35535110976821, -60.35535110976821
18000, 899950, -58.78244318500915, -58.78244318500915
19000, 949950, -60.856115523256825, -60.856115523256825
20000, 999950, -56.32734889070097, -56.32734889070097
21000, 1049950, -53.84530875032992, -53.84530875032992
22000, 1099950, -48.92558065845883, -48.92558065845883
23000, 1149950, -51.61737128469958, -51.61737128469958
24000, 1199950, -45.624384521653035, -45.624384521653035
25000, 1249950, -42.980817654020974, -42.980817654020974
26000, 1299950, -85.04624991951138, -85.04624991951138
27000, 1349950, -87.6704570860901, -87.6704570860901
28000, 1399950, -71.50214566713741, -71.50214566713741
29000, 1449950, -74.14140118961161, -74.14140118961161
30000, 1499950, -68.2648541573834, -68.2648541573834
31000, 1549950, -72.54234188451606, -72.54234188451606
32000, 1599950, -157.17060741078976, -157.17060741078976
33000, 1649950, -114.52566153120287, -114.52566153120287
34000, 1699950, -68.54708453352394, -68.54708453352394
35000, 1749950, -284.83323831982574, -284.83323831982574
36000, 1799950, -69.75414950195392, -69.75414950195392
37000, 1849950, -66.25829981538163, -66.25829981538163
38000, 1899950, -64.95664878997606, -64.95664878997606
39000, 1949950, -64.687130568934, -64.687130568934
40000, 1999950, -69.14845287547138, -69.14845287547138
41000, 2049950, -64.82081088282273, -64.82081088282273
42000, 2099950, -63.68357015326992, -63.68357015326992
43000, 2149950, -68.36655312904236, -68.36655312904236
44000, 2199950, -65.7881104911707, -65.7881104911707
45000, 2249950, -121.13415874087273, -121.13415874087273
46000, 2299950, -125.67533245329287, -125.67533245329287
47000, 2349950, -115.79958602103649, -115.79958602103649
48000, 2399950, -70.74982938030051, -70.74982938030051
49000, 2449950, -56.51632216597135, -56.51632216597135
50000, 2499950, -51.05064751958109, -51.05064751958109
51000, 2549950, -80.29866844113465, -80.29866844113465
52000, 2599950, -69.7092284827416, -69.7092284827416
53000, 2649950, -69.20104251724975, -69.20104251724975
54000, 2699950, -64.68036966677194, -64.68036966677194
55000, 2749950, -66.78199320495483, -66.78199320495483
56000, 2799950, -65.18453216986235, -65.18453216986235
57000, 2849950, -102.4495784934776, -102.4495784934776
58000, 2899950, -60.144093203827275, -60.144093203827275
59000, 2949950, -300.0622144548954, -300.0622144548954
60000, 2999950, -207.80483654463532, -207.80483654463532
61000, 3049950, -65.35583039657482, -65.35583039657482
62000, 3099950, -61.01133817871296, -61.01133817871296
63000, 3149950, -56.09899515172912, -56.09899515172912
64000, 3199950, -60.18328766559022, -60.18328766559022
65000, 3249950, -53.09892955365048, -53.09892955365048
66000, 3299950, -68.5088524012946, -68.5088524012946
67000, 3349950, -45.92998968743313, -45.92998968743313
68000, 3399950, -44.98488707293177, -44.98488707293177
69000, 3449950, -46.15141916524633, -46.15141916524633
70000, 3499950, -65.23563710414177, -65.23563710414177
71000, 3549950, -49.76954535282096, -49.76954535282096
72000, 3599950, -50.51966876434982, -50.51966876434982
73000, 3649950, -48.256130544671414, -48.256130544671414
74000, 3699950, -47.594076961175915, -47.594076961175915
75000, 3749950, -50.034097543323234, -50.034097543323234
76000, 3799950, -48.82492098524294, -48.82492098524294
77000, 3849950, -49.51938263429127, -49.51938263429127
78000, 3899950, -92.51294843490986, -92.51294843490986
79000, 3949950, -49.37206527706534, -49.37206527706534
80000, 3999950, -89.2319836356726, -89.2319836356726
81000, 4049950, -54.20661965452838, -54.20661965452838
82000, 4099950, -54.79880417017429, -54.79880417017429
83000, 4149950, -54.102645688329815, -54.102645688329815
84000, 4199950, -55.69184815466455, -55.69184815466455
85000, 4249950, -54.05589381898899, -54.05589381898899
86000, 4299950, -56.569280596388516, -56.569280596388516
87000, 4349950, -107.8069477044723, -107.8069477044723
88000, 4399950, -1476.2240713820374, -1476.2240713820374
89000, 4449950, -387.29057306703567, -387.29057306703567
90000, 4499950, -67.77489793554935, -67.77489793554935
91000, 4549950, -103.56987434221068, -103.56987434221068
92000, 4599950, -69.04673267402957, -69.04673267402957
93000, 4649950, -71.0385328953056, -71.0385328953056
94000, 4699950, -68.67819004989708, -68.67819004989708
95000, 4749950, -66.63457051237111, -66.63457051237111
96000, 4799950, -67.67497974344674, -67.67497974344674
97000, 4849950, -65.79356507408853, -65.79356507408853
98000, 4899950, -67.6260443975414, -67.6260443975414
99000, 4949950, -67.33963315842499, -67.33963315842499
100000, 4999950, -67.41267357373856, -67.41267357373856
