episode,step,total_reward
1000, 49950, -160.502544
2000, 99950, -385.956420
3000, 149950, -195.852825
4000, 199950, -149.793445
5000, 249950, -137.895464
6000, 299950, -137.081214
7000, 349950, -133.093459
8000, 399950, -151.309990
9000, 449950, -136.045964
10000, 499950, -140.078531
11000, 549950, -127.399060
12000, 599950, -129.926355
13000, 649950, -127.396523
14000, 699950, -120.693757
15000, 749950, -124.184513
16000, 799950, -197.329253
17000, 849950, -120.710702
18000, 899950, -117.564886
19000, 949950, -121.712231
20000, 999950, -112.654698
21000, 1049950, -107.690618
22000, 1099950, -97.851161
23000, 1149950, -103.234743
24000, 1199950, -91.248769
25000, 1249950, -85.961635
26000, 1299950, -170.092500
27000, 1349950, -175.340914
28000, 1399950, -143.004291
29000, 1449950, -148.282802
30000, 1499950, -136.529708
31000, 1549950, -145.084684
32000, 1599950, -314.341215
33000, 1649950, -229.051323
34000, 1699950, -137.094169
35000, 1749950, -569.666477
36000, 1799950, -139.508299
37000, 1849950, -132.516600
38000, 1899950, -129.913298
39000, 1949950, -129.374261
40000, 1999950, -138.296906
41000, 2049950, -129.641622
42000, 2099950, -127.367140
43000, 2149950, -136.733106
44000, 2199950, -131.576221
45000, 2249950, -242.268317
46000, 2299950, -251.350665
47000, 2349950, -231.599172
48000, 2399950, -141.499659
49000, 2449950, -113.032644
50000, 2499950, -102.101295
51000, 2549950, -160.597337
52000, 2599950, -139.418457
53000, 2649950, -138.402085
54000, 2699950, -129.360739
55000, 2749950, -133.563986
56000, 2799950, -130.369064
57000, 2849950, -204.899157
58000, 2899950, -120.288186
59000, 2949950, -600.124429
60000, 2999950, -415.609673
61000, 3049950, -130.711661
62000, 3099950, -122.022676
63000, 3149950, -112.197990
64000, 3199950, -120.366575
65000, 3249950, -106.197859
66000, 3299950, -137.017705
67000, 3349950, -91.859979
68000, 3399950, -89.969774
69000, 3449950, -92.302838
70000, 3499950, -130.471274
71000, 3549950, -99.539091
72000, 3599950, -101.039338
73000, 3649950, -96.512261
74000, 3699950, -95.188154
75000, 3749950, -100.068195
76000, 3799950, -97.649842
77000, 3849950, -99.038765
78000, 3899950, -185.025897
79000, 3949950, -98.744131
80000, 3999950, -178.463967
81000, 4049950, -108.413239
82000, 4099950, -109.597608
83000, 4149950, -108.205291
84000, 4199950, -111.383696
85000, 4249950, -108.111788
86000, 4299950, -113.138561
87000, 4349950, -215.613895
88000, 4399950, -2952.448143
89000, 4449950, -774.581146
90000, 4499950, -135.549796
91000, 4549950, -207.139749
92000, 4599950, -138.093465
93000, 4649950, -142.077066
94000, 4699950, -137.356380
95000, 4749950, -133.269141
96000, 4799950, -135.349959
97000, 4849950, -131.587130
98000, 4899950, -135.252089
99000, 4949950, -134.679266
100000, 4999950, -134.825347
