episode,step,total_reward
1000, 49950, -176.993220
2000, 99950, -282.303790
3000, 149950, -135.066301
4000, 199950, -141.762655
5000, 249950, -136.550231
6000, 299950, -134.037252
7000, 349950, -120.385863
8000, 399950, -107.794534
9000, 449950, -91.286513
10000, 499950, -88.250237
11000, 549950, -94.329143
12000, 599950, -82.948650
13000, 649950, -77.268883
14000, 699950, -79.515952
15000, 749950, -75.568293
16000, 799950, -73.450101
17000, 849950, -77.371420
18000, 899950, -77.925941
19000, 949950, -71.630496
20000, 999950, -71.469235
21000, 1049950, -70.675217
22000, 1099950, -86.359948
23000, 1149950, -77.416990
24000, 1199950, -65.306838
25000, 1249950, -96.083066
26000, 1299950, -111.387749
27000, 1349950, -78.836340
28000, 1399950, -68.006958
29000, 1449950, -74.603917
30000, 1499950, -86.066328
31000, 1549950, -75.489964
32000, 1599950, -65.269292
33000, 1649950, -71.103348
34000, 1699950, -65.841187
35000, 1749950, -84.193115
36000, 1799950, -67.986823
37000, 1849950, -68.199204
38000, 1899950, -67.524566
39000, 1949950, -75.059451
40000, 1999950, -84.955959
