episode,step,agent0_rew,agent1_rew
1000, 49950, -89.57842724509615, -87.41479296031521
2000, 99950, -112.31936344801642, -169.98442670345915
3000, 149950, -65.98505789554352, -69.08124309304188
4000, 199950, -68.44378953172208, -73.31886545464603
5000, 249950, -68.90263216064291, -67.64759903014742
6000, 299950, -64.66823129876236, -69.36902112984235
7000, 349950, -65.07343580911046, -55.31242704498829
8000, 399950, -62.14037904280735, -45.65415510141671
9000, 449950, -45.6467389392335, -45.63977428912547
10000, 499950, -39.92829433648, -48.32194292813931
11000, 549950, -46.90123553793256, -47.42790708816197
12000, 599950, -44.33937598970334, -38.609274473245534
13000, 649950, -36.23262480397227, -41.03625804372667
14000, 699950, -39.55886177603539, -39.9570905296976
15000, 749950, -35.21461365942795, -40.35367953842398
16000, 799950, -36.24113273179147, -37.20896844383892
17000, 849950, -40.803330650716305, -36.56808962019357
18000, 899950, -36.82365348682908, -41.10228738616877
19000, 949950, -36.129096700072495, -35.50139940673582
20000, 999950, -34.39201937626976, -37.077215830780446
21000, 1049950, -33.2660101729537, -37.40920714310512
22000, 1099950, -35.59126963484358, -50.768678611411396
23000, 1149950, -32.50931993774048, -44.90767035510037
24000, 1199950, -31.429533225238337, -33.87730479941527
25000, 1249950, -34.21481412600825, -61.86825216888357
26000, 1299950, -33.5981522310929, -77.7895971970926
27000, 1349950, -42.70348517089528, -36.13285437549821
28000, 1399950, -34.17274820701237, -33.834210201060635
29000, 1449950, -37.23125548643875, -37.37266144861533
30000, 1499950, -47.58736589533917, -38.478962036005676
31000, 1549950, -33.270957750674484, -42.21900606958829
32000, 1599950, -29.594890274045408, -35.67440200723784
33000, 1649950, -30.68049602065365, -40.42285217252365
34000, 1699950, -33.422220372721874, -32.41896668653893
35000, 1749950, -41.071266969899256, -43.12184832682676
36000, 1799950, -31.893077918511178, -36.09374522748623
37000, 1849950, -36.25273605231695, -31.94646790732036
38000, 1899950, -33.52391647919285, -34.00064932958476
39000, 1949950, -36.79073542706642, -38.2687151802854
40000, 1999950, -36.062072431407024, -48.893886606232314
