a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
B,B,B,A,A,A,B,B,B,B,B,B,1,0
B,B,B,A,A,A,B,B,B,B,B,B,1,1
B,B,B,A,A,A,B,B,B,A,A,A,1,2
B,B,B,A,A,A,B,B,B,A,A,A,1,3
B,B,B,A,A,A,B,B,B,A,A,A,1,4
B,B,B,A,A,A,B,B,B,A,A,A,1,5
B,B,B,A,A,A,B,B,B,A,A,A,1,6
A,A,A,A,A,A,B,B,B,A,A,A,1,7
B,B,B,B,B,B,B,B,B,A,A,A,1,8
A,A,A,A,A,A,B,B,B,A,A,A,1,9
B,B,B,B,B,B,B,B,B,A,A,A,1,10
B,B,B,A,A,A,B,B,B,A,A,A,1,11
A,A,A,A,A,A,B,B,B,A,A,A,1,12
B,B,B,A,A,A,B,B,B,A,A,A,1,13
A,A,A,B,B,B,B,B,B,A,A,A,1,14
B,B,B,B,B,B,B,B,B,A,A,A,1,15
B,B,B,A,A,A,B,B,B,A,A,A,1,16
B,B,B,B,B,B,B,B,B,A,A,A,1,17
B,B,B,B,B,B,B,B,B,A,A,A,1,18
B,B,B,B,B,B,B,B,B,A,A,A,1,19
B,B,B,A,A,A,B,B,B,A,A,A,1,20
B,B,B,A,A,A,B,B,B,A,A,A,1,21
B,B,B,B,B,B,B,B,B,A,A,A,1,22
B,B,B,B,B,B,B,B,B,A,A,A,1,23
B,B,B,A,A,A,B,B,B,A,A,A,1,24
B,B,B,B,B,B,B,B,B,A,A,A,1,25
B,B,B,A,A,A,B,B,B,A,A,A,1,26
B,B,B,A,A,A,B,B,B,A,A,A,1,27
B,B,B,A,A,A,B,B,B,A,A,A,1,28
B,B,B,A,A,A,B,B,B,A,A,A,1,29
B,B,B,A,A,A,B,B,B,A,A,A,1,30
B,B,B,A,A,A,B,B,B,A,A,A,1,31
B,B,B,A,A,A,B,B,B,A,A,A,1,32
B,B,B,A,A,A,B,B,B,A,A,A,1,33
B,B,B,B,B,B,B,B,B,A,A,A,1,34
B,B,B,B,B,B,B,B,B,A,A,A,1,35
B,B,B,B,B,B,B,B,B,A,A,A,1,36
B,B,B,B,B,B,B,B,B,A,A,A,1,37
B,B,B,B,B,B,B,B,B,A,A,A,1,38
B,B,B,B,B,B,B,B,B,A,A,A,1,39
B,B,B,B,B,B,B,B,B,A,A,A,1,40
B,B,B,B,B,B,B,B,B,A,A,A,1,41
B,B,B,B,B,B,B,B,B,A,A,A,1,42
B,B,B,B,B,B,B,B,B,A,A,A,1,43
B,B,B,B,B,B,B,B,B,A,A,A,1,44
A,A,A,B,B,B,B,B,B,A,A,A,1,45
B,B,B,B,B,B,B,B,B,A,A,A,1,46
B,B,B,B,B,B,B,B,B,A,A,A,1,47
