energy,attention,episode,step
0.0,0.0,1,0
0.0,0.0,1,1
0.0,0.0,1,2
0.0,0.0,1,3
0.0,0.0,1,4
0.0,0.0,1,5
0.0,0.0,1,6
-1.0,0.0,1,7
-1.0,0.0,1,8
-2.0,0.0,1,9
-2.0,0.0,1,10
-2.0,0.0,1,11
-3.0,0.0,1,12
-3.0,0.0,1,13
-4.0,0.0,1,14
-4.0,0.0,1,15
-4.0,0.0,1,16
-4.0,0.0,1,17
-4.0,0.0,1,18
-4.0,0.0,1,19
-4.0,0.0,1,20
-4.0,0.0,1,21
-4.0,0.0,1,22
-4.0,0.0,1,23
-4.0,0.0,1,24
-4.0,0.0,1,25
-4.0,0.0,1,26
-4.0,0.0,1,27
-4.0,0.0,1,28
-4.0,0.0,1,29
-4.0,0.0,1,30
-4.0,0.0,1,31
-4.0,0.0,1,32
-4.0,0.0,1,33
-4.0,0.0,1,34
-4.0,0.0,1,35
-4.0,0.0,1,36
-4.0,0.0,1,37
-4.0,0.0,1,38
-4.0,0.0,1,39
-4.0,0.0,1,40
-4.0,0.0,1,41
-4.0,0.0,1,42
-4.0,0.0,1,43
-4.0,0.0,1,44
-5.0,0.0,1,45
-5.0,0.0,1,46
-5.0,0.0,1,47
-6.0,0.0,1,48
-6.0,0.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-2.0,0.0,2,2
-3.0,0.0,2,3
-3.0,0.0,2,4
-4.0,0.0,2,5
-5.0,0.0,2,6
-6.0,0.0,2,7
-6.0,0.0,2,8
-7.0,0.0,2,9
-8.0,0.0,2,10
-9.0,0.0,2,11
-10.0,0.0,2,12
-11.0,0.0,2,13
-12.0,0.0,2,14
-12.0,0.0,2,15
-13.0,0.0,2,16
-13.0,0.0,2,17
-13.0,0.0,2,18
-13.0,0.0,2,19
-13.0,0.0,2,20
-13.0,0.0,2,21
-14.0,0.0,2,22
-15.0,0.0,2,23
-16.0,0.0,2,24
-17.0,0.0,2,25
-18.0,0.0,2,26
-18.0,0.0,2,27
-19.0,0.0,2,28
-20.0,0.0,2,29
-21.0,0.0,2,30
-22.0,0.0,2,31
-23.0,0.0,2,32
-24.0,0.0,2,33
-25.0,0.0,2,34
-26.0,0.0,2,35
-26.0,0.0,2,36
-26.0,0.0,2,37
-27.0,0.0,2,38
-28.0,0.0,2,39
-29.0,0.0,2,40
-30.0,0.0,2,41
-31.0,0.0,2,42
-32.0,0.0,2,43
-32.0,0.0,2,44
-33.0,0.0,2,45
-34.0,0.0,2,46
-35.0,0.0,2,47
-35.0,0.0,2,48
-36.0,0.0,2,49
0.0,0.0,3,0
0.0,0.0,3,1
0.0,0.0,3,2
-1.0,0.0,3,3
-2.0,0.0,3,4
-3.0,0.0,3,5
-4.0,0.0,3,6
-5.0,0.0,3,7
-6.0,0.0,3,8
-7.0,0.0,3,9
-7.0,0.0,3,10
-8.0,0.0,3,11
-9.0,0.0,3,12
-9.0,0.0,3,13
-9.0,0.0,3,14
-10.0,0.0,3,15
-11.0,0.0,3,16
-11.0,0.0,3,17
-12.0,0.0,3,18
-12.0,0.0,3,19
-12.0,0.0,3,20
-12.0,0.0,3,21
-12.0,0.0,3,22
-12.0,0.0,3,23
-12.0,0.0,3,24
-12.0,0.0,3,25
-12.0,0.0,3,26
-12.0,0.0,3,27
-12.0,0.0,3,28
-13.0,0.0,3,29
-14.0,0.0,3,30
-14.0,0.0,3,31
-14.0,0.0,3,32
-14.0,0.0,3,33
-14.0,0.0,3,34
-15.0,0.0,3,35
-15.0,0.0,3,36
-15.0,0.0,3,37
-15.0,0.0,3,38
-15.0,0.0,3,39
-16.0,0.0,3,40
-16.0,0.0,3,41
-16.0,0.0,3,42
-16.0,0.0,3,43
-16.0,0.0,3,44
-16.0,0.0,3,45
-16.0,0.0,3,46
-16.0,0.0,3,47
-16.0,0.0,3,48
-16.0,0.0,3,49
-1.0,0.0,4,0
-2.0,0.0,4,1
-3.0,0.0,4,2
-4.0,0.0,4,3
-5.0,0.0,4,4
-6.0,0.0,4,5
-7.0,0.0,4,6
-8.0,0.0,4,7
-9.0,0.0,4,8
-10.0,0.0,4,9
-11.0,0.0,4,10
-12.0,0.0,4,11
-13.0,0.0,4,12
-14.0,0.0,4,13
-15.0,0.0,4,14
-16.0,0.0,4,15
-17.0,0.0,4,16
-18.0,0.0,4,17
-19.0,0.0,4,18
-20.0,0.0,4,19
-21.0,0.0,4,20
-22.0,0.0,4,21
-23.0,0.0,4,22
-24.0,0.0,4,23
-25.0,0.0,4,24
-26.0,0.0,4,25
-27.0,0.0,4,26
-28.0,0.0,4,27
-29.0,0.0,4,28
-30.0,0.0,4,29
-31.0,0.0,4,30
-32.0,0.0,4,31
-33.0,0.0,4,32
-34.0,0.0,4,33
-35.0,0.0,4,34
-36.0,0.0,4,35
-37.0,0.0,4,36
-38.0,0.0,4,37
-39.0,0.0,4,38
-40.0,0.0,4,39
-41.0,0.0,4,40
-42.0,0.0,4,41
-43.0,0.0,4,42
-44.0,0.0,4,43
-45.0,0.0,4,44
-46.0,0.0,4,45
-47.0,0.0,4,46
-48.0,0.0,4,47
-49.0,0.0,4,48
-50.0,0.0,4,49
0.0,0.0,5,0
-1.0,0.0,5,1
-1.0,0.0,5,2
-1.0,0.0,5,3
-1.0,0.0,5,4
-1.0,0.0,5,5
-1.0,0.0,5,6
-1.0,0.0,5,7
-1.0,0.0,5,8
-1.0,0.0,5,9
-1.0,0.0,5,10
-1.0,0.0,5,11
-1.0,0.0,5,12
-1.0,0.0,5,13
-2.0,0.0,5,14
-3.0,0.0,5,15
-4.0,0.0,5,16
-4.0,0.0,5,17
-4.0,0.0,5,18
-5.0,0.0,5,19
-5.0,0.0,5,20
-5.0,0.0,5,21
-5.0,0.0,5,22
-5.0,0.0,5,23
-5.0,0.0,5,24
-5.0,0.0,5,25
-5.0,0.0,5,26
-5.0,0.0,5,27
-5.0,0.0,5,28
-5.0,0.0,5,29
-5.0,0.0,5,30
-5.0,0.0,5,31
-5.0,0.0,5,32
-5.0,0.0,5,33
-5.0,0.0,5,34
-5.0,0.0,5,35
-5.0,0.0,5,36
-5.0,0.0,5,37
-5.0,0.0,5,38
-5.0,0.0,5,39
-6.0,0.0,5,40
-7.0,0.0,5,41
-8.0,0.0,5,42
-9.0,0.0,5,43
-10.0,0.0,5,44
-11.0,0.0,5,45
-12.0,0.0,5,46
-13.0,0.0,5,47
-13.0,0.0,5,48
-13.0,0.0,5,49
