episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -25.35678391959799, -0.48743718592964824, -12.964623115577892, -28.236180904522612, -0.5577889447236181, -14.269949748743715
400, 19950, -25.34, -0.495, -12.921799999999996, -28.68, -0.53, -14.463099999999999
600, 29950, -26.125, -0.455, -13.186200000000008, -28.375, -0.545, -14.28290000000001
800, 39950, -25.95, -0.52, -13.101500000000012, -27.945, -0.49, -13.900599999999999
1000, 49950, -25.53, -0.465, -12.93539999999999, -28.43, -0.535, -14.186100000000003
1200, 59950, -26.78, -0.455, -13.534800000000008, -31.01, -0.565, -15.5855
1400, 69950, -9.62, -0.28, -4.772399999999999, -17.735, -0.44, -8.9788
1600, 79950, -15.755, -0.205, -7.644899999999999, -18.985, -0.525, -10.446699999999998
1800, 89950, -20.18, -0.235, -9.727000000000004, -16.855, -0.525, -8.997599999999998
2000, 99950, -17.89, -0.26, -8.395, -10.84, -0.36, -6.0531
2200, 109950, -21.26, -0.24, -9.532699999999998, -16.29, -0.385, -8.319499999999998
2400, 119950, -20.025, -0.285, -9.387299999999996, -10.74, -0.23, -5.4496
2600, 129950, -22.44, -0.325, -10.639000000000001, -7.175, -0.13, -3.6518999999999995
2800, 139950, -28.89, -0.4, -13.903099999999993, -13.4, -0.345, -7.038599999999997
3000, 149950, -34.785, -0.45, -16.8463, -18.905, -0.345, -9.5031
3200, 159950, -33.145, -0.39, -16.324199999999994, -22.66, -0.36, -11.056499999999998
3400, 169950, -39.445, -0.465, -18.99159999999999, -31.465, -0.515, -15.773500000000002
3600, 179950, -37.55, -0.49, -18.742699999999996, -33.31, -0.45, -16.2011
3800, 189950, -38.56, -0.53, -19.672, -35.715, -0.635, -17.657099999999993
4000, 199950, -42.555, -0.855, -21.916799999999984, -45.635, -0.7, -22.5706
4200, 209950, -44.59, -0.9, -22.948700000000002, -47.245, -0.77, -23.4859
4400, 219950, -45.415, -0.92, -23.3794, -42.54, -0.66, -20.645500000000002
4600, 229950, -46.145, -0.955, -23.631399999999996, -44.875, -0.76, -21.844599999999996
4800, 239950, -46.935, -0.985, -23.91639999999999, -46.52, -0.8, -22.826799999999995
5000, 249950, -47.14, -0.995, -23.956999999999997, -48.775, -0.87, -24.524599999999992
5200, 259950, -47.845, -0.985, -24.3494, -49.425, -0.945, -25.118500000000004
5400, 269950, -47.645, -1.0, -24.161600000000018, -49.52, -0.905, -25.098000000000003
5600, 279950, -48.02, -0.995, -24.385300000000008, -49.625, -0.95, -25.192200000000003
5800, 289950, -48.14, -0.99, -24.42309999999999, -49.555, -0.925, -25.132700000000003
6000, 299950, -49.055, -1.0, -24.916200000000018, -49.445, -0.935, -25.067999999999998
6200, 309950, -49.1, -1.0, -24.8689, -49.745, -0.96, -25.2859
6400, 319950, -48.87, -1.0, -24.69769999999999, -49.73, -0.955, -25.277299999999997
6600, 329950, -48.74, -1.0, -24.604200000000002, -49.645, -0.97, -25.220199999999995
6800, 339950, -49.16, -0.985, -24.877, -49.605, -0.985, -25.169700000000006
7000, 349950, -48.925, -0.995, -24.77399999999999, -49.665, -0.94, -25.1946
7200, 359950, -49.01, -1.0, -24.822499999999994, -49.785, -0.99, -25.326700000000002
7400, 369950, -49.235, -1.0, -24.94959999999999, -49.675, -0.965, -25.23029999999999
7600, 379950, -49.005, -0.995, -24.803199999999993, -49.78, -0.99, -25.325900000000004
7800, 389950, -48.84, -0.99, -24.654200000000007, -49.675, -0.995, -25.244
8000, 399950, -49.06, -0.995, -24.837600000000005, -49.8, -0.98, -25.330200000000005
8200, 409950, -48.56, -1.0, -24.475900000000006, -49.77, -0.98, -25.3292
8400, 419950, -48.515, -1.0, -24.515799999999995, -49.745, -0.995, -25.358400000000003
8600, 429950, -48.685, -0.985, -24.6677, -49.085, -0.975, -24.9377
8800, 439950, -49.015, -1.0, -24.936, -49.055, -1.0, -24.989
9000, 449950, -47.785, -1.0, -24.217599999999994, -49.08, -0.975, -24.9592
9200, 459950, -45.95, -0.99, -23.47940000000002, -48.97, -0.99, -24.8176
9400, 469950, -45.235, -0.995, -23.0583, -48.75, -0.93, -24.52360000000001
9600, 479950, -46.74, -0.99, -23.583100000000016, -49.77, -1.0, -25.331799999999998
9800, 489950, -47.63, -1.0, -24.03780000000001, -48.78, -0.975, -24.704900000000002
10000, 499950, -47.535, -0.995, -24.1149, -49.225, -0.995, -25.0604
10200, 509950, -46.635, -0.99, -23.747799999999994, -49.075, -0.995, -24.9457
10400, 519950, -48.225, -1.0, -24.41739999999999, -49.22, -0.995, -25.006899999999995
10600, 529950, -48.29, -1.0, -24.40609999999999, -48.935, -0.99, -25.014699999999994
10800, 539950, -47.515, -0.995, -23.9653, -47.85, -0.99, -24.63349999999999
