episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
100, 4950, -18.363636363636363, -15.666666666666666, -16.424242424242426, -15.262626262626263
200, 9950, -18.6, -15.05, -16.15, -15.49
300, 14950, -18.14, -15.84, -16.85, -15.06
400, 19950, -18.31, -15.6, -16.49, -15.23
500, 24950, -18.52, -15.7, -16.52, -15.7
600, 29950, -18.18, -15.56, -16.34, -15.49
700, 34950, -18.07, -15.83, -15.9, -15.54
800, 39950, -18.49, -15.43, -16.29, -15.42
900, 44950, -18.33, -15.37, -16.72, -15.51
1000, 49950, -18.2, -15.68, -16.48, -15.5
1100, 54950, -20.67, -17.84, -16.76, -10.53
1200, 59950, -8.75, -11.05, -26.16, -9.37
1300, 64950, -14.91, -7.4, -19.09, -4.84
1400, 69950, -26.69, -6.47, -13.6, -0.73
1500, 74950, -31.41, -17.69, -14.35, -0.14
1600, 79950, -34.22, -13.25, -13.39, -0.32
1700, 84950, -25.74, -13.59, -0.08, -0.06
1800, 89950, -28.86, -9.26, -0.08, -0.01
1900, 94950, -33.14, -3.12, 0.0, 0.0
2000, 99950, -34.93, -1.03, -0.01, -0.02
2100, 104950, -36.85, -0.3, 0.0, 0.0
2200, 109950, -38.3, -0.23, -0.02, -0.04
2300, 114950, -35.67, -0.08, -0.01, -0.01
2400, 119950, -38.86, -0.15, 0.0, -0.01
2500, 124950, -35.15, -0.06, -0.01, 0.0
2600, 129950, -43.33, -0.04, -0.01, -0.02
2700, 134950, -37.54, -0.09, -0.09, 0.0
2800, 139950, -34.95, -0.11, 0.0, 0.0
2900, 144950, -40.87, -0.05, -0.03, -0.01
3000, 149950, -41.23, -0.14, -0.12, 0.0
3100, 154950, -37.58, -0.08, -0.02, -0.02
3200, 159950, -37.03, -0.09, 0.0, 0.0
3300, 164950, -36.91, -0.02, -0.01, -0.01
3400, 169950, -33.15, -0.04, 0.0, 0.0
3500, 174950, -35.88, -0.03, -0.09, 0.0
3600, 179950, -37.34, -0.1, -0.01, -0.02
3700, 184950, -38.39, -0.1, -0.01, 0.0
3800, 189950, -35.93, -0.07, -0.01, -0.01
3900, 194950, -39.21, -0.05, -0.01, -0.01
4000, 199950, -36.95, -0.04, -0.01, -0.01
4100, 204950, -37.77, -0.05, -0.1, -0.02
4200, 209950, -38.43, -0.08, 0.0, -0.02
4300, 214950, -39.95, -0.08, -0.01, -0.02
4400, 219950, -41.14, -0.04, -0.05, -0.05
4500, 224950, -35.6, -0.04, 0.0, -0.01
4600, 229950, -36.54, -0.06, 0.0, -0.01
4700, 234950, -37.56, -0.06, -0.03, 0.0
