episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
200, 9950, -88.7197622856023, -103.20355177731763, -99.5791672821214, -91.18250010077391
400, 19950, -90.02902212665758, -96.03585697435436, -85.44349987128335, -76.32802838977396
600, 29950, -97.8791549167384, -99.04023700193284, -93.46626049697596, -87.19961777737092
800, 39950, -83.39459531178778, -95.43315193894963, -96.49659109941844, -81.00660218271489
1000, 49950, -89.37631628400733, -91.55436580549595, -96.22854208632263, -81.70499720555456
1200, 59950, -282.7202096464025, -129.61331436108685, -286.6386406732769, -316.6826017768757
1400, 69950, -149.1940479217092, -89.56512513399151, -110.42525587260887, -94.67367953082756
1600, 79950, -134.37926924758767, -72.8963949039233, -99.93611381601332, -96.75949726588202
1800, 89950, -54.17921927392712, -49.648643683285734, -54.24853444967616, -49.26952691229242
2000, 99950, -55.683958266902884, -54.32823751892689, -57.9975910187441, -56.023854047573394
2200, 109950, -47.32174027902102, -46.73111796811103, -43.87299989481102, -46.770881251727296
2400, 119950, -45.12026387384499, -38.079147569123606, -40.201926987027306, -40.7185696556427
2600, 129950, -44.67059493005152, -37.0246856729617, -53.83125919050819, -45.6650689092719
2800, 139950, -55.901321332330205, -41.86018149575482, -57.766955400663704, -54.19920044703285
3000, 149950, -43.124097603837235, -35.222850605959636, -51.09719166669669, -42.930639653392866
3200, 159950, -45.841689395809205, -37.8292177468851, -50.909904815339694, -42.94398241921367
3400, 169950, -47.95204205181875, -39.995592969898276, -54.21758554544669, -49.47617747550612
3600, 179950, -40.99776671494662, -34.09908142877065, -45.11197408526928, -37.81905307409611
3800, 189950, -43.001265749128535, -34.02925755570153, -51.60485513918202, -42.21848072364706
4000, 199950, -36.313965338602756, -30.601750372210194, -39.28105090020408, -36.081364894608754
4200, 209950, -34.57927558610934, -28.859044840864712, -34.11752512297897, -29.866956509823204
4400, 219950, -35.37187967115822, -32.922294842976754, -40.1922419221758, -34.09916058309213
4600, 229950, -37.00827710629727, -31.410042154160646, -33.038139438875056, -31.59275405878573
4800, 239950, -35.408533797015714, -30.979149955706475, -33.95065345304304, -29.60059921516977
5000, 249950, -32.73968471125764, -30.14353200210563, -32.42993610674425, -31.23810487519893
5200, 259950, -31.627795163880183, -28.792178017527547, -34.02890410863286, -27.88098256073178
5400, 269950, -32.20166201729898, -27.652770690553606, -32.85826897354922, -28.357988197175338
5600, 279950, -32.147042230521826, -29.448101680444303, -33.23933534425153, -29.142245918881535
5800, 289950, -37.02768463923966, -32.75432573277225, -36.16893999372522, -32.40140182153165
6000, 299950, -32.018053994625234, -27.700551308012567, -31.817033008648387, -27.524661135286436
6200, 309950, -27.763474212926784, -26.03443513812217, -25.942584589491698, -24.46714888180915
6400, 319950, -28.589112815161105, -25.472263800568204, -27.11821095844698, -26.469168054608144
6600, 329950, -33.79325263601031, -29.191800783008095, -28.305115674403396, -27.744986692952644
6800, 339950, -35.631974946178964, -31.758745057319928, -31.459220906530565, -31.30419837623611
7000, 349950, -32.498830472109304, -25.503977337757387, -28.4932481988686, -28.309330773532846
7200, 359950, -31.853028890398992, -25.262659812872855, -26.367648237446847, -27.56692979963692
7400, 369950, -29.30563565988696, -22.89374659638146, -25.136714591186454, -25.880507983871283
7600, 379950, -30.215474969714524, -26.36587578589656, -27.166239027345117, -30.081008298614265
7800, 389950, -29.581360292110322, -28.18738751171145, -27.97985659929873, -26.74369768633029
8000, 399950, -26.60463384240571, -28.632282738451284, -27.894898514278804, -27.05383801044447
8200, 409950, -31.27661600555455, -29.770403061277012, -28.180234238526467, -31.41407391510151
8400, 419950, -27.76719529228572, -25.528407651415687, -26.928286486342476, -27.887883165078588
8600, 429950, -24.84353268495845, -23.400550803980018, -23.321695978760236, -25.3341909721889
8800, 439950, -28.808885837356165, -27.405552230001554, -26.612987878986672, -29.858586017527372
9000, 449950, -23.197895559839107, -22.37315647047105, -23.842900001816343, -24.80662488071581
9200, 459950, -26.166689942706782, -26.018995703557245, -24.575464955322577, -27.132358871981292
9400, 469950, -25.536909604949287, -27.306624272041205, -24.41881414487968, -27.25800339149821
9600, 479950, -24.980020945946617, -25.856969864754937, -24.79806614972049, -25.8382284032746
9800, 489950, -27.48542407523127, -29.328463306372033, -26.993775761068374, -27.833451149602805
10000, 499950, -27.988958544140868, -29.353894699560584, -28.430609604245664, -27.717799504275852
10200, 509950, -23.905508862024607, -26.024743285024815, -25.74450582299602, -27.435268721937415
10400, 519950, -23.415832157371486, -22.945707462553017, -23.603616427207243, -25.44791047444525
10600, 529950, -22.548644340449755, -24.215201122890672, -26.15120709550623, -26.929297867951217
10800, 539950, -25.047282002941955, -24.43439783337692, -26.189284158771546, -26.77751150470622
11000, 549950, -23.39250823999685, -26.694310471787677, -25.365783752707756, -25.892898090655375
11200, 559950, -22.552876339478072, -27.218087384486825, -25.09475070184434, -27.31389872361815
11400, 569950, -25.234065032768193, -27.35390540007016, -28.097822254429758, -24.365229266027644
11600, 579950, -27.120851188666073, -30.49767892778178, -30.021608909001472, -32.99076857997521
11800, 589950, -26.34770549156039, -30.534380557543066, -27.552135041401588, -31.314946035041594
12000, 599950, -24.680311914297974, -29.208744929887867, -26.96151464509673, -27.00681704576618
12200, 609950, -24.28206699998451, -27.32803434904104, -26.23814449772573, -25.86343991369103
12400, 619950, -22.382534154579616, -24.7980933708049, -23.279166862707527, -22.158880786209544
12600, 629950, -24.101723675491076, -27.085229221089268, -25.844116396806275, -26.741006632162616
12800, 639950, -21.970461039066514, -27.412562934918355, -25.09307427155885, -24.770496764971675
13000, 649950, -23.936736788213143, -26.373980609471406, -27.592782795256706, -23.917876450870537
13200, 659950, -24.459810904008624, -29.369115735341797, -28.44422170372964, -27.10410709385712
13400, 669950, -26.173038794807244, -32.14735783046007, -28.507613047508986, -28.910791344908475
13600, 679950, -22.819746006267064, -26.82786818246177, -24.492153518157785, -25.210485865940583
13800, 689950, -22.18344308071164, -26.971587172268855, -24.804051741518254, -24.970924078225416
14000, 699950, -23.877215218128423, -24.483604607279766, -23.47434874849562, -23.457264248285224
14200, 709950, -25.21826230330261, -26.176832942274086, -24.802037880190586, -26.297872467355184
14400, 719950, -24.704395586126285, -28.129798194013247, -25.75443271310527, -25.506211292568214
14600, 729950, -22.463728900009972, -23.892962190022025, -22.54416592877172, -22.175620551796957
14800, 739950, -25.113490332950583, -26.821580306310363, -25.226057187254145, -24.75560909343437
15000, 749950, -22.66225627377496, -25.80614199326041, -22.43461508581858, -21.56305800916591
15200, 759950, -22.90638166836376, -25.68011185190151, -23.032361834295152, -21.913686669938237
15400, 769950, -25.221350414306816, -27.743297293601767, -25.959376267914905, -22.460859455814163
15600, 779950, -24.48094950139968, -28.336759736535246, -25.245714724477125, -25.017663144495227
15800, 789950, -25.69162316485261, -26.487260165157988, -22.351056746582508, -23.58349623786871
16000, 799950, -23.86557853195138, -26.828933435597676, -21.848787048302412, -22.547081859414643
16200, 809950, -26.685864467385354, -27.762603174189525, -22.956619595174143, -24.426284772335283
16400, 819950, -27.46555121959848, -28.32949001032663, -24.489779303150282, -25.32079562562292
16600, 829950, -25.44096528597239, -28.2762258446693, -24.687732706284297, -24.80127809426808
16800, 839950, -22.732500273948627, -25.085686645936693, -20.924749118622014, -20.152835369051374
17000, 849950, -24.26631607512588, -25.406069168775385, -21.583191383295954, -21.055916667229457
17200, 859950, -28.117368758302295, -26.27770524779977, -21.984928485778607, -24.48762496319013
17400, 869950, -24.178361673064032, -24.720360451295797, -22.44528757632676, -22.515766485502432
17600, 879950, -25.256901530912838, -26.10581561406504, -23.419341457449107, -21.721329949560737
17800, 889950, -25.80740985769809, -23.594399368992597, -20.626896357627903, -21.24595673706234
18000, 899950, -24.169086974755434, -24.45650549602216, -21.16705907463841, -21.840326810145097
18200, 909950, -26.564683561759402, -28.00982646791786, -25.810265060766447, -23.89243125952702
18400, 919950, -23.840463863061363, -26.00925550852711, -24.329855631781037, -21.819171823543915
18600, 929950, -23.037801220905905, -23.358468676237322, -21.69541447516358, -19.675861654651936
18800, 939950, -22.068731260457298, -21.423246862379994, -19.933118843224857, -18.593489531122774
19000, 949950, -29.194265565049662, -33.15334616402185, -28.400909205508864, -26.693916480638
19200, 959950, -23.42143094762639, -25.09515651125558, -20.785334256642034, -20.4229432010228
19400, 969950, -24.325313849067314, -26.289006330482053, -23.91537518938747, -22.300887190010982
19600, 979950, -20.009899643075784, -24.167115698970775, -20.891726502648343, -18.32160893567422
19800, 989950, -25.835262532991855, -27.632749825532965, -25.075716337603986, -23.970226337500797
20000, 999950, -24.703974737601655, -26.009723129655182, -23.884226915092814, -22.507476128764946
20200, 1009950, -23.554935845407062, -25.224858130221396, -22.893128415854626, -22.453805539833375
20400, 1019950, -20.69428038990774, -24.815705713504784, -20.75335740360278, -21.8967760067961
20600, 1029950, -23.935380056604053, -25.45971896223505, -23.88655782242784, -22.554048742309593
