episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -27.628140703517587, -0.5829145728643216, -13.967537688442217, -30.040201005025125, -0.6180904522613065, -15.111256281407053
400, 19950, -27.7, -0.545, -13.959500000000013, -30.83, -0.575, -15.451000000000004
600, 29950, -27.555, -0.555, -13.935600000000004, -30.245, -0.525, -15.191299999999998
800, 39950, -27.78, -0.48, -13.964800000000002, -30.09, -0.54, -15.038800000000005
1000, 49950, -28.035, -0.515, -14.233100000000011, -30.83, -0.595, -15.415999999999995
1200, 59950, -12.65, -0.29, -6.609500000000001, -24.59, -0.575, -12.62550000000001
1400, 69950, -24.73, -0.485, -12.937899999999999, -12.48, -0.165, -6.348100000000003
1600, 79950, -16.22, -0.34, -9.057299999999998, -24.585, -0.42, -12.180099999999998
1800, 89950, -10.66, -0.265, -5.6907, -9.545, -0.125, -4.470699999999999
2000, 99950, -7.255, -0.14, -3.5335999999999985, -0.345, -0.02, -0.19329999999999994
2200, 109950, -3.825, -0.045, -1.7952000000000001, -0.155, -0.035, -0.1177
2400, 119950, -0.33, -0.01, -0.18650000000000003, -0.305, -0.03, -0.1757
2600, 129950, -0.655, -0.01, -0.3743, -0.19, -0.015, -0.12469999999999999
2800, 139950, -0.17, 0.0, -0.0621, -0.525, -0.03, -0.22959999999999997
3000, 149950, -0.765, -0.005, -0.3343, -0.15, -0.045, -0.10700000000000001
3200, 159950, -0.35, -0.01, -0.1166, -0.55, -0.015, -0.24940000000000004
3400, 169950, -0.485, -0.005, -0.2108, -0.595, -0.01, -0.23449999999999996
3600, 179950, -0.29, -0.005, -0.10710000000000001, -1.01, -0.025, -0.39239999999999997
3800, 189950, -0.115, 0.0, -0.0432, -1.845, -0.07, -0.7972
4000, 199950, -0.77, -0.01, -0.34129999999999994, -2.32, -0.045, -0.8166999999999999
4200, 209950, -1.605, -0.02, -0.6404999999999998, -1.635, -0.065, -0.5732000000000002
4400, 219950, -3.95, -0.025, -1.5258999999999994, -2.54, -0.06, -1.1441999999999999
4600, 229950, -2.26, -0.035, -0.9143000000000001, -4.995, -0.105, -1.9905000000000006
4800, 239950, -31.565, -0.31, -14.545799999999991, -7.585, -0.13, -3.0413
5000, 249950, -23.795, -0.195, -10.214299999999998, -5.53, -0.15, -2.2359999999999993
5200, 259950, -36.695, -0.35, -16.6637, -11.685, -0.17, -4.794500000000003
5400, 269950, -39.7, -0.485, -18.64480000000001, -13.81, -0.15, -5.7982
5600, 279950, -39.28, -0.395, -18.31429999999999, -27.335, -0.315, -11.668500000000003
5800, 289950, -34.9, -0.41, -16.453100000000003, -29.715, -0.245, -13.477499999999996
6000, 299950, -40.675, -0.53, -19.358299999999996, -34.845, -0.3, -15.970999999999986
6200, 309950, -41.285, -0.53, -19.513199999999987, -31.93, -0.38, -14.927900000000005
6400, 319950, -46.15, -0.425, -22.440499999999982, -39.105, -0.555, -18.5592
6600, 329950, -40.96, -0.46, -19.296999999999993, -30.825, -0.34, -14.773300000000013
6800, 339950, -45.805, -0.535, -21.965400000000002, -39.28, -0.51, -18.51310000000001
7000, 349950, -45.53, -0.49, -21.5375, -39.43, -0.65, -18.869799999999998
7200, 359950, -45.455, -0.635, -21.84800000000001, -40.79, -0.555, -19.50619999999999
7400, 369950, -47.36, -0.71, -23.38009999999999, -39.165, -0.655, -19.294299999999993
7600, 379950, -46.385, -0.65, -22.587700000000005, -42.975, -0.655, -20.9281
