episode,step,total_reward
100, 4950, -74.366814
200, 9950, -80.347850
300, 14950, -59.927308
400, 19950, -80.879596
500, 24950, -82.099427
600, 29950, -82.714835
700, 34950, -73.032915
800, 39950, -72.719941
900, 44950, -76.603877
1000, 49950, -73.871742
1100, 54950, -506.416110
1200, 59950, -152.152403
1300, 64950, -237.057485
1400, 69950, -161.630588
1500, 74950, -124.982733
1600, 79950, -118.804031
1700, 84950, -81.353216
1800, 89950, -68.288313
1900, 94950, -52.849520
2000, 99950, -66.386363
2100, 104950, -66.661720
2200, 109950, -87.237515
2300, 114950, -92.310153
2400, 119950, -76.095461
2500, 124950, -47.536023
2600, 129950, -44.593473
2700, 134950, -52.123719
2800, 139950, -51.469061
2900, 144950, -59.007435
3000, 149950, -36.887792
3100, 154950, -42.051944
3200, 159950, -44.210658
3300, 164950, -41.483218
3400, 169950, -52.328156
3500, 174950, -59.833653
3600, 179950, -48.064025
3700, 184950, -36.689681
3800, 189950, -40.812401
3900, 194950, -45.247572
4000, 199950, -44.795998
4100, 204950, -35.481611
4200, 209950, -28.557808
4300, 214950, -32.285798
4400, 219950, -32.178661
4500, 224950, -41.236180
4600, 229950, -34.713867
4700, 234950, -40.206862
4800, 239950, -27.561924
4900, 244950, -31.048793
5000, 249950, -31.119239
5100, 254950, -31.507104
5200, 259950, -28.077140
5300, 264950, -26.371355
5400, 269950, -32.638214
5500, 274950, -27.698458
5600, 279950, -38.124791
5700, 284950, -38.143563
5800, 289950, -29.446303
5900, 294950, -38.518851
6000, 299950, -40.413587
6100, 304950, -37.540310
6200, 309950, -39.885828
6300, 314950, -34.300879
6400, 319950, -32.831783
6500, 324950, -31.381740
6600, 329950, -34.360056
6700, 334950, -26.101749
6800, 339950, -28.311890
6900, 344950, -27.099146
7000, 349950, -32.689533
7100, 354950, -29.612954
7200, 359950, -26.493088
7300, 364950, -29.433287
7400, 369950, -26.431393
7500, 374950, -33.141993
7600, 379950, -30.224814
7700, 384950, -35.179786
7800, 389950, -26.583440
7900, 394950, -33.261070
8000, 399950, -23.901302
8100, 404950, -32.851196
8200, 409950, -33.467042
8300, 414950, -42.519961
8400, 419950, -31.291302
8500, 424950, -21.937221
8600, 429950, -40.748904
8700, 434950, -27.948449
8800, 439950, -30.719597
8900, 444950, -26.928266
9000, 449950, -30.571417
9100, 454950, -29.216759
9200, 459950, -34.259556
9300, 464950, -25.835195
9400, 469950, -26.531675
9500, 474950, -27.202283
9600, 479950, -25.561579
9700, 484950, -37.045146
9800, 489950, -25.710500
9900, 494950, -25.528429
10000, 499950, -40.714731
