episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -18.14014014014014, -15.761761761761761, -15.418418418418419, -17.044044044044043, -18.603603603603602, -17.204204204204203, -16.62962962962963, -15.442442442442442
2000, 99950, -11.015, -25.587, -8.588, -29.207, -15.406, -20.852, -10.36, -25.275
3000, 149950, -15.575, -31.285, -4.706, -44.625, -5.888, -38.954, -9.742, -35.549
4000, 199950, -4.225, -44.383, -5.413, -44.349, -6.235, -41.139, -5.289, -39.26
5000, 249950, -1.136, -47.67, -5.424, -44.188, -7.08, -41.925, -3.587, -43.288
6000, 299950, -1.375, -47.03, -5.572, -44.116, -6.427, -43.295, -10.043, -37.985
7000, 349950, -3.206, -45.937, -6.449, -43.337, -6.444, -43.441, -8.544, -39.667
8000, 399950, -3.352, -45.978, -8.885, -40.913, -6.387, -43.487, -11.037, -38.135
9000, 449950, -1.786, -47.717, -8.795, -41.039, -4.981, -44.431, -12.498, -36.221
10000, 499950, -3.13, -46.233, -11.176, -38.612, -5.913, -43.631, -14.513, -34.716
11000, 549950, -2.465, -46.925, -11.226, -38.328, -5.022, -44.328, -15.495, -33.649
12000, 599950, -2.845, -46.398, -18.757, -30.565, -2.982, -46.425, -16.502, -32.653
13000, 649950, -3.125, -45.808, -21.855, -26.908, -4.322, -45.569, -20.616, -28.312
14000, 699950, -2.957, -45.491, -25.185, -24.085, -5.335, -44.355, -23.525, -25.997
15000, 749950, -2.24, -46.673, -32.502, -17.005, -5.686, -44.172, -23.847, -25.158
16000, 799950, -1.647, -47.541, -34.094, -15.395, -7.464, -42.44, -34.632, -14.076
17000, 849950, -1.415, -48.196, -38.597, -10.788, -7.866, -42.068, -37.054, -12.109
18000, 899950, -1.544, -48.103, -39.841, -9.773, -6.847, -43.074, -43.778, -5.548
19000, 949950, -2.253, -47.373, -39.942, -9.398, -7.128, -42.782, -43.694, -3.873
20000, 999950, -1.858, -47.975, -41.154, -8.48, -6.791, -43.084, -43.77, -5.386
21000, 1049950, -1.902, -47.759, -41.088, -8.639, -5.757, -44.171, -47.48, -2.342
22000, 1099950, -2.291, -47.216, -40.305, -8.414, -4.561, -45.257, -45.468, -4.063
23000, 1149950, -4.038, -45.867, -41.143, -8.242, -6.787, -42.48, -46.125, -3.586
24000, 1199950, -3.77, -46.214, -37.37, -8.108, -5.486, -44.422, -39.663, -6.31
25000, 1249950, -5.596, -44.336, -33.595, -8.04, -7.1, -42.352, -37.925, -7.294
26000, 1299950, -3.342, -46.646, -38.442, -7.417, -3.374, -46.52, -41.082, -8.269
27000, 1349950, -3.58, -46.401, -28.034, -11.657, -3.375, -46.229, -42.635, -6.993
28000, 1399950, -4.646, -45.275, -27.816, -12.335, -3.167, -44.056, -42.758, -6.067
29000, 1449950, -3.747, -46.166, -30.558, -7.826, -3.025, -45.929, -41.55, -7.609
30000, 1499950, -3.229, -46.73, -31.081, -10.857, -2.507, -47.018, -38.734, -8.953
31000, 1549950, -4.009, -45.973, -31.926, -11.519, -3.286, -46.519, -39.275, -9.354
32000, 1599950, -5.746, -43.486, -35.288, -10.735, -3.95, -45.871, -39.072, -8.242
33000, 1649950, -6.964, -42.981, -39.832, -9.916, -4.152, -45.117, -36.324, -5.59
34000, 1699950, -6.143, -43.842, -32.915, -10.923, -2.99, -46.795, -38.784, -6.672
35000, 1749950, -5.423, -44.556, -29.354, -11.403, -3.079, -46.86, -39.685, -6.315
36000, 1799950, -2.126, -47.865, -27.915, -12.286, -2.721, -47.21, -42.177, -6.02
37000, 1849950, -2.266, -47.72, -25.369, -15.28, -2.689, -47.135, -39.587, -5.472
38000, 1899950, -3.431, -46.556, -26.656, -11.502, -2.05, -47.573, -41.192, -6.071
39000, 1949950, -3.54, -46.451, -27.591, -8.496, -2.143, -47.548, -40.379, -4.994
40000, 1999950, -2.972, -47.021, -26.116, -10.819, -1.905, -47.826, -36.115, -5.091
