episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -16.52252252252252, -16.893893893893893, -17.306306306306308, -16.80780780780781, -17.825825825825827, -16.11811811811812, -16.30730730730731, -15.655655655655655
2000, 99950, -16.021, -22.935, -16.407, -20.198, -21.779, -7.651, -17.517, -15.297
3000, 149950, -15.431, -32.604, -15.652, -28.389, -12.098, -32.634, -10.126, -33.292
4000, 199950, -19.105, -28.946, -16.162, -30.662, -30.682, -15.082, -17.772, -26.043
5000, 249950, -19.973, -28.31, -15.464, -31.418, -40.242, -6.472, -11.535, -22.799
6000, 299950, -22.907, -25.783, -19.286, -29.419, -39.801, -7.02, -8.888, -28.129
7000, 349950, -28.09, -20.779, -28.952, -19.535, -41.257, -5.997, -6.368, -30.333
8000, 399950, -47.083, -2.054, -46.915, -2.417, -46.504, -2.951, -11.345, -30.468
9000, 449950, -48.149, -1.187, -48.23, -0.877, -47.854, -1.856, -12.342, -30.881
10000, 499950, -48.251, -0.992, -48.96, -0.266, -48.475, -1.016, -10.449, -32.428
11000, 549950, -46.21, -3.052, -49.254, -0.024, -48.551, -1.194, -5.82, -38.569
12000, 599950, -47.821, -1.838, -49.383, -0.386, -49.466, -0.446, -6.45, -37.469
13000, 649950, -49.205, -0.636, -48.763, -0.997, -47.679, -0.542, -6.092, -37.032
14000, 699950, -49.549, -0.118, -49.299, -0.558, -48.053, -0.637, -6.95, -38.993
15000, 749950, -49.718, -0.125, -49.233, -0.482, -48.98, -0.825, -4.617, -41.79
16000, 799950, -49.63, -0.27, -49.416, -0.415, -49.308, -0.616, -4.364, -41.502
17000, 849950, -49.643, -0.331, -49.118, -0.663, -49.096, -0.804, -3.87, -43.518
18000, 899950, -49.426, -0.529, -49.237, -0.576, -46.02, -3.664, -1.578, -46.268
19000, 949950, -48.952, -0.945, -48.507, -1.3, -48.067, -1.702, -1.059, -47.256
20000, 999950, -48.339, -1.314, -46.931, -2.845, -41.316, -8.455, -0.549, -48.514
21000, 1049950, -47.367, -1.911, -47.234, -2.581, -43.787, -6.025, -0.481, -48.658
22000, 1099950, -48.671, -0.902, -47.601, -2.269, -45.429, -4.456, -0.222, -48.906
23000, 1149950, -45.875, -3.087, -46.804, -2.978, -37.903, -7.789, -0.149, -49.2
24000, 1199950, -42.258, -4.741, -45.526, -4.342, -42.469, -5.362, -0.757, -47.992
25000, 1249950, -43.949, -4.173, -43.096, -4.419, -38.867, -7.333, -0.724, -48.837
26000, 1299950, -41.393, -6.244, -37.263, -3.878, -37.896, -7.511, -1.056, -48.642
27000, 1349950, -44.689, -5.09, -35.348, -3.594, -35.523, -2.802, -1.786, -48.045
28000, 1399950, -44.921, -5.008, -25.985, -2.945, -36.89, -4.834, -2.716, -47.035
29000, 1449950, -47.075, -2.753, -22.811, -0.476, -42.868, -3.017, -3.152, -46.437
30000, 1499950, -48.893, -0.304, -17.696, -2.303, -40.686, -0.812, -4.214, -45.336
31000, 1549950, -48.577, -0.848, -17.137, -3.032, -31.228, -5.999, -3.514, -46.22
32000, 1599950, -46.662, -0.683, -19.74, -1.703, -31.002, -8.196, -5.603, -43.883
33000, 1649950, -48.791, -0.522, -18.214, -3.072, -29.612, -4.863, -3.089, -46.635
34000, 1699950, -47.487, -0.161, -15.926, -3.825, -35.58, -2.548, -4.902, -44.801
35000, 1749950, -49.633, -0.172, -16.031, -3.572, -37.357, -0.962, -4.899, -44.489
36000, 1799950, -49.883, -0.048, -19.41, -3.734, -32.619, -2.209, -5.451, -44.379
37000, 1849950, -42.608, -5.129, -18.811, -2.908, -26.45, -3.993, -3.3, -46.356
38000, 1899950, -40.549, -3.959, -15.012, -3.416, -23.398, -3.728, -3.185, -46.481
39000, 1949950, -45.464, -3.824, -15.41, -3.392, -22.765, -2.389, -5.006, -44.93
40000, 1999950, -41.341, -3.765, -18.036, -2.723, -19.139, -3.918, -8.226, -41.665
