energy0,episode,step
-1.0,1,0
-1.0,1,1
-1.0,1,2
-1.0,1,3
-2.0,1,4
-3.0,1,5
-3.0,1,6
-3.0,1,7
-4.0,1,8
-5.0,1,9
-6.0,1,10
-6.0,1,11
-6.0,1,12
-6.0,1,13
-6.0,1,14
-6.0,1,15
-7.0,1,16
-8.0,1,17
-9.0,1,18
-9.0,1,19
-9.0,1,20
-9.0,1,21
-9.0,1,22
-9.0,1,23
-9.0,1,24
-9.0,1,25
-9.0,1,26
-9.0,1,27
-9.0,1,28
-9.0,1,29
-9.0,1,30
-9.0,1,31
-9.0,1,32
-9.0,1,33
-9.0,1,34
-9.0,1,35
-9.0,1,36
-9.0,1,37
-9.0,1,38
-9.0,1,39
-9.0,1,40
-9.0,1,41
-9.0,1,42
-9.0,1,43
-9.0,1,44
-9.0,1,45
-9.0,1,46
-9.0,1,47
-9.0,1,48
-9.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-3.0,2,3
-3.0,2,4
-4.0,2,5
-4.0,2,6
-5.0,2,7
-6.0,2,8
-7.0,2,9
-7.0,2,10
-7.0,2,11
-8.0,2,12
-8.0,2,13
-8.0,2,14
-8.0,2,15
-8.0,2,16
-8.0,2,17
-8.0,2,18
-8.0,2,19
-8.0,2,20
-8.0,2,21
-8.0,2,22
-8.0,2,23
-9.0,2,24
-9.0,2,25
-9.0,2,26
-9.0,2,27
-10.0,2,28
-10.0,2,29
-11.0,2,30
-11.0,2,31
-11.0,2,32
-11.0,2,33
-12.0,2,34
-12.0,2,35
-12.0,2,36
-12.0,2,37
-12.0,2,38
-13.0,2,39
-14.0,2,40
-14.0,2,41
-14.0,2,42
-14.0,2,43
-14.0,2,44
-15.0,2,45
-15.0,2,46
-15.0,2,47
-15.0,2,48
-16.0,2,49
-1.0,3,0
-2.0,3,1
-2.0,3,2
-2.0,3,3
-3.0,3,4
-4.0,3,5
-4.0,3,6
-4.0,3,7
-4.0,3,8
-4.0,3,9
-5.0,3,10
-6.0,3,11
-6.0,3,12
-6.0,3,13
-6.0,3,14
-6.0,3,15
-6.0,3,16
-6.0,3,17
-6.0,3,18
-6.0,3,19
-6.0,3,20
-6.0,3,21
-6.0,3,22
-6.0,3,23
-6.0,3,24
-6.0,3,25
-6.0,3,26
-6.0,3,27
-6.0,3,28
-6.0,3,29
-6.0,3,30
-6.0,3,31
-6.0,3,32
-6.0,3,33
-6.0,3,34
-6.0,3,35
-6.0,3,36
-6.0,3,37
-6.0,3,38
-6.0,3,39
-6.0,3,40
-6.0,3,41
-6.0,3,42
-6.0,3,43
-6.0,3,44
-6.0,3,45
-6.0,3,46
-6.0,3,47
-6.0,3,48
-6.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-9.0,4,9
-9.0,4,10
-10.0,4,11
-10.0,4,12
-10.0,4,13
-10.0,4,14
-10.0,4,15
-10.0,4,16
-10.0,4,17
-11.0,4,18
-11.0,4,19
-12.0,4,20
-13.0,4,21
-13.0,4,22
-14.0,4,23
-15.0,4,24
-15.0,4,25
-15.0,4,26
-15.0,4,27
-15.0,4,28
-15.0,4,29
-15.0,4,30
-15.0,4,31
-15.0,4,32
-15.0,4,33
-15.0,4,34
-15.0,4,35
-15.0,4,36
-15.0,4,37
-15.0,4,38
-15.0,4,39
-15.0,4,40
-15.0,4,41
-15.0,4,42
-15.0,4,43
-15.0,4,44
-15.0,4,45
-15.0,4,46
-15.0,4,47
-15.0,4,48
-15.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-5.0,5,5
-6.0,5,6
-7.0,5,7
-7.0,5,8
-8.0,5,9
-8.0,5,10
-9.0,5,11
-10.0,5,12
-11.0,5,13
-12.0,5,14
-12.0,5,15
-13.0,5,16
-13.0,5,17
-13.0,5,18
-13.0,5,19
-14.0,5,20
-14.0,5,21
-14.0,5,22
-14.0,5,23
-14.0,5,24
-14.0,5,25
-14.0,5,26
-14.0,5,27
-14.0,5,28
-14.0,5,29
-14.0,5,30
-14.0,5,31
-14.0,5,32
-14.0,5,33
-14.0,5,34
-14.0,5,35
-14.0,5,36
-14.0,5,37
-14.0,5,38
-14.0,5,39
-14.0,5,40
-14.0,5,41
-14.0,5,42
-14.0,5,43
-14.0,5,44
-14.0,5,45
-14.0,5,46
-14.0,5,47
-14.0,5,48
-14.0,5,49
