energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-11.0,1,10
-12.0,1,11
-13.0,1,12
-14.0,1,13
-15.0,1,14
-16.0,1,15
-17.0,1,16
-18.0,1,17
-19.0,1,18
-20.0,1,19
-21.0,1,20
-22.0,1,21
-23.0,1,22
-24.0,1,23
-25.0,1,24
-26.0,1,25
-27.0,1,26
-28.0,1,27
-29.0,1,28
-30.0,1,29
-31.0,1,30
-32.0,1,31
-33.0,1,32
-34.0,1,33
-35.0,1,34
-36.0,1,35
-37.0,1,36
-38.0,1,37
-39.0,1,38
-40.0,1,39
-41.0,1,40
-42.0,1,41
-43.0,1,42
-44.0,1,43
-45.0,1,44
-46.0,1,45
-47.0,1,46
-48.0,1,47
-49.0,1,48
-50.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-14.0,2,13
-15.0,2,14
-16.0,2,15
-17.0,2,16
-18.0,2,17
-19.0,2,18
-20.0,2,19
-21.0,2,20
-22.0,2,21
-23.0,2,22
-24.0,2,23
-25.0,2,24
-26.0,2,25
-27.0,2,26
-28.0,2,27
-29.0,2,28
-30.0,2,29
-31.0,2,30
-32.0,2,31
-33.0,2,32
-34.0,2,33
-35.0,2,34
-36.0,2,35
-37.0,2,36
-38.0,2,37
-39.0,2,38
-40.0,2,39
-41.0,2,40
-42.0,2,41
-43.0,2,42
-44.0,2,43
-45.0,2,44
-46.0,2,45
-47.0,2,46
-48.0,2,47
-49.0,2,48
-50.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-14.0,3,13
-15.0,3,14
-16.0,3,15
-17.0,3,16
-18.0,3,17
-19.0,3,18
-20.0,3,19
-21.0,3,20
-22.0,3,21
-23.0,3,22
-24.0,3,23
-25.0,3,24
-26.0,3,25
-27.0,3,26
-28.0,3,27
-29.0,3,28
-30.0,3,29
-31.0,3,30
-32.0,3,31
-33.0,3,32
-34.0,3,33
-35.0,3,34
-36.0,3,35
-37.0,3,36
-38.0,3,37
-39.0,3,38
-40.0,3,39
-41.0,3,40
-42.0,3,41
-43.0,3,42
-44.0,3,43
-45.0,3,44
-46.0,3,45
-47.0,3,46
-48.0,3,47
-49.0,3,48
-50.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-11.0,4,10
-12.0,4,11
-13.0,4,12
-14.0,4,13
-15.0,4,14
-16.0,4,15
-17.0,4,16
-18.0,4,17
-19.0,4,18
-20.0,4,19
-21.0,4,20
-22.0,4,21
-23.0,4,22
-23.0,4,23
-23.0,4,24
-23.0,4,25
-23.0,4,26
-23.0,4,27
-23.0,4,28
-23.0,4,29
-23.0,4,30
-23.0,4,31
-23.0,4,32
-24.0,4,33
-25.0,4,34
-26.0,4,35
-26.0,4,36
-26.0,4,37
-26.0,4,38
-26.0,4,39
-26.0,4,40
-26.0,4,41
-26.0,4,42
-26.0,4,43
-27.0,4,44
-28.0,4,45
-29.0,4,46
-29.0,4,47
-29.0,4,48
-29.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-9.0,5,8
-10.0,5,9
-11.0,5,10
-12.0,5,11
-13.0,5,12
-14.0,5,13
-14.0,5,14
-14.0,5,15
-14.0,5,16
-14.0,5,17
-14.0,5,18
-14.0,5,19
-14.0,5,20
-14.0,5,21
-14.0,5,22
-14.0,5,23
-14.0,5,24
-14.0,5,25
-14.0,5,26
-14.0,5,27
-14.0,5,28
-14.0,5,29
-14.0,5,30
-14.0,5,31
-14.0,5,32
-14.0,5,33
-14.0,5,34
-14.0,5,35
-14.0,5,36
-14.0,5,37
-14.0,5,38
-15.0,5,39
-16.0,5,40
-16.0,5,41
-16.0,5,42
-16.0,5,43
-16.0,5,44
-16.0,5,45
-16.0,5,46
-16.0,5,47
-16.0,5,48
-16.0,5,49
