episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
100, 4950, -14.8989898989899, -18.828282828282827, -17.353535353535353, -17.414141414141415
200, 9950, -15.66, -18.5, -17.16, -17.66
300, 14950, -15.13, -18.9, -16.69, -18.14
400, 19950, -15.6, -18.03, -16.12, -18.21
500, 24950, -15.58, -18.67, -16.33, -17.85
600, 29950, -14.93, -19.11, -16.77, -17.65
700, 34950, -15.13, -18.42, -16.63, -17.48
800, 39950, -15.3, -18.39, -16.61, -17.97
900, 44950, -15.85, -18.56, -16.94, -17.72
1000, 49950, -16.05, -18.12, -16.5, -17.48
1100, 54950, -18.15, -26.25, -10.8, -25.46
1200, 59950, -15.27, -9.98, -10.63, -16.63
1300, 64950, -17.75, -26.46, -41.53, -6.64
1400, 69950, -11.11, -13.05, -0.23, -13.48
1500, 74950, -15.18, -27.04, -20.32, -10.31
1600, 79950, -14.34, -23.42, -23.54, -6.11
1700, 84950, -9.58, -32.66, -14.05, -11.08
1800, 89950, -7.4, -35.48, -17.47, -24.86
1900, 94950, -7.47, -26.68, -11.54, -28.79
2000, 99950, -13.75, -26.53, -15.14, -29.47
2100, 104950, -9.07, -25.81, -5.9, -38.52
2200, 109950, -4.55, -35.37, -13.27, -35.48
2300, 114950, -4.06, -34.66, -15.83, -31.62
2400, 119950, -7.72, -33.85, -12.15, -33.75
2500, 124950, -8.08, -29.89, -10.41, -36.53
2600, 129950, -11.28, -30.29, -15.09, -31.53
2700, 134950, -17.37, -20.58, -11.15, -37.1
2800, 139950, -8.14, -36.71, -12.45, -32.67
2900, 144950, -25.97, -20.85, -10.81, -36.49
3000, 149950, -18.11, -25.62, -14.71, -32.76
3100, 154950, -28.63, -17.76, -10.33, -37.29
3200, 159950, -22.0, -24.4, -12.19, -35.77
3300, 164950, -30.11, -18.63, -10.61, -38.21
3400, 169950, -24.28, -24.43, -13.7, -33.17
3500, 174950, -19.25, -28.44, -11.24, -37.95
3600, 179950, -23.12, -26.5, -10.53, -37.87
3700, 184950, -17.65, -31.37, -9.22, -40.05
3800, 189950, -15.26, -33.91, -11.94, -36.19
3900, 194950, -23.24, -26.13, -7.6, -40.9
4000, 199950, -25.2, -23.8, -15.14, -33.83
4100, 204950, -15.08, -34.44, -13.13, -35.95
4200, 209950, -20.18, -29.02, -12.8, -36.26
4300, 214950, -16.13, -32.43, -13.28, -34.24
4400, 219950, -24.29, -24.4, -9.31, -37.3
4500, 224950, -19.36, -29.94, -5.51, -42.75
4600, 229950, -18.64, -31.19, -7.51, -37.54
4700, 234950, -33.88, -15.69, -8.64, -38.13
4800, 239950, -31.02, -18.4, -6.32, -40.21
4900, 244950, -24.96, -24.37, -9.32, -36.07
5000, 249950, -23.82, -25.74, -7.75, -39.17
5100, 254950, -46.47, -3.34, -5.36, -40.21
5200, 259950, -37.92, -11.7, -9.59, -37.74
5300, 264950, -27.22, -22.18, -7.15, -37.51
5400, 269950, -33.69, -15.92, -5.95, -38.07
5500, 274950, -40.16, -6.87, -7.65, -40.24
5600, 279950, -47.29, -1.56, -9.6, -37.47
5700, 284950, -42.76, -6.25, -7.35, -39.19
5800, 289950, -28.05, -21.36, -12.58, -36.18
5900, 294950, -33.29, -16.18, -6.38, -42.19
6000, 299950, -27.72, -21.96, -8.47, -38.53
6100, 304950, -26.87, -22.82, -4.01, -41.76
6200, 309950, -18.44, -30.9, -5.05, -41.23
6300, 314950, -19.53, -28.92, -5.61, -41.69
6400, 319950, -28.76, -19.48, -13.87, -34.6
6500, 324950, -24.66, -22.93, -12.13, -36.32
6600, 329950, -41.52, -8.13, -8.51, -40.84
6700, 334950, -36.82, -11.44, -7.69, -40.87
6800, 339950, -28.76, -19.39, -10.8, -38.11
6900, 344950, -31.43, -15.06, -15.2, -33.12
7000, 349950, -38.74, -7.46, -11.5, -37.77
7100, 354950, -45.0, -3.89, -8.15, -40.43
7200, 359950, -44.64, -4.79, -11.59, -37.2
7300, 364950, -41.99, -7.39, -11.77, -35.83
7400, 369950, -33.15, -15.44, -12.22, -37.34
7500, 374950, -41.62, -7.88, -6.76, -42.31
7600, 379950, -37.7, -11.75, -6.99, -42.07
7700, 384950, -32.93, -15.55, -3.32, -44.93
7800, 389950, -42.11, -6.1, -7.98, -40.93
7900, 394950, -45.78, -2.63, -5.13, -42.33
8000, 399950, -47.51, -1.91, -8.02, -40.74
8100, 404950, -45.99, -3.77, -7.68, -41.38
8200, 409950, -45.91, -2.82, -9.18, -39.2
8300, 414950, -46.91, -1.66, -7.94, -40.98
8400, 419950, -46.64, -2.42, -7.12, -41.88
8500, 424950, -47.84, -1.73, -5.36, -42.93
8600, 429950, -44.95, -3.68, -4.89, -43.52
8700, 434950, -45.64, -2.45, -5.87, -43.6
8800, 439950, -47.09, -2.18, -6.9, -42.48
8900, 444950, -48.35, -1.43, -9.28, -39.62
9000, 449950, -48.05, -1.38, -7.85, -40.74
9100, 454950, -47.97, -0.93, -7.29, -41.15
9200, 459950, -47.15, -1.27, -6.05, -41.99
9300, 464950, -48.66, -0.93, -7.4, -41.61
9400, 469950, -47.33, -0.97, -6.79, -42.33
9500, 474950, -46.55, -3.28, -12.0, -37.48
9600, 479950, -47.97, -1.89, -9.07, -39.56
9700, 484950, -47.95, -1.8, -9.03, -39.41
9800, 489950, -45.92, -0.99, -9.39, -40.14
9900, 494950, -48.4, -1.51, -8.06, -41.54
10000, 499950, -48.62, -1.13, -9.0, -40.2
10100, 504950, -47.78, -1.05, -15.9, -33.46
10200, 509950, -47.62, -1.32, -7.97, -41.35
10300, 514950, -49.35, -0.34, -13.54, -35.99
10400, 519950, -49.12, -0.46, -6.2, -43.25
10500, 524950, -48.31, -1.63, -6.23, -43.37
10600, 529950, -47.94, -1.86, -10.86, -38.65
10700, 534950, -49.26, -0.52, -8.51, -40.91
10800, 539950, -48.86, -0.96, -9.66, -39.36
10900, 544950, -49.28, -0.64, -6.79, -42.82
11000, 549950, -49.46, -0.4, -9.28, -40.45
11100, 554950, -48.95, -0.86, -7.76, -41.78
11200, 559950, -48.6, -1.31, -12.5, -37.2
11300, 564950, -49.51, -0.36, -9.04, -40.44
11400, 569950, -49.25, -0.58, -9.89, -39.88
11500, 574950, -48.93, -0.62, -5.65, -43.99
11600, 579950, -48.48, -0.84, -8.4, -41.08
11700, 584950, -48.42, -0.92, -9.26, -40.47
11800, 589950, -48.7, -0.5, -8.91, -40.84
11900, 594950, -48.73, -0.8, -8.95, -40.29
12000, 599950, -49.07, -0.81, -6.17, -43.31
12100, 604950, -49.13, -0.78, -8.34, -41.28
12200, 609950, -49.17, -0.74, -9.67, -40.09
12300, 614950, -47.96, -1.81, -6.98, -42.82
12400, 619950, -49.0, -0.65, -9.95, -39.51
12500, 624950, -49.33, -0.59, -7.5, -42.36
12600, 629950, -49.31, -0.46, -10.25, -39.25
12700, 634950, -49.07, -0.43, -7.92, -37.99
12800, 639950, -48.58, -0.7, -8.44, -35.82
12900, 644950, -48.31, -0.43, -15.98, -31.75
13000, 649950, -47.21, -0.63, -12.48, -36.12
13100, 654950, -47.89, -0.58, -11.82, -36.09
13200, 659950, -49.05, -0.57, -16.45, -31.83
13300, 664950, -48.98, -0.4, -14.69, -32.61
13400, 669950, -48.6, -0.27, -12.82, -33.63
13500, 674950, -47.74, -0.4, -9.1, -37.95
13600, 679950, -48.48, -0.46, -13.94, -34.01
13700, 684950, -48.65, -0.27, -19.34, -27.32
13800, 689950, -48.79, -0.47, -11.29, -36.38
13900, 694950, -49.51, -0.35, -10.12, -35.99
14000, 699950, -49.58, -0.3, -13.15, -34.13
14100, 704950, -49.26, -0.48, -11.73, -34.17
14200, 709950, -48.58, -0.54, -12.91, -35.37
14300, 714950, -48.78, -0.59, -14.94, -30.75
14400, 719950, -48.66, -1.01, -13.13, -34.41
14500, 724950, -48.68, -0.91, -14.82, -32.34
14600, 729950, -49.02, -0.5, -16.13, -31.47
14700, 734950, -49.24, -0.59, -14.36, -32.24
14800, 739950, -49.53, -0.42, -21.2, -26.54
14900, 744950, -48.63, -1.05, -23.42, -23.63
15000, 749950, -49.03, -0.34, -14.88, -33.35
15100, 754950, -49.65, -0.21, -14.9, -33.2
15200, 759950, -49.31, -0.42, -20.05, -27.59
15300, 764950, -49.17, -0.27, -22.84, -25.09
15400, 769950, -49.4, -0.29, -18.5, -29.49
15500, 774950, -48.25, -0.21, -15.09, -31.04
15600, 779950, -48.65, -0.26, -17.06, -29.93
15700, 784950, -49.43, -0.19, -13.77, -30.06
15800, 789950, -48.94, -0.2, -17.35, -27.74
15900, 794950, -48.92, -0.24, -17.42, -27.82
16000, 799950, -48.8, -0.22, -21.17, -25.5
16100, 804950, -49.26, -0.26, -16.15, -29.14
16200, 809950, -49.22, -0.41, -13.81, -31.35
16300, 814950, -49.12, -0.29, -18.7, -28.2
16400, 819950, -49.19, -0.15, -19.55, -26.52
16500, 824950, -49.38, -0.22, -22.82, -24.98
16600, 829950, -49.34, -0.41, -22.75, -25.03
16700, 834950, -48.63, -0.89, -13.19, -34.37
16800, 839950, -48.91, -0.75, -16.0, -31.51
16900, 844950, -47.13, -1.05, -17.93, -28.63
17000, 849950, -48.19, -0.2, -20.1, -27.1
17100, 854950, -48.47, -0.39, -18.5, -30.12
17200, 859950, -48.51, -0.62, -14.13, -32.59
17300, 864950, -49.2, -0.63, -16.51, -31.51
17400, 869950, -48.71, -0.4, -16.58, -30.53
17500, 874950, -45.76, -3.13, -15.96, -31.69
17600, 879950, -43.56, -5.76, -23.82, -24.11
17700, 884950, -40.62, -7.78, -16.97, -31.45
17800, 889950, -39.91, -8.73, -16.31, -32.29
17900, 894950, -39.17, -9.1, -17.89, -29.69
18000, 899950, -43.4, -4.85, -16.87, -31.34
18100, 904950, -42.06, -5.93, -10.74, -33.87
18200, 909950, -40.95, -6.24, -14.72, -32.51
18300, 914950, -44.27, -5.41, -18.92, -28.55
18400, 919950, -36.73, -11.73, -16.62, -29.01
18500, 924950, -41.02, -8.45, -16.35, -28.61
18600, 929950, -40.16, -7.1, -16.02, -29.63
18700, 934950, -40.61, -7.45, -17.02, -30.06
18800, 939950, -36.18, -9.61, -15.8, -32.43
18900, 944950, -37.28, -8.82, -8.81, -39.04
19000, 949950, -34.78, -12.56, -15.48, -32.6
19100, 954950, -39.37, -8.62, -20.59, -27.98
19200, 959950, -37.42, -6.28, -19.33, -27.0
19300, 964950, -37.61, -11.89, -21.09, -25.13
19400, 969950, -36.52, -9.24, -16.39, -29.56
19500, 974950, -41.68, -5.25, -26.47, -21.9
19600, 979950, -42.24, -5.52, -26.93, -21.41
19700, 984950, -43.73, -5.2, -24.43, -24.17
19800, 989950, -43.58, -3.46, -28.86, -20.3
19900, 994950, -40.31, -7.89, -18.95, -29.45
20000, 999950, -34.88, -14.99, -20.93, -27.88
20100, 1004950, -35.06, -14.89, -23.73, -24.56
20200, 1009950, -35.41, -14.52, -25.31, -23.79
20300, 1014950, -34.8, -14.06, -24.08, -25.02
20400, 1019950, -37.36, -11.84, -28.28, -20.72
20500, 1024950, -38.45, -11.16, -25.34, -23.3
20600, 1029950, -33.62, -14.04, -23.66, -25.44
20700, 1034950, -33.74, -15.18, -24.25, -24.38
20800, 1039950, -35.13, -14.83, -26.25, -22.4
20900, 1044950, -36.92, -12.95, -20.51, -26.98
21000, 1049950, -40.36, -9.49, -24.26, -24.56
21100, 1054950, -33.89, -15.62, -22.86, -26.14
21200, 1059950, -41.36, -8.11, -19.62, -29.57
21300, 1064950, -34.06, -15.72, -23.97, -25.5
21400, 1069950, -35.96, -13.69, -21.98, -27.45
21500, 1074950, -30.51, -15.64, -26.01, -23.26
21600, 1079950, -31.06, -17.62, -27.51, -21.07
21700, 1084950, -33.35, -16.41, -24.74, -24.4
21800, 1089950, -41.94, -7.89, -26.89, -21.97
21900, 1094950, -29.17, -20.51, -30.68, -18.39
22000, 1099950, -33.03, -16.42, -25.8, -23.49
22100, 1104950, -31.31, -18.61, -29.07, -20.18
22200, 1109950, -31.36, -18.59, -29.57, -19.43
22300, 1114950, -31.98, -17.9, -26.09, -23.18
22400, 1119950, -36.59, -13.16, -27.34, -21.67
22500, 1124950, -34.23, -15.47, -23.34, -24.7
22600, 1129950, -38.56, -10.15, -29.91, -19.04
22700, 1134950, -32.11, -14.58, -35.17, -12.95
22800, 1139950, -34.99, -13.39, -36.87, -10.51
22900, 1144950, -32.94, -5.65, -33.87, -13.5
23000, 1149950, -35.22, -11.9, -39.03, -9.52
23100, 1154950, -39.1, -9.43, -32.48, -15.97
23200, 1159950, -36.88, -12.95, -22.94, -22.44
23300, 1164950, -38.76, -11.14, -34.44, -14.37
23400, 1169950, -40.51, -8.55, -28.67, -16.02
23500, 1174950, -36.9, -11.7, -29.7, -16.17
23600, 1179950, -37.0, -12.14, -33.75, -14.28
23700, 1184950, -38.18, -10.62, -37.65, -10.22
23800, 1189950, -33.49, -16.32, -37.61, -10.76
23900, 1194950, -37.49, -12.45, -36.73, -11.72
24000, 1199950, -35.21, -14.69, -35.28, -10.76
24100, 1204950, -36.21, -13.51, -31.2, -4.72
24200, 1209950, -32.78, -13.29, -36.64, -11.34
24300, 1214950, -32.14, -9.62, -41.69, -7.99
24400, 1219950, -37.39, -9.09, -35.43, -14.12
24500, 1224950, -38.24, -8.12, -39.14, -10.69
24600, 1229950, -37.8, -10.09, -46.63, -3.07
24700, 1234950, -38.13, -11.59, -42.52, -6.91
24800, 1239950, -31.6, -18.24, -44.73, -4.9
24900, 1244950, -34.95, -14.87, -44.91, -4.75
25000, 1249950, -34.55, -15.22, -37.39, -12.17
25100, 1254950, -22.7, -11.77, -44.11, -5.65
25200, 1259950, -26.02, -9.22, -42.34, -7.23
