episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg,agent2_energy_min,agent2_energy_max,agent2_energy_avg,agent3_energy_min,agent3_energy_max,agent3_energy_avg
200, 9950, -23.266331658291456, -0.5226130653266332, -11.888944723618096, -23.688442211055275, -0.4824120603015075, -12.112663316582909, -20.532663316582916, -0.4221105527638191, -10.768643216080404, -26.12060301507538, -0.5226130653266332, -13.292663316582908
400, 19950, -23.945, -0.5, -12.332299999999984, -24.805, -0.465, -12.685899999999998, -20.385, -0.395, -10.689400000000001, -26.735, -0.515, -13.549300000000002
600, 29950, -23.63, -0.465, -12.05319999999999, -23.875, -0.485, -12.251900000000001, -21.01, -0.46, -11.036199999999997, -26.25, -0.515, -13.158900000000006
800, 39950, -23.385, -0.47, -11.9823, -24.11, -0.49, -12.31760000000001, -20.095, -0.435, -10.774799999999997, -26.36, -0.51, -13.1504
1000, 49950, -24.24, -0.525, -12.3982, -24.825, -0.51, -12.660800000000004, -21.355, -0.42, -11.191899999999999, -25.49, -0.525, -12.784500000000003
1200, 59950, -39.745, -0.56, -19.186099999999996, -20.515, -0.465, -10.640900000000002, -30.09, -0.69, -15.463000000000001, -37.28, -0.615, -18.08469999999999
1400, 69950, -27.2, -0.185, -11.368700000000008, -20.715, -0.43, -10.3084, -33.465, -0.61, -17.194399999999987, -31.15, -0.425, -13.453100000000004
1600, 79950, -23.09, -0.4, -10.631100000000005, -15.855, -0.28, -7.110000000000002, -26.245, -0.275, -12.2732, -31.325, -0.57, -15.329599999999997
1800, 89950, -24.35, -0.47, -11.269400000000003, -28.89, -0.555, -14.5461, -17.535, -0.36, -8.630299999999998, -38.8, -0.5, -19.442199999999996
2000, 99950, -20.12, -0.51, -11.070700000000002, -9.75, -0.58, -5.688300000000001, -31.6, -0.53, -15.458300000000008, -21.975, -0.35, -11.380500000000001
2200, 109950, -20.61, -0.415, -11.170600000000002, -14.39, -0.555, -7.912899999999994, -40.915, -0.745, -20.121000000000002, -30.4, -0.31, -14.934300000000007
2400, 119950, -26.53, -0.4, -13.692699999999997, -15.865, -0.57, -8.5901, -46.495, -0.865, -23.30390000000001, -26.765, -0.275, -13.076999999999998
2600, 129950, -25.71, -0.43, -12.786900000000008, -18.11, -0.46, -9.476699999999997, -46.36, -0.935, -23.447799999999997, -30.24, -0.28, -14.528599999999988
2800, 139950, -20.865, -0.35, -10.2315, -17.13, -0.515, -9.750200000000001, -45.63, -0.9, -22.821699999999993, -32.335, -0.3, -15.987500000000004
3000, 149950, -14.58, -0.31, -7.075399999999999, -16.28, -0.5, -9.2448, -46.715, -0.94, -23.5339, -35.875, -0.455, -18.025599999999994
3200, 159950, -11.665, -0.33, -5.908100000000001, -21.095, -0.49, -11.239, -48.23, -0.965, -24.4353, -34.65, -0.44, -16.986300000000007
3400, 169950, -10.065, -0.34, -4.908800000000001, -25.235, -0.555, -12.645300000000004, -47.96, -0.93, -24.3304, -41.21, -0.6, -20.558199999999996
3600, 179950, -9.88, -0.42, -5.312899999999998, -20.075, -0.45, -9.672199999999998, -48.205, -0.945, -24.451099999999993, -41.56, -0.6, -20.780899999999995
3800, 189950, -6.47, -0.32, -3.739699999999999, -12.415, -0.405, -6.2392, -47.11, -0.95, -23.91360000000001, -37.355, -0.595, -18.64
4000, 199950, -4.82, -0.28, -2.978000000000002, -12.35, -0.44, -6.544, -47.765, -0.91, -24.0669, -40.605, -0.61, -20.296499999999995
4200, 209950, -5.68, -0.38, -3.5764000000000005, -18.32, -0.53, -9.110200000000003, -47.38, -0.905, -23.803799999999992, -43.45, -0.615, -21.5546
4400, 219950, -8.465, -0.455, -5.203900000000002, -14.65, -0.55, -7.662999999999996, -48.055, -0.915, -24.2049, -42.62, -0.62, -20.9767
4600, 229950, -6.68, -0.455, -4.346, -11.82, -0.47, -6.384500000000003, -48.93, -0.915, -24.726299999999995, -46.94, -0.625, -23.133399999999998
4800, 239950, -6.015, -0.43, -4.091100000000002, -12.585, -0.535, -6.861600000000001, -48.61, -0.945, -24.537499999999987, -48.3, -0.805, -24.213799999999996
5000, 249950, -7.005, -0.445, -4.467600000000002, -13.93, -0.6, -7.529900000000002, -48.175, -0.92, -24.222500000000004, -47.95, -0.88, -24.167800000000003
5200, 259950, -9.735, -0.455, -5.835699999999998, -10.66, -0.57, -6.282099999999999, -48.645, -0.895, -24.537400000000016, -47.63, -0.815, -23.872900000000005
