episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -26.301507537688444, -0.4723618090452261, -13.393065326633163, -25.763819095477388, -0.5577889447236181, -13.248341708542718
400, 19950, -26.385, -0.555, -13.486099999999997, -26.425, -0.465, -13.453299999999997
600, 29950, -26.565, -0.475, -13.299999999999994, -25.895, -0.51, -13.315199999999994
800, 39950, -25.885, -0.51, -13.162099999999999, -26.705, -0.57, -13.569
1000, 49950, -26.29, -0.495, -13.310899999999998, -26.42, -0.575, -13.718000000000004
1200, 59950, -15.745, -0.295, -8.322299999999995, -30.88, -0.64, -15.907900000000005
1400, 69950, -28.1, -0.765, -15.765899999999997, -28.945, -0.63, -14.3661
1600, 79950, -16.675, -0.44, -9.3582, -42.365, -0.83, -21.712600000000005
1800, 89950, -35.125, -0.595, -18.747600000000002, -20.57, -0.625, -10.428799999999997
2000, 99950, -27.595, -0.51, -13.954099999999999, -27.77, -0.7, -13.808100000000007
2200, 109950, -17.935, -0.35, -9.468900000000005, -22.305, -0.63, -11.662
2400, 119950, -24.305, -0.43, -12.532099999999993, -25.83, -0.575, -13.019900000000005
2600, 129950, -19.095, -0.31, -9.652199999999997, -31.12, -0.72, -15.858200000000002
2800, 139950, -25.01, -0.42, -13.232200000000002, -30.44, -0.645, -15.288699999999997
3000, 149950, -29.42, -0.495, -15.202499999999992, -32.975, -0.695, -16.675399999999993
3200, 159950, -29.56, -0.565, -15.595299999999995, -34.75, -0.605, -17.487599999999997
3400, 169950, -27.2, -0.495, -13.865199999999998, -40.495, -0.65, -19.8702
3600, 179950, -23.705, -0.385, -12.107600000000005, -42.2, -0.78, -21.054699999999997
3800, 189950, -25.46, -0.42, -13.054400000000001, -44.695, -0.88, -22.519299999999994
4000, 199950, -26.645, -0.355, -13.383599999999996, -44.79, -0.87, -22.556800000000013
4200, 209950, -21.255, -0.365, -10.636, -44.975, -0.9, -22.497100000000003
4400, 219950, -30.925, -0.54, -16.006000000000007, -44.73, -0.86, -22.5248
4600, 229950, -24.855, -0.525, -12.679300000000001, -46.785, -0.96, -23.792499999999997
4800, 239950, -23.905, -0.435, -12.256699999999997, -47.235, -0.985, -23.91650000000001
5000, 249950, -26.905, -0.5, -13.730500000000001, -48.74, -0.99, -24.729699999999994
5200, 259950, -29.46, -0.57, -15.134699999999999, -48.925, -0.965, -24.7909
5400, 269950, -29.25, -0.695, -15.329799999999993, -48.26, -0.96, -24.39400000000001
5600, 279950, -28.955, -0.7, -15.128599999999997, -47.575, -0.97, -24.206699999999998
5800, 289950, -29.69, -0.685, -15.541799999999997, -47.71, -0.99, -24.323999999999984
6000, 299950, -30.125, -0.71, -15.749000000000002, -49.195, -0.96, -24.92219999999999
6200, 309950, -25.705, -0.665, -13.682999999999998, -48.72, -0.985, -24.67329999999999
6400, 319950, -28.65, -0.69, -15.038599999999997, -48.76, -0.995, -24.75369999999999
6600, 329950, -23.505, -0.555, -12.392199999999988, -48.6, -1.0, -24.6112
6800, 339950, -23.715, -0.525, -12.321599999999991, -49.125, -0.975, -24.93639999999999
7000, 349950, -32.305, -0.69, -16.671099999999992, -46.8, -0.985, -23.859899999999993
7200, 359950, -31.86, -0.585, -16.679900000000004, -45.38, -0.975, -23.246899999999993
7400, 369950, -24.675, -0.475, -12.744000000000005, -45.445, -0.995, -23.240799999999993
7600, 379950, -23.98, -0.445, -12.262600000000006, -46.155, -0.98, -23.533900000000003
7800, 389950, -26.99, -0.51, -13.756499999999994, -48.805, -0.995, -24.741499999999995
8000, 399950, -24.865, -0.315, -11.987600000000008, -47.95, -0.99, -24.319599999999994
8200, 409950, -28.43, -0.335, -14.095600000000005, -48.585, -1.0, -24.794199999999996
8400, 419950, -24.41, -0.29, -11.293399999999998, -48.32, -1.0, -24.583100000000005
8600, 429950, -28.655, -0.355, -13.609500000000004, -47.92, -0.995, -24.432300000000005
8800, 439950, -31.535, -0.515, -15.640600000000004, -48.595, -0.995, -24.804999999999996
9000, 449950, -30.495, -0.465, -15.084399999999984, -48.765, -0.995, -24.7273
9200, 459950, -26.785, -0.33, -12.208399999999997, -48.215, -1.0, -24.482399999999995
9400, 469950, -28.25, -0.415, -13.665499999999994, -47.435, -0.97, -24.013399999999994
9600, 479950, -26.13, -0.33, -12.288400000000001, -47.475, -0.99, -24.131700000000002
9800, 489950, -25.535, -0.31, -11.828199999999997, -47.95, -0.985, -24.306100000000004
10000, 499950, -34.005, -0.58, -17.477300000000003, -48.905, -0.99, -24.7777
10200, 509950, -29.54, -0.48, -15.037700000000005, -47.295, -0.975, -24.02020000000001
10400, 519950, -30.835, -0.495, -15.4032, -45.43, -0.99, -23.007699999999996
10600, 529950, -29.6, -0.395, -14.32910000000001, -49.035, -0.995, -24.9665
10800, 539950, -22.87, -0.315, -11.307100000000002, -48.89, -1.0, -24.829300000000007
11000, 549950, -29.08, -0.45, -14.431600000000005, -49.18, -0.995, -24.935000000000006
11200, 559950, -30.87, -0.62, -15.432399999999998, -48.035, -1.0, -24.4872
11400, 569950, -32.74, -0.555, -16.166300000000003, -48.31, -1.0, -24.51540000000001
11600, 579950, -23.295, -0.505, -11.410099999999995, -47.235, -0.99, -23.8266
11800, 589950, -32.33, -0.575, -16.032, -48.95, -0.99, -24.795
12000, 599950, -30.05, -0.595, -15.6905, -48.95, -1.0, -24.864199999999997
12200, 609950, -28.67, -0.4, -13.69039999999999, -49.215, -0.995, -24.9947
12400, 619950, -33.93, -0.645, -17.155299999999997, -48.48, -0.99, -24.628800000000002
12600, 629950, -31.335, -0.51, -15.869300000000004, -48.23, -0.995, -24.493599999999997
12800, 639950, -31.88, -0.655, -16.753999999999998, -49.26, -0.995, -25.021900000000002
13000, 649950, -35.255, -0.76, -19.288700000000002, -49.625, -1.0, -25.253699999999995
13200, 659950, -35.045, -0.78, -18.815800000000007, -48.915, -0.985, -24.749700000000004
13400, 669950, -30.285, -0.82, -16.901599999999988, -49.155, -1.0, -24.931599999999992
13600, 679950, -25.305, -0.66, -13.676199999999994, -49.52, -0.995, -25.224
13800, 689950, -23.67, -0.61, -12.8333, -49.51, -0.995, -25.153699999999994
14000, 699950, -27.99, -0.845, -15.837199999999994, -49.73, -1.0, -25.307399999999998
14200, 709950, -30.295, -0.84, -16.474099999999993, -49.11, -0.99, -24.898099999999996
14400, 719950, -23.925, -0.765, -13.363600000000003, -49.42, -1.0, -25.104300000000002
14600, 729950, -25.52, -0.755, -14.361500000000001, -49.59, -0.985, -25.20189999999999
14800, 739950, -30.08, -0.94, -16.7902, -49.7, -1.0, -25.275800000000004
15000, 749950, -26.91, -0.945, -15.719499999999996, -49.16, -1.0, -24.88359999999999
15200, 759950, -25.22, -0.915, -14.645200000000013, -49.32, -1.0, -25.014499999999995
15400, 769950, -23.78, -0.785, -13.520899999999997, -48.93, -1.0, -24.802399999999988
15600, 779950, -23.625, -0.735, -12.8763, -49.24, -0.995, -25.021900000000002
15800, 789950, -25.645, -0.78, -14.113599999999993, -49.555, -0.995, -25.179999999999996
16000, 799950, -29.295, -0.88, -16.11329999999999, -49.615, -0.995, -25.225500000000007
16200, 809950, -30.325, -0.895, -17.170099999999994, -49.465, -0.975, -25.141899999999996
16400, 819950, -29.295, -0.735, -15.346100000000014, -49.495, -0.995, -25.2055
16600, 829950, -30.005, -0.84, -16.548499999999994, -49.695, -1.0, -25.3081
16800, 839950, -27.24, -0.765, -15.0362, -49.7, -1.0, -25.290699999999998
17000, 849950, -32.76, -0.875, -17.771800000000002, -49.685, -0.995, -25.266
17200, 859950, -29.085, -0.87, -15.920000000000002, -49.455, -1.0, -25.131400000000003
17400, 869950, -30.55, -0.74, -16.0014, -48.84, -0.995, -24.7229
17600, 879950, -34.77, -0.975, -18.800000000000004, -49.655, -1.0, -25.257099999999994
17800, 889950, -31.215, -0.92, -16.9438, -49.57, -0.99, -25.1981
18000, 899950, -31.0, -0.895, -16.8266, -49.475, -0.995, -25.162000000000006
18200, 909950, -28.915, -0.855, -15.826099999999988, -49.45, -1.0, -25.111700000000006
18400, 919950, -27.525, -0.925, -15.902199999999999, -49.575, -0.995, -25.18719999999999
18600, 929950, -30.715, -0.855, -16.624800000000004, -49.235, -1.0, -24.997300000000006
18800, 939950, -33.655, -0.905, -18.3113, -49.24, -0.995, -24.9829
19000, 949950, -29.73, -0.905, -16.655299999999997, -49.565, -1.0, -25.23460000000001
19200, 959950, -33.655, -0.9, -18.6227, -49.18, -1.0, -24.906599999999997
19400, 969950, -37.615, -0.935, -20.285899999999994, -49.515, -1.0, -25.1433
19600, 979950, -41.6, -0.97, -22.093800000000016, -49.185, -1.0, -24.870099999999997
19800, 989950, -33.58, -0.955, -18.533699999999996, -49.34, -1.0, -25.008999999999997
20000, 999950, -35.27, -0.92, -19.1935, -49.715, -0.995, -25.2965
