episode,step,total_reward
200, 9950, -188.131847
400, 19950, -181.058703
600, 29950, -166.577971
800, 39950, -175.637701
1000, 49950, -171.914303
1200, 59950, -755.407674
1400, 69950, -246.168014
1600, 79950, -177.490848
1800, 89950, -160.849662
2000, 99950, -149.007054
2200, 109950, -157.220774
2400, 119950, -143.651103
2600, 129950, -134.765318
2800, 139950, -118.868400
3000, 149950, -121.493363
3200, 159950, -115.211080
3400, 169950, -107.720161
3600, 179950, -114.403779
3800, 189950, -96.578107
4000, 199950, -96.459341
4200, 209950, -88.468883
4400, 219950, -99.652248
4600, 229950, -83.187099
4800, 239950, -95.333913
5000, 249950, -82.494660
5200, 259950, -78.993409
5400, 269950, -87.026505
5600, 279950, -86.505029
5800, 289950, -90.780467
6000, 299950, -79.725495
6200, 309950, -82.798049
6400, 319950, -85.353186
6600, 329950, -75.545410
6800, 339950, -70.994718
7000, 349950, -76.605241
7200, 359950, -75.460548
7400, 369950, -85.450886
7600, 379950, -83.904716
7800, 389950, -70.372926
8000, 399950, -81.532563
8200, 409950, -87.181201
8400, 419950, -81.937111
8600, 429950, -93.275118
8800, 439950, -76.135034
9000, 449950, -73.581288
9200, 459950, -80.180575
9400, 469950, -80.720211
9600, 479950, -78.382798
9800, 489950, -80.885535
10000, 499950, -70.640330
10200, 509950, -70.456188
10400, 519950, -78.721556
10600, 529950, -69.077219
10800, 539950, -68.317175
11000, 549950, -64.943343
11200, 559950, -82.443815
11400, 569950, -75.424070
11600, 579950, -74.661535
11800, 589950, -63.213603
12000, 599950, -71.674122
12200, 609950, -69.013723
12400, 619950, -74.699689
12600, 629950, -73.153683
12800, 639950, -68.923867
13000, 649950, -68.594970
13200, 659950, -65.119016
13400, 669950, -60.276824
13600, 679950, -66.744444
13800, 689950, -55.558619
14000, 699950, -57.245356
14200, 709950, -61.442672
14400, 719950, -55.384640
14600, 729950, -57.177295
14800, 739950, -61.035238
15000, 749950, -60.379836
15200, 759950, -57.451756
15400, 769950, -66.588652
15600, 779950, -67.100628
15800, 789950, -56.212561
16000, 799950, -56.802212
16200, 809950, -58.259538
16400, 819950, -62.558207
16600, 829950, -61.228896
16800, 839950, -58.315544
17000, 849950, -55.936488
17200, 859950, -60.400552
17400, 869950, -74.142530
17600, 879950, -57.156199
17800, 889950, -56.096278
18000, 899950, -58.910243
18200, 909950, -53.826172
18400, 919950, -50.700923
18600, 929950, -63.960893
18800, 939950, -62.194598
19000, 949950, -60.071627
19200, 959950, -59.023473
19400, 969950, -52.735040
19600, 979950, -56.733941
19800, 989950, -61.042125
20000, 999950, -56.737234
