episode,step,total_reward
1000, 49950, -155.877074
2000, 99950, -224.771748
3000, 149950, -140.540680
4000, 199950, -104.040102
5000, 249950, -93.090741
6000, 299950, -95.762493
7000, 349950, -91.956089
8000, 399950, -88.265314
9000, 449950, -84.546043
10000, 499950, -85.036771
11000, 549950, -80.749936
12000, 599950, -82.164911
13000, 649950, -82.913774
14000, 699950, -78.297642
15000, 749950, -83.676080
16000, 799950, -79.561921
17000, 849950, -76.229069
18000, 899950, -80.015591
19000, 949950, -75.867507
20000, 999950, -76.243022
21000, 1049950, -73.257111
22000, 1099950, -75.257331
23000, 1149950, -73.868087
24000, 1199950, -80.468889
25000, 1249950, -76.012411
26000, 1299950, -69.917488
27000, 1349950, -75.515653
28000, 1399950, -76.577656
29000, 1449950, -79.933462
30000, 1499950, -74.351688
31000, 1549950, -77.119916
32000, 1599950, -81.003671
33000, 1649950, -73.213782
34000, 1699950, -80.285068
35000, 1749950, -76.797510
36000, 1799950, -72.076161
37000, 1849950, -72.607926
38000, 1899950, -75.690330
39000, 1949950, -75.346662
40000, 1999950, -74.811108
41000, 2049950, -102.130264
42000, 2099950, -81.118776
43000, 2149950, -87.957991
44000, 2199950, -81.724229
45000, 2249950, -72.503090
46000, 2299950, -162.776821
47000, 2349950, -87.668554
48000, 2399950, -119.331103
49000, 2449950, -97.448770
50000, 2499950, -112.951333
51000, 2549950, -126.077421
52000, 2599950, -89.622730
53000, 2649950, -82.969095
54000, 2699950, -88.457368
55000, 2749950, -90.766545
56000, 2799950, -86.753429
57000, 2849950, -92.398574
58000, 2899950, -77.081468
59000, 2949950, -88.105365
60000, 2999950, -89.313734
61000, 3049950, -77.012686
62000, 3099950, -77.893692
63000, 3149950, -75.961390
64000, 3199950, -80.816351
65000, 3249950, -80.408659
66000, 3299950, -74.349294
67000, 3349950, -65.414502
68000, 3399950, -73.451870
69000, 3449950, -63.820280
70000, 3499950, -64.206581
71000, 3549950, -75.777826
72000, 3599950, -73.127951
73000, 3649950, -67.274848
74000, 3699950, -75.347627
75000, 3749950, -67.173128
76000, 3799950, -57.006487
77000, 3849950, -72.104496
78000, 3899950, -58.630766
79000, 3949950, -58.154917
80000, 3999950, -50.928861
81000, 4049950, -47.781564
82000, 4099950, -47.431617
83000, 4149950, -46.112306
84000, 4199950, -44.805267
85000, 4249950, -49.371305
86000, 4299950, -60.502362
87000, 4349950, -74.776601
88000, 4399950, -40.765830
89000, 4449950, -43.552951
90000, 4499950, -42.021140
91000, 4549950, -49.852078
92000, 4599950, -52.685465
93000, 4649950, -54.388162
94000, 4699950, -57.191350
95000, 4749950, -70.157974
96000, 4799950, -55.889275
97000, 4849950, -49.213968
98000, 4899950, -45.823825
99000, 4949950, -46.700541
100000, 4999950, -47.999687
