episode,step,agent0_rew,agent1_rew
1000, 49950, -81.03439240966348, -81.03439240966348
2000, 99950, -134.37238660816703, -134.37238660816703
3000, 149950, -69.2983144008819, -69.2983144008819
4000, 199950, -70.69387757111681, -70.69387757111681
5000, 249950, -68.79619261346754, -68.79619261346754
6000, 299950, -71.04939535011212, -71.04939535011212
7000, 349950, -63.7121800924145, -63.7121800924145
8000, 399950, -64.13265209987631, -64.13265209987631
9000, 449950, -62.58196219195682, -62.58196219195682
10000, 499950, -60.64846138722388, -60.64846138722388
11000, 549950, -66.71323623343957, -66.71323623343957
12000, 599950, -61.503078117219616, -61.503078117219616
13000, 649950, -65.12303428483649, -65.12303428483649
14000, 699950, -60.301911719681954, -60.301911719681954
15000, 749950, -59.6747975565315, -59.6747975565315
16000, 799950, -58.328282341803124, -58.328282341803124
17000, 849950, -61.9790549768851, -61.9790549768851
18000, 899950, -59.93518531355188, -59.93518531355188
19000, 949950, -60.05200440541764, -60.05200440541764
20000, 999950, -65.22667466646845, -65.22667466646845
21000, 1049950, -58.18765398223708, -58.18765398223708
22000, 1099950, -54.80726356590264, -54.80726356590264
23000, 1149950, -53.914223792332244, -53.914223792332244
24000, 1199950, -48.8919528200704, -48.8919528200704
25000, 1249950, -54.9486957700975, -54.9486957700975
26000, 1299950, -53.14390221222927, -53.14390221222927
27000, 1349950, -54.070726729987626, -54.070726729987626
28000, 1399950, -57.16819442975514, -57.16819442975514
29000, 1449950, -57.26182879882756, -57.26182879882756
30000, 1499950, -56.76866998044237, -56.76866998044237
31000, 1549950, -57.92528844183473, -57.92528844183473
32000, 1599950, -60.691311939525015, -60.691311939525015
33000, 1649950, -63.33622657848473, -63.33622657848473
34000, 1699950, -62.71991147380384, -62.71991147380384
35000, 1749950, -60.12568337955729, -60.12568337955729
36000, 1799950, -54.519854761480005, -54.519854761480005
37000, 1849950, -52.53351097938706, -52.53351097938706
38000, 1899950, -52.542021467642776, -52.542021467642776
39000, 1949950, -50.87936476596957, -50.87936476596957
40000, 1999950, -47.61864642467795, -47.61864642467795
41000, 2049950, -50.5467382156744, -50.5467382156744
42000, 2099950, -51.80772450261772, -51.80772450261772
43000, 2149950, -52.397906328317696, -52.397906328317696
44000, 2199950, -52.483309375400715, -52.483309375400715
45000, 2249950, -44.95502731096279, -44.95502731096279
46000, 2299950, -42.7485223361006, -42.7485223361006
47000, 2349950, -41.84655429770435, -41.84655429770435
48000, 2399950, -39.76222144323669, -39.76222144323669
49000, 2449950, -39.53247234836859, -39.53247234836859
50000, 2499950, -39.33550003130005, -39.33550003130005
51000, 2549950, -41.692353982132566, -41.692353982132566
52000, 2599950, -40.1380092064359, -40.1380092064359
53000, 2649950, -44.705215418390246, -44.705215418390246
54000, 2699950, -44.4830969778017, -44.4830969778017
55000, 2749950, -39.66207719343956, -39.66207719343956
56000, 2799950, -42.55124243926613, -42.55124243926613
57000, 2849950, -43.47055318380536, -43.47055318380536
58000, 2899950, -41.10693810710179, -41.10693810710179
59000, 2949950, -39.570768282823906, -39.570768282823906
60000, 2999950, -40.32227708314375, -40.32227708314375
61000, 3049950, -40.36068274750931, -40.36068274750931
62000, 3099950, -40.41481770042812, -40.41481770042812
63000, 3149950, -45.83389892205346, -45.83389892205346
64000, 3199950, -43.63643826185452, -43.63643826185452
65000, 3249950, -43.26906675593094, -43.26906675593094
66000, 3299950, -43.46171271012282, -43.46171271012282
67000, 3349950, -42.93850057935454, -42.93850057935454
68000, 3399950, -42.18739165275852, -42.18739165275852
69000, 3449950, -42.630319382207524, -42.630319382207524
70000, 3499950, -44.24918945515671, -44.24918945515671
71000, 3549950, -46.26864153185105, -46.26864153185105
72000, 3599950, -47.442487275074065, -47.442487275074065
73000, 3649950, -43.07707327566892, -43.07707327566892
74000, 3699950, -46.526528867933486, -46.526528867933486
75000, 3749950, -40.59033644201492, -40.59033644201492
76000, 3799950, -41.120771222215105, -41.120771222215105
77000, 3849950, -40.135091930805835, -40.135091930805835
78000, 3899950, -43.642735937362055, -43.642735937362055
79000, 3949950, -42.274063734648436, -42.274063734648436
80000, 3999950, -47.14356497254382, -47.14356497254382
81000, 4049950, -44.02116377706184, -44.02116377706184
82000, 4099950, -44.67847544428162, -44.67847544428162
83000, 4149950, -42.50434222914718, -42.50434222914718
84000, 4199950, -45.16321192406994, -45.16321192406994
85000, 4249950, -46.32414549828697, -46.32414549828697
86000, 4299950, -52.36037955599262, -52.36037955599262
87000, 4349950, -42.43066505753129, -42.43066505753129
88000, 4399950, -47.08875850485834, -47.08875850485834
89000, 4449950, -45.27240906119485, -45.27240906119485
90000, 4499950, -45.401299012795235, -45.401299012795235
91000, 4549950, -45.07739912385101, -45.07739912385101
92000, 4599950, -43.46868087034883, -43.46868087034883
93000, 4649950, -43.80951808472072, -43.80951808472072
94000, 4699950, -44.16396157944287, -44.16396157944287
95000, 4749950, -42.57418352477903, -42.57418352477903
96000, 4799950, -44.047606224378335, -44.047606224378335
97000, 4849950, -40.5663160471374, -40.5663160471374
98000, 4899950, -43.066690713476824, -43.066690713476824
99000, 4949950, -43.68308463719489, -43.68308463719489
100000, 4999950, -40.49225247846574, -40.49225247846574
