episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -77.19018836737956, -79.14317475751264, -81.68301338271537, -75.30095793480372
2000, 99950, -107.16728684495342, -269.1839647322887, -239.58448343562569, -286.8197748358934
3000, 149950, -59.15456668751719, -63.13209230943074, -76.87627977388634, -82.3293588183844
4000, 199950, -55.876842845094345, -63.40067706587215, -62.54986098132233, -63.678742417351145
5000, 249950, -50.66703466366744, -54.58687805487229, -52.91285091627514, -53.80092457428938
6000, 299950, -48.2970398799388, -55.00212582955789, -45.38680113494223, -55.19301103304058
7000, 349950, -44.96762809360606, -51.939734127937655, -39.89582956990188, -56.04779577919948
8000, 399950, -41.861080228354766, -48.92608601072763, -33.573743069112105, -55.24509697502499
9000, 449950, -38.43810580651401, -46.72785559235308, -31.118948759409832, -49.63521007328706
10000, 499950, -33.90006315490081, -40.67663603367372, -32.369645709727635, -51.7707455224037
11000, 549950, -34.552237041571566, -37.87244287468918, -40.345986167053724, -51.972402001211336
12000, 599950, -31.556799361307537, -37.93631671662189, -30.737336384441942, -53.547634105940354
13000, 649950, -30.209772620945646, -36.17286914307832, -31.15638562769895, -52.301992313074344
14000, 699950, -31.18139094749091, -33.26607789366817, -30.817344489040213, -55.88673193861518
15000, 749950, -28.697712714454216, -34.719424631932156, -31.505045742293735, -45.518770130579846
16000, 799950, -26.853744320952053, -38.22241420399584, -26.135550739037324, -46.66520642701938
17000, 849950, -27.946023812705988, -41.97393011023499, -27.631321777865814, -48.16750184328725
18000, 899950, -27.801939789275334, -36.31003627215281, -29.01361144971154, -46.55383608038028
19000, 949950, -29.171241242761052, -34.203766690499286, -30.71975784377788, -44.04790551172897
20000, 999950, -25.666722903603404, -30.51403000357037, -26.842461013452258, -41.9528838635407
21000, 1049950, -27.134904355063473, -32.06909180529578, -26.487941635323843, -41.313361324865205
22000, 1099950, -24.632673645548298, -28.85234041012913, -26.29108680659579, -35.10521301752188
23000, 1149950, -30.875342676003875, -48.42064284102515, -46.96250254549027, -35.36409092247352
24000, 1199950, -27.766647106794355, -26.059854897838523, -42.6291943167799, -37.01970004130872
25000, 1249950, -23.93384043748449, -28.00474804588895, -29.760675092635225, -24.632756402258075
26000, 1299950, -23.05231729248778, -29.41050456527573, -29.97941642031334, -27.1072942587262
27000, 1349950, -29.270975817129454, -30.944333116147963, -49.88335768920118, -26.80363061423923
28000, 1399950, -27.912937522885382, -31.34113665282318, -34.60737003640691, -29.600083386857484
29000, 1449950, -24.752535386449914, -25.825291873571718, -27.79788061300453, -35.317994436889904
30000, 1499950, -22.30548071672354, -23.521979079158395, -31.06767638432414, -24.07806429212487
31000, 1549950, -23.48083528183201, -23.27601231939855, -29.968912460007292, -24.49027374710671
32000, 1599950, -26.676831691250182, -24.203494352819725, -29.600415859558137, -22.799255199469904
33000, 1649950, -29.141168504165886, -22.836592222325148, -35.61382495126258, -22.613362534943853
34000, 1699950, -21.259114210347068, -28.14469562684535, -22.828810331570214, -22.33106533400377
35000, 1749950, -22.09811282613802, -33.28238851078119, -26.15072477817482, -23.558818192850563
36000, 1799950, -22.34147986609781, -23.155679676507607, -31.013629028702322, -32.411865517782296
37000, 1849950, -22.83057072965274, -25.296733284259133, -26.005676733743506, -27.071307188529442
38000, 1899950, -20.834455312472745, -23.09796220935501, -21.346982987381868, -23.261118452420806
39000, 1949950, -21.369965393693953, -24.540705288975293, -37.64590583751072, -22.463498749209233
40000, 1999950, -22.290014588251363, -24.95041412564853, -23.79022787689527, -27.5483936475527
