episode,step,agent0_money,agent1_money
100, 4950, -23.2020202020202, -20.818181818181817
200, 9950, -23.79, -21.38
300, 14950, -23.51, -22.35
400, 19950, -23.27, -21.87
500, 24950, -23.56, -21.9
600, 29950, -23.76, -22.19
700, 34950, -23.86, -22.64
800, 39950, -23.89, -21.84
900, 44950, -23.74, -21.96
1000, 49950, -23.51, -21.5
1100, 54950, -23.57, -9.21
1200, 59950, -5.29, -14.3
1300, 64950, -8.03, -22.0
1400, 69950, -35.13, -8.17
1500, 74950, -14.97, -42.14
1600, 79950, -4.41, -27.86
1700, 84950, -6.37, -25.52
1800, 89950, -3.23, -17.39
1900, 94950, -11.9, -7.77
2000, 99950, -8.29, -5.13
2100, 104950, -8.36, -11.57
2200, 109950, -12.99, -10.57
2300, 114950, -15.69, -10.84
2400, 119950, -26.66, -4.59
2500, 124950, -38.52, -2.44
2600, 129950, -32.96, -3.96
2700, 134950, -40.06, -0.85
2800, 139950, -41.54, -1.64
2900, 144950, -27.32, -2.12
3000, 149950, -44.46, -1.16
3100, 154950, -35.64, -1.49
3200, 159950, -35.15, -3.01
3300, 164950, -39.1, -1.01
3400, 169950, -39.14, -4.52
3500, 174950, -41.97, -2.21
3600, 179950, -37.78, -5.25
3700, 184950, -26.65, -4.4
3800, 189950, -33.27, -6.31
3900, 194950, -45.95, -8.71
4000, 199950, -44.95, -4.37
4100, 204950, -37.11, -6.66
4200, 209950, -40.23, -9.39
4300, 214950, -40.81, -13.7
4400, 219950, -37.74, -4.94
4500, 224950, -41.73, -11.9
4600, 229950, -41.34, -6.11
4700, 234950, -39.95, -11.01
4800, 239950, -41.96, -17.8
4900, 244950, -43.11, -7.64
5000, 249950, -44.23, -13.28
5100, 254950, -44.5, -18.89
5200, 259950, -45.92, -19.04
5300, 264950, -43.32, -22.09
5400, 269950, -43.45, -16.06
5500, 274950, -44.34, -19.81
5600, 279950, -45.86, -17.56
5700, 284950, -46.19, -22.67
5800, 289950, -46.46, -26.81
5900, 294950, -47.14, -31.53
6000, 299950, -47.61, -21.41
6100, 304950, -47.47, -23.05
6200, 309950, -45.88, -16.38
6300, 314950, -47.87, -15.75
6400, 319950, -48.1, -26.06
6500, 324950, -46.59, -21.25
6600, 329950, -48.3, -20.89
6700, 334950, -47.28, -21.51
6800, 339950, -48.38, -34.19
6900, 344950, -48.75, -31.53
7000, 349950, -48.11, -35.34
7100, 354950, -48.35, -31.61
7200, 359950, -47.56, -34.54
7300, 364950, -48.05, -26.47
7400, 369950, -48.98, -28.21
7500, 374950, -47.91, -28.43
7600, 379950, -48.19, -20.94
7700, 384950, -47.92, -29.52
7800, 389950, -48.29, -30.83
7900, 394950, -47.17, -27.76
8000, 399950, -47.93, -32.39
8100, 404950, -48.13, -23.93
8200, 409950, -47.59, -28.22
8300, 414950, -47.18, -30.87
8400, 419950, -47.75, -31.69
8500, 424950, -47.32, -33.97
8600, 429950, -44.33, -33.13
8700, 434950, -45.91, -31.96
8800, 439950, -44.45, -30.93
8900, 444950, -44.82, -25.17
9000, 449950, -46.31, -38.5
9100, 454950, -38.05, -37.5
9200, 459950, -40.06, -38.98
9300, 464950, -41.7, -33.22
9400, 469950, -44.46, -32.13
9500, 474950, -38.64, -33.25
9600, 479950, -38.34, -31.46
9700, 484950, -43.06, -30.14
9800, 489950, -38.09, -33.72
9900, 494950, -35.8, -32.73
10000, 499950, -33.73, -32.26
