episode,step,total_reward
200, 9950, -164.723428
400, 19950, -158.639616
600, 29950, -152.723484
800, 39950, -161.242659
1000, 49950, -164.772829
1200, 59950, -575.848469
1400, 69950, -301.548055
1600, 79950, -154.342735
1800, 89950, -143.021138
2000, 99950, -138.292116
2200, 109950, -114.804440
2400, 119950, -114.339547
2600, 129950, -120.980543
2800, 139950, -111.232480
3000, 149950, -101.359521
3200, 159950, -100.731424
3400, 169950, -96.272450
3600, 179950, -91.037475
3800, 189950, -80.570370
4000, 199950, -81.015943
4200, 209950, -83.427022
4400, 219950, -76.691294
4600, 229950, -72.471334
4800, 239950, -69.534953
5000, 249950, -67.212638
5200, 259950, -68.411308
5400, 269950, -70.362735
5600, 279950, -63.398117
5800, 289950, -62.549240
6000, 299950, -61.959907
6200, 309950, -61.752933
6400, 319950, -83.192760
6600, 329950, -61.952302
6800, 339950, -60.617470
7000, 349950, -64.053531
7200, 359950, -59.836248
7400, 369950, -61.989868
7600, 379950, -59.982626
7800, 389950, -59.179389
8000, 399950, -58.063384
8200, 409950, -55.310158
8400, 419950, -53.898564
8600, 429950, -57.155772
8800, 439950, -55.204465
9000, 449950, -60.960710
9200, 459950, -52.314601
9400, 469950, -60.864786
9600, 479950, -51.369674
9800, 489950, -58.357910
10000, 499950, -55.494795
10200, 509950, -69.977611
10400, 519950, -52.711450
10600, 529950, -52.987725
10800, 539950, -48.859612
11000, 549950, -50.511791
11200, 559950, -55.190127
11400, 569950, -51.504463
11600, 579950, -57.503031
11800, 589950, -48.524422
12000, 599950, -49.311624
12200, 609950, -53.399958
12400, 619950, -59.753425
12600, 629950, -57.764909
12800, 639950, -51.999917
13000, 649950, -48.942486
13200, 659950, -54.670764
13400, 669950, -52.898150
13600, 679950, -55.829146
13800, 689950, -48.203865
14000, 699950, -54.435624
14200, 709950, -49.794673
14400, 719950, -46.898555
14600, 729950, -53.395269
14800, 739950, -59.223656
15000, 749950, -51.458413
15200, 759950, -49.486768
15400, 769950, -48.210021
15600, 779950, -50.124364
15800, 789950, -49.819791
16000, 799950, -51.882422
16200, 809950, -52.093399
16400, 819950, -60.206158
16600, 829950, -52.248091
16800, 839950, -51.400056
17000, 849950, -48.233674
17200, 859950, -45.924013
17400, 869950, -51.199027
17600, 879950, -53.573783
17800, 889950, -45.940990
18000, 899950, -47.439529
18200, 909950, -52.645323
18400, 919950, -46.948814
18600, 929950, -46.125323
18800, 939950, -49.890764
19000, 949950, -47.792574
19200, 959950, -45.119664
19400, 969950, -47.915872
19600, 979950, -49.053264
19800, 989950, -48.031493
20000, 999950, -48.228785
