episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew,agent4_rew,agent5_rew
1000, 25408, 1.0517039515386517, 1.102286860187183, 1.0484133397112019, 1.0938558110165157, -16.347610336665543, -12.697476693898341
2000, 52660, 2.7901900458088207, 3.183288962216314, 3.2104103610853265, 3.4539617244699587, -10.937505763528398, -9.783636353621583
3000, 81885, 3.9846361537886716, 4.858638021980934, 3.889357528063517, 4.75951460190696, -2.524155281430768, -2.525232239070461
4000, 113217, 5.883499679798905, 6.723569397617961, 6.729649864317144, 6.266572295989581, -2.7720595516568673, -4.327112694065492
5000, 146916, 9.052533746654738, 9.175979260300908, 9.42350666269874, 8.49741397339252, -4.271648467259956, -5.436367101713462
6000, 182997, 12.21957689606782, 12.915163188876496, 12.64180603175488, 12.178562838250574, -6.08815893729657, -6.064592900996406
7000, 221756, 17.72141716975141, 17.725497734656294, 17.84513555686897, 17.33330964453847, -8.364866359728294, -8.096563238532218
8000, 263306, 20.168417216545066, 19.91995228589459, 20.196808475521333, 20.06599835580184, -11.361626808189685, -8.074368936630293
9000, 307869, 10.633299373856072, 10.281195628743193, 10.57878180940578, 10.48165221836346, -6.365589980990274, -7.168744166120981
10000, 355637, 10.25982918304473, 9.991521250572054, 10.13836735140233, 10.073324914428015, -4.498139990030799, -6.529777626909361
11000, 406940, 10.642493513408317, 10.594651953994646, 10.552788591197698, 10.525369328005988, -5.783362386372529, -4.652990728015628
12000, 461923, 11.014088648159445, 11.155647547484588, 10.888726737785353, 10.847716412597746, -8.153488330164999, -5.773071736179347
13000, 520889, 14.659187604083487, 14.702592141144335, 14.840077859948513, 14.274357941576504, -9.046237437377785, -5.815343877426398
14000, 584098, 15.11713468587364, 14.680975047584958, 14.994227973694622, 14.875974719544976, -8.781698451456235, -4.732485492918566
15000, 651925, 15.807485070043594, 15.4029655848331, 15.338575345263799, 15.893872554737955, -9.931483103706688, -5.523883131305544
16000, 724634, 15.522447026456865, 14.681655608316783, 14.873749834859712, 14.477722564009968, -10.661557499099406, -5.46884402592253
17000, 802600, 17.878496304726482, 16.98612190299944, 16.79178607666862, 16.03544450593296, -14.482878971187132, -2.2688631751749937
18000, 886188, 25.831464631997978, 24.88320017359771, 23.27623196336282, 24.618234654489914, -20.635637540947382, -3.5597789873390955
19000, 975835, 36.46888514675782, 34.68252424645379, 33.684530590742, 35.17721850888677, -32.178162310511695, -1.3092486159497334
20000, 1071923, 49.81496338382672, 47.0719768974856, 46.239603270902634, 48.665395852892864, -46.50405574889216, -4.624278865667625
21000, 1174970, 64.16987741719784, 61.23401582894379, 61.456013723700686, 63.02743217092727, -58.78936378564954, -7.646905595633277
22000, 1285436, 86.63199744278896, 82.05425449080857, 85.45748089239811, 86.15182712260564, -85.31814807982934, -4.7655708841290965
23000, 1403866, 85.79551531633226, 81.07475884950085, 86.343945625842, 86.99876327929752, -85.78849094581848, -3.563463907427857
24000, 1530832, 88.80669256779284, 80.62050426530384, 87.88873000237872, 86.55969990186439, -90.9490436988748, -3.146515558216128
25000, 1666959, 125.87933880428699, 101.57988637295581, 117.68388073556287, 120.97704689571405, -130.10496698932872, -3.384410578956257
26000, 1812882, 284.3704772315883, 264.0946284853937, 274.25950460841767, 270.3053025597265, -302.92716281174063, 1.4186870666830265
27000, 1969314, 277.59470563819144, 263.265868038847, 271.2447138546023, 252.68482902474187, -280.28670689356596, 0.24173726064456574
28000, 2137004, 92.85228989984351, 77.83502877042693, 87.69448654864635, 78.5395809463304, -104.92924940604016, -1.6186279827567496
29000, 2316778, 71.10932603573647, 61.33662752716402, 65.28052275855889, 71.86002381096628, -95.40130457565361, -6.785349332741252
30000, 2509476, 91.91825190693503, 82.29394337220272, 82.55979293541715, 89.54720265476062, -103.46856463024102, -12.624817419625392
31000, 2709475, 100.77528187696187, 95.5777253175866, 95.8762039248334, 98.31765985436867, -100.33847405551924, -12.110989312927904
32000, 2909475, 91.68347730967996, 87.97613955587893, 88.43386449191502, 89.6645355378386, -93.56496165134365, -13.761440660567313
33000, 3109475, 110.18838980391995, 106.72040223751677, 106.77096299775295, 110.46245856837602, -122.5898478769378, -16.20723355072188
34000, 3309475, 112.17064548788834, 109.7311295808596, 110.60553564249916, 112.650878586403, -121.94037802150922, -13.3051158750583
35000, 3509475, 122.791851618458, 119.14859028687164, 121.57831761995793, 122.7457041873937, -129.7341224373974, -18.35852922250828
36000, 3709475, 111.90405669733777, 107.81023557661248, 114.03867725792551, 113.90138513728365, -128.8151381441082, -11.085921512130428
37000, 3909475, 111.33492140731903, 107.14470524826446, 113.28509431318922, 100.82395347824144, -157.7330892119734, -13.798969494055129
38000, 4109475, 112.27427203110909, 109.07517485553599, 111.27064368941122, 94.61546746714565, -165.8366597138969, -21.253402302149862
39000, 4309475, 134.83854864562235, 124.88193272155743, 131.62550337759143, 116.02554455035308, -155.71352096781303, -21.11477402712906
40000, 4509475, 140.4288125120195, 136.6545441240303, 139.0934466175936, 138.96716205158177, -158.2278600775487, -11.936701964614082
