episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -16.574574574574573, -17.772772772772772, -16.03903903903904, -17.056056056056057
2000, 99950, -11.139, -22.29, -16.518, -18.803
3000, 149950, -10.103, -32.741, -19.156, -20.91
4000, 199950, -13.407, -31.81, -40.834, -6.314
5000, 249950, -31.32, -16.007, -46.197, -0.602
6000, 299950, -46.494, -2.475, -44.274, -1.022
7000, 349950, -47.436, -0.866, -45.586, -0.679
8000, 399950, -49.017, -0.638, -45.239, -0.517
9000, 449950, -49.015, -0.731, -46.708, -0.483
10000, 499950, -48.924, -0.651, -46.821, -1.624
11000, 549950, -49.051, -0.308, -47.352, -1.912
12000, 599950, -48.892, -0.013, -47.391, -1.805
13000, 649950, -49.209, -0.015, -46.204, -3.104
14000, 699950, -49.055, -0.018, -46.87, -1.734
15000, 749950, -49.334, -0.018, -46.441, -2.615
16000, 799950, -49.167, -0.017, -47.314, -1.718
17000, 849950, -48.95, -0.02, -47.628, -1.651
18000, 899950, -48.962, -0.011, -48.003, -1.305
19000, 949950, -48.569, -0.011, -47.633, -1.945
20000, 999950, -48.254, -0.007, -46.708, -2.687
21000, 1049950, -47.951, -0.01, -47.633, -1.555
22000, 1099950, -47.869, -0.009, -47.705, -1.139
23000, 1149950, -46.583, -0.018, -47.297, -1.338
24000, 1199950, -42.053, -0.045, -42.711, -3.513
25000, 1249950, -47.369, -0.439, -39.125, -3.714
26000, 1299950, -43.924, -2.224, -48.335, -0.673
27000, 1349950, -48.21, -0.013, -44.115, -4.16
28000, 1399950, -43.665, -0.021, -46.473, -2.156
29000, 1449950, -47.902, -0.09, -47.544, -1.406
30000, 1499950, -47.088, -2.184, -47.756, -0.91
31000, 1549950, -48.816, -0.928, -41.462, -4.917
32000, 1599950, -46.563, -3.163, -39.085, -4.415
33000, 1649950, -40.71, -0.423, -38.752, -3.192
34000, 1699950, -28.716, -0.111, -37.735, -3.257
35000, 1749950, -29.098, -0.06, -41.985, -0.801
36000, 1799950, -22.2, -0.037, -41.306, -2.417
37000, 1849950, -29.813, -0.177, -41.324, -5.926
38000, 1899950, -33.76, -1.645, -35.701, -11.672
39000, 1949950, -22.523, -0.045, -35.495, -10.79
40000, 1999950, -22.681, -0.063, -36.783, -9.204
