energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-3.0,0.0,1,3
-3.0,0.0,1,4
-3.0,0.0,1,5
-3.0,0.0,1,6
-4.0,0.0,1,7
-4.0,0.0,1,8
-4.0,0.0,1,9
-5.0,0.0,1,10
-5.0,0.0,1,11
-5.0,0.0,1,12
-5.0,0.0,1,13
-5.0,0.0,1,14
-5.0,0.0,1,15
-5.0,0.0,1,16
-5.0,0.0,1,17
-5.0,-1.0,1,18
-5.0,-1.0,1,19
-5.0,-1.0,1,20
-5.0,-1.0,1,21
-5.0,-1.0,1,22
-5.0,-1.0,1,23
-5.0,-1.0,1,24
-5.0,-1.0,1,25
-5.0,-1.0,1,26
-5.0,-1.0,1,27
-5.0,-1.0,1,28
-5.0,-1.0,1,29
-5.0,-1.0,1,30
-5.0,-1.0,1,31
-5.0,-1.0,1,32
-5.0,-1.0,1,33
-5.0,-1.0,1,34
-5.0,-1.0,1,35
-5.0,-1.0,1,36
-5.0,-1.0,1,37
-5.0,-1.0,1,38
-5.0,-1.0,1,39
-5.0,-1.0,1,40
-5.0,-1.0,1,41
-5.0,-1.0,1,42
-5.0,-1.0,1,43
-5.0,-1.0,1,44
-5.0,-1.0,1,45
-5.0,-1.0,1,46
-5.0,-1.0,1,47
-5.0,-1.0,1,48
-5.0,-1.0,1,49
-1.0,0.0,2,0
-1.0,-1.0,2,1
-1.0,-2.0,2,2
-1.0,-3.0,2,3
-2.0,-3.0,2,4
-2.0,-3.0,2,5
-2.0,-3.0,2,6
-2.0,-3.0,2,7
-2.0,-3.0,2,8
-2.0,-4.0,2,9
-2.0,-4.0,2,10
-2.0,-4.0,2,11
-2.0,-5.0,2,12
-2.0,-5.0,2,13
-2.0,-5.0,2,14
-2.0,-5.0,2,15
-3.0,-5.0,2,16
-4.0,-5.0,2,17
-5.0,-5.0,2,18
-6.0,-5.0,2,19
-7.0,-5.0,2,20
-7.0,-5.0,2,21
-8.0,-5.0,2,22
-8.0,-5.0,2,23
-8.0,-6.0,2,24
-8.0,-6.0,2,25
-8.0,-7.0,2,26
-8.0,-7.0,2,27
-8.0,-8.0,2,28
-8.0,-8.0,2,29
-8.0,-8.0,2,30
-8.0,-8.0,2,31
-9.0,-8.0,2,32
-9.0,-8.0,2,33
-9.0,-8.0,2,34
-10.0,-8.0,2,35
-10.0,-8.0,2,36
