a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,A,1,1
C,A,1,2
C,C,1,3
A,C,1,4
A,C,1,5
A,C,1,6
A,A,1,7
A,C,1,8
A,C,1,9
A,A,1,10
A,C,1,11
A,C,1,12
A,C,1,13
A,C,1,14
C,C,1,15
A,C,1,16
A,C,1,17
C,B,1,18
C,C,1,19
A,C,1,20
C,C,1,21
A,C,1,22
C,C,1,23
C,C,1,24
C,C,1,25
A,C,1,26
A,C,1,27
A,C,1,28
C,C,1,29
C,C,1,30
A,C,1,31
C,C,1,32
C,C,1,33
C,C,1,34
C,C,1,35
C,C,1,36
C,C,1,37
C,C,1,38
C,C,1,39
C,C,1,40
C,C,1,41
C,C,1,42
C,C,1,43
C,C,1,44
C,C,1,45
C,C,1,46
C,C,1,47
C,C,1,48
_,_,2,0
A,A,2,1
A,B,2,2
A,B,2,3
A,B,2,4
A,A,2,5
A,C,2,6
A,C,2,7
A,C,2,8
A,C,2,9
A,B,2,10
A,C,2,11
A,C,2,12
C,B,2,13
C,C,2,14
A,C,2,15
A,C,2,16
A,A,2,17
A,A,2,18
C,A,2,19
A,A,2,20
A,A,2,21
A,C,2,22
A,A,2,23
A,C,2,24
A,B,2,25
A,C,2,26
A,B,2,27
A,C,2,28
A,B,2,29
A,C,2,30
A,C,2,31
A,C,2,32
A,A,2,33
A,C,2,34
A,C,2,35
A,A,2,36
A,C,2,37
A,A,2,38
C,C,2,39
C,A,2,40
A,C,2,41
C,C,2,42
C,A,2,43
C,A,2,44
C,A,2,45
C,A,2,46
A,A,2,47
C,A,2,48
C,C,2,49
_,_,3,0
A,A,3,1
A,B,3,2
A,B,3,3
A,B,3,4
C,A,3,5
C,A,3,6
A,A,3,7
C,B,3,8
A,A,3,9
A,A,3,10
A,A,3,11
A,C,3,12
A,C,3,13
A,C,3,14
A,C,3,15
A,C,3,16
A,C,3,17
A,C,3,18
A,C,3,19
A,C,3,20
A,C,3,21
A,C,3,22
A,C,3,23
A,C,3,24
A,C,3,25
A,C,3,26
A,C,3,27
C,C,3,28
C,C,3,29
C,C,3,30
C,C,3,31
C,C,3,32
C,C,3,33
C,C,3,34
C,C,3,35
C,C,3,36
C,C,3,37
C,C,3,38
C,C,3,39
C,C,3,40
C,C,3,41
C,C,3,42
C,C,3,43
C,C,3,44
C,C,3,45
C,C,3,46
C,C,3,47
C,C,3,48
C,C,3,49
_,_,4,0
A,A,4,1
A,B,4,2
A,C,4,3
A,A,4,4
A,A,4,5
A,B,4,6
C,A,4,7
C,B,4,8
C,A,4,9
A,A,4,10
A,A,4,11
C,C,4,12
A,B,4,13
A,A,4,14
A,A,4,15
A,B,4,16
A,A,4,17
A,A,4,18
A,C,4,19
A,C,4,20
A,A,4,21
A,C,4,22
A,A,4,23
C,B,4,24
C,A,4,25
C,C,4,26
C,A,4,27
C,C,4,28
C,A,4,29
C,C,4,30
C,A,4,31
C,A,4,32
C,B,4,33
C,A,4,34
C,C,4,35
C,C,4,36
C,A,4,37
C,C,4,38
C,A,4,39
C,B,4,40
C,C,4,41
C,C,4,42
C,C,4,43
C,C,4,44
C,C,4,45
C,A,4,46
C,A,4,47
C,A,4,48
C,A,4,49
_,_,5,0
A,A,5,1
A,A,5,2
A,C,5,3
C,B,5,4
C,A,5,5
C,A,5,6
C,C,5,7
C,A,5,8
C,C,5,9
C,A,5,10
C,A,5,11
C,A,5,12
C,A,5,13
C,A,5,14
C,A,5,15
A,A,5,16
A,A,5,17
A,A,5,18
A,A,5,19
A,A,5,20
C,A,5,21
C,A,5,22
C,A,5,23
C,A,5,24
C,A,5,25
C,A,5,26
C,A,5,27
C,A,5,28
C,A,5,29
C,A,5,30
C,A,5,31
C,A,5,32
C,A,5,33
C,A,5,34
C,A,5,35
C,A,5,36
C,A,5,37
C,A,5,38
C,A,5,39
C,A,5,40
C,A,5,41
C,A,5,42
C,A,5,43
C,A,5,44
C,A,5,45
C,A,5,46
C,A,5,47
C,A,5,48
C,A,5,49
