a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,A,1,1
A,A,1,2
A,A,1,3
A,A,1,4
A,A,1,5
A,A,1,6
A,A,1,7
A,A,1,8
A,A,1,9
A,A,1,10
A,A,1,11
A,A,1,12
B,A,1,13
A,A,1,14
B,A,1,15
B,A,1,16
B,A,1,17
A,A,1,18
B,A,1,19
A,A,1,20
B,A,1,21
B,A,1,22
B,A,1,23
A,A,1,24
A,A,1,25
A,A,1,26
A,A,1,27
A,A,1,28
A,A,1,29
C,A,1,30
A,A,1,31
A,A,1,32
A,A,1,33
A,A,1,34
A,A,1,35
A,A,1,36
A,A,1,37
A,A,1,38
A,A,1,39
A,A,1,40
A,A,1,41
A,A,1,42
A,A,1,43
A,A,1,44
A,A,1,45
A,A,1,46
A,A,1,47
A,A,1,48
_,_,2,0
A,A,2,1
A,A,2,2
A,A,2,3
A,A,2,4
A,A,2,5
A,A,2,6
A,A,2,7
A,A,2,8
A,A,2,9
A,A,2,10
A,A,2,11
C,A,2,12
B,A,2,13
A,A,2,14
B,A,2,15
A,A,2,16
A,A,2,17
B,A,2,18
A,A,2,19
B,A,2,20
A,A,2,21
B,A,2,22
B,A,2,23
A,A,2,24
B,A,2,25
C,A,2,26
B,A,2,27
A,A,2,28
B,A,2,29
A,A,2,30
B,A,2,31
C,A,2,32
B,A,2,33
B,A,2,34
A,A,2,35
B,A,2,36
A,A,2,37
A,A,2,38
A,A,2,39
A,A,2,40
A,A,2,41
A,A,2,42
A,A,2,43
A,A,2,44
A,A,2,45
A,A,2,46
A,A,2,47
A,A,2,48
A,A,2,49
_,_,3,0
A,A,3,1
A,A,3,2
A,A,3,3
A,A,3,4
A,A,3,5
A,A,3,6
A,A,3,7
A,A,3,8
A,A,3,9
A,A,3,10
A,A,3,11
A,A,3,12
A,A,3,13
C,A,3,14
A,B,3,15
C,A,3,16
B,A,3,17
C,A,3,18
A,A,3,19
A,A,3,20
A,A,3,21
A,A,3,22
A,A,3,23
A,A,3,24
A,A,3,25
A,A,3,26
A,A,3,27
A,A,3,28
A,A,3,29
C,A,3,30
A,A,3,31
A,A,3,32
A,A,3,33
A,A,3,34
A,A,3,35
A,A,3,36
A,A,3,37
B,A,3,38
B,A,3,39
A,A,3,40
C,A,3,41
A,A,3,42
A,A,3,43
A,A,3,44
A,B,3,45
A,A,3,46
A,B,3,47
A,A,3,48
A,B,3,49
_,_,4,0
A,A,4,1
A,A,4,2
A,A,4,3
A,A,4,4
A,A,4,5
A,A,4,6
A,A,4,7
A,A,4,8
A,A,4,9
A,A,4,10
A,A,4,11
A,A,4,12
A,A,4,13
A,A,4,14
A,A,4,15
A,A,4,16
A,A,4,17
A,A,4,18
A,A,4,19
A,A,4,20
A,A,4,21
A,A,4,22
A,A,4,23
A,A,4,24
A,A,4,25
B,A,4,26
A,A,4,27
A,A,4,28
A,A,4,29
A,A,4,30
A,A,4,31
A,A,4,32
A,A,4,33
A,A,4,34
A,A,4,35
A,A,4,36
A,A,4,37
A,A,4,38
A,A,4,39
A,A,4,40
A,A,4,41
A,A,4,42
A,A,4,43
A,A,4,44
A,A,4,45
A,A,4,46
A,B,4,47
A,A,4,48
A,A,4,49
_,_,5,0
A,A,5,1
A,A,5,2
A,A,5,3
B,A,5,4
C,A,5,5
B,A,5,6
A,A,5,7
A,A,5,8
A,A,5,9
B,A,5,10
A,A,5,11
A,A,5,12
B,A,5,13
A,A,5,14
B,A,5,15
B,A,5,16
A,A,5,17
B,A,5,18
A,A,5,19
A,A,5,20
B,A,5,21
B,A,5,22
A,A,5,23
B,A,5,24
A,A,5,25
B,A,5,26
A,A,5,27
A,A,5,28
A,A,5,29
B,A,5,30
B,A,5,31
B,A,5,32
B,A,5,33
B,A,5,34
B,A,5,35
A,A,5,36
A,A,5,37
B,A,5,38
B,A,5,39
B,A,5,40
A,A,5,41
A,A,5,42
B,A,5,43
B,A,5,44
B,A,5,45
A,A,5,46
A,A,5,47
A,A,5,48
A,A,5,49
