episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -24.603015075376884, -0.4824120603015075, -12.527638190954772, -27.899497487437184, -0.5628140703517588, -14.093266331658304
400, 19950, -24.075, -0.49, -12.513799999999987, -28.18, -0.595, -14.346999999999998
600, 29950, -24.73, -0.495, -12.7248, -27.9, -0.54, -14.123800000000001
800, 39950, -24.705, -0.515, -12.733600000000013, -28.665, -0.555, -14.546899999999996
1000, 49950, -25.0, -0.485, -12.8708, -27.8, -0.565, -14.086699999999999
1200, 59950, -21.185, -0.42, -10.682700000000002, -21.815, -0.53, -11.7163
1400, 69950, -32.3, -0.645, -16.670700000000007, -20.195, -0.415, -10.154200000000005
1600, 79950, -13.345, -0.34, -7.0531000000000015, -24.63, -0.31, -12.3355
1800, 89950, -2.37, -0.075, -1.2068999999999996, -30.93, -0.46, -15.126900000000004
2000, 99950, -0.37, -0.03, -0.21009999999999998, -23.31, -0.395, -11.0067
2200, 109950, -0.095, -0.04, -0.07840000000000001, -23.575, -0.34, -11.069700000000001
2400, 119950, -0.19, -0.045, -0.1598, -29.91, -0.465, -14.661800000000003
2600, 129950, -0.335, -0.08, -0.2933, -24.925, -0.465, -12.668100000000003
2800, 139950, -0.48, -0.075, -0.43189999999999995, -31.29, -0.54, -16.037799999999987
3000, 149950, -1.1, -0.125, -0.9474000000000001, -33.505, -0.7, -17.381100000000014
3200, 159950, -1.73, -0.205, -1.4083, -33.51, -0.625, -17.46399999999999
3400, 169950, -0.95, -0.19, -0.87, -41.415, -0.725, -20.958399999999987
3600, 179950, -1.485, -0.24, -1.2150999999999998, -38.63, -0.67, -19.622800000000016
3800, 189950, -1.61, -0.28, -1.2643, -37.88, -0.715, -19.167900000000003
4000, 199950, -1.79, -0.295, -1.4387000000000003, -35.08, -0.62, -17.8209
4200, 209950, -2.605, -0.405, -2.086, -40.355, -0.625, -20.176299999999983
4400, 219950, -2.4, -0.325, -1.6898000000000009, -42.325, -0.69, -20.962200000000003
